review_notes,cause,cur_match_en,match_en,quality,class,label,google_translate_to_en,en_osa,en_dl,en_qgram,en_cos,en_jaccard,compare_en,clase,etiqueta,google_translate_to_es,compare_es
,google to en,error|order,,1,http://purl.obolibrary.org/obo/DOID_0080565,congenital disorder of glycosylation Im,congenital disorder of Im glycosylation,0.8461538461538461,0.8461538461538461,1,1,1,,http://purl.obolibrary.org/obo/DOID_0080565,trastorno congénito de la glucosilación Im,trastorno congénito de la glicosilación Im,
typo,TCG,error,,1,http://purl.obolibrary.org/obo/DOID_0080566,congenital disorder of glycosylation In,congenital glycosylation disorder I,0.4358974358974359,0.4358974358974359,0.945945946,0.9871905049027117,0.9375,,http://purl.obolibrary.org/obo/DOID_0080566,trastorno congénito de la glucosilación I,trastorno congénito de la glicosilación en,
,google to en,error|order,,1,http://purl.obolibrary.org/obo/DOID_0080567,congenital disorder of glycosylation Ip,congenital disorder of Ip glycosylation,0.8461538461538461,0.8461538461538461,1,1,1,,http://purl.obolibrary.org/obo/DOID_0080567,trastorno congénito de la glucosilación Ip,trastorno congénito de la glicosilación Ip,
,google to en,error|order,,1,http://purl.obolibrary.org/obo/DOID_0080568,congenital disorder of glycosylation Iq,congenital Iq glycosylation disorder,0.5128205128205128,0.5128205128205128,0.96,0.9884588421671178,0.9411764705882352,,http://purl.obolibrary.org/obo/DOID_0080568,trastorno congénito de la glucosilación Iq,trastorno congénito de la glicosilación Iq,
,google to en,error|order,,1,http://purl.obolibrary.org/obo/DOID_0080569,congenital disorder of glycosylation Ir,congenital Ir glycosylation disorder,0.5641025641025641,0.5641025641025641,0.96,0.9887715401042964,0.9375,,http://purl.obolibrary.org/obo/DOID_0080569,trastorno congénito de la glucosilación Ir,trastorno congénito de la glicosilación Ir,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080570,congenital disorder of glycosylation It,congenital disorder of glycosylation It,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080570,trastorno congénito de la glicosilación It,trastorno congénito de la glicosilación,
,google to en,error|order,,1,http://purl.obolibrary.org/obo/DOID_0080571,congenital disorder of glycosylation Iu,congenital disorder of Iu glycosylation,0.8461538461538461,0.8461538461538461,1,1,1,,http://purl.obolibrary.org/obo/DOID_0080571,trastorno congénito de la glucosilación Iu,trastorno congénito de la glicosilación Iu,
,google to en,error|order,,1,http://purl.obolibrary.org/obo/DOID_0080572,congenital disorder of glycosylation Iw,congenital disorder of Iw glycosylation,0.8461538461538461,0.8461538461538461,1,1,1,,http://purl.obolibrary.org/obo/DOID_0080572,trastorno congénito de la glucosilación Iw,trastorno congénito de la glicosilación Iw,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080573,congenital disorder of glycosylation Ix,congenital disorder of glycosylation Ix,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080573,trastorno congénito de la glucosilación Ix,trastorno congénito de la glicosilación Ix,
,google to en,error|order,,1,http://purl.obolibrary.org/obo/DOID_0080574,congenital disorder of glycosylation Iy,congenital disorder of Iy glycosylation,0.8461538461538461,0.8461538461538461,1,1,1,,http://purl.obolibrary.org/obo/DOID_0080574,trastorno congénito de la glucosilación Iy,trastorno congénito de la glicosilación Iy,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080587,congenital myasthenic syndrome 22,congenital myasthenic syndrome 22,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080587,síndrome miasténico congénito 22,síndrome miasténico congénito 22,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_3635,congenital myasthenic syndrome,congenital myasthenic syndrome,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_3635,síndrome miasténico congénito,síndrome miasténico congénito,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080589,Klippel-Feil syndrome 1,Klippel-Feil syndrome 1,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080589,Síndrome de Klippel-Feil 1,Síndrome de Klippel-Feil 1,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_10426,Klippel-Feil syndrome,Klippel-Feil syndrome,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_10426,Síndrome de Klippel-Feil,Síndrome de Klippel-Feil,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080590,Klippel-Feil syndrome 2,Klippel-Feil syndrome 2,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080590,Síndrome de Klippel-Feil 2,Síndrome de Klippel-Feil 2,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080591,Klippel-Feil syndrome 3,Klippel-Feil syndrome 3,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080591,Síndrome de Klippel-Feil 3,Síndrome de Klippel-Feil 3,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080592,Klippel-Feil syndrome 4,Klippel-Feil syndrome 4,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080592,Síndrome de Klippel-Feil 4,Síndrome de Klippel-Feil 4,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080593,orofacial cleft 6,orofacial cleft 6,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080593,hendidura orofacial 6,hendidura orofacial 6,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080625,severe congenital neutropenia 1,severe congenital neutropenia 1,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080625,neutropenia congénita grave 1,neutropenia congénita grave 1,exact
,,meaning,,4,http://purl.obolibrary.org/obo/DOID_0080633,developmental cardiac valvular defect,developmental heart valve defect,0.7297297297297297,0.7297297297297297,0.8115942028985508,0.9159131793486208,0.8235294117647058,,http://purl.obolibrary.org/obo/DOID_0080633,defecto valvular cardíaco del desarrollo,defecto valvular cardiaco del desarrollo,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080700,caudal regression syndrome,caudal regression syndrome,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080700,síndrome de regresión caudal,síndrome de regresión caudal,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080720,autosomal dominant congenital deafness with onychodystrophy,autosomal dominant congenital deafness with onychodystrophy,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080720,sordera congénita autosómica dominante con onicodistrofia,Sordera congénita autosómica dominante con onicodistrofia,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080833,laryngomalacia,laryngomalacia,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080833,laringomalacia,laringomalacia,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080835,TORCH syndrome,TORCH syndrome,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080835,síndrome TORCH,síndrome de la antorcha,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080895,rapidly involuting congenital hemangioma,rapidly involuting congenital hemangioma,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080895,hemangioma congénito de involución rápida,Hemangioma congénito de rápida involución,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080978,arthrogryposis multiplex congenita-1,arthrogryposis multiplex congenita-1,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080978,artrogriposis múltiple congénita-1,artrogriposis múltiple congénita-1,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080979,arthrogryposis multiplex congenita-3,arthrogryposis multiplex congenita-3,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080979,artrogriposis múltiple congénita-3,artrogriposis múltiple congénita-3,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080980,arthrogryposis multiplex congenita-4,arthrogryposis multiplex congenita-4,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080980,artrogriposis múltiple congénita-4,artrogriposis múltiple congénita-4,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080981,arthrogryposis multiplex congenita-5,arthrogryposis multiplex congenita-5,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080981,artrogriposis múltiple congénita-5,artrogriposis múltiple congénita-5,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0081015,congenital fibrosis of the extraocular muscles 1,congenital fibrosis of the extraocular muscles 1,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0081015,fibrosis congénita de los músculos extraoculares 1,fibrosis congénita de los músculos extraoculares 1,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0081016,congenital fibrosis of the extraocular muscles 2,congenital fibrosis of the extraocular muscles 2,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0081016,fibrosis congénita de los músculos extraoculares 2,fibrosis congénita de los músculos extraoculares 2,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0081017,congenital fibrosis of the extraocular muscles 3A,congenital fibrosis of the extraocular muscles 3A,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0081017,fibrosis congénita de los músculos extraoculares 3A,fibrosis congénita de los músculos extraoculares 3A,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0081019,congenital fibrosis of the extraocular muscles 3C,congenital fibrosis of the extraocular muscles 3C,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0081019,fibrosis congénita de los músculos extraoculares 3C,fibrosis congénita de los músculos extraoculares 3C,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0081020,congenital fibrosis of the extraocular muscles 5,congenital fibrosis of the extraocular muscles 5,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0081020,fibrosis congénita de los músculos extraoculares 5,fibrosis congénita de los músculos extraoculares 5,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0081021,Tukel syndrome,Tukel syndrome,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0081021,síndrome de Tukel,síndrome de tukel,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0081169,Leber congenital amaurosis 19,Leber congenital amaurosis 19,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0081169,Amaurosis congénita de Leber 19,Amaurosis congénita de Leber 19,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_14791,Leber congenital amaurosis,Leber congenital amaurosis,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_14791,amaurosis congénita de Leber,Amaurosis congénita de Leber,exact
,,,punct,5,http://purl.obolibrary.org/obo/DOID_0081266,"pachygyria, microcephaly, developmental delay, and dysmorphic facies, with or without seizures","pachygyria, microcephaly, developmental delay and dysmorphic facies, with or without seizures",0.9893617021276596,0.9893617021276596,0.9946524064171124,0.9990329616229716,1,,http://purl.obolibrary.org/obo/DOID_0081266,"paquigiria, microcefalia, retraso del desarrollo y facies dismórfica, con o sin convulsiones","paquigiria, microcefalia, retraso del desarrollo y facies dismórfica, con o sin convulsiones",exact
predictable google translation error from es to en,,tense,,4,http://purl.obolibrary.org/obo/DOID_0081335,Becker disease,Becker's disease,0.875,0.875,0.9333333333333332,0.9723055853282464,0.9090909090909092,,http://purl.obolibrary.org/obo/DOID_0081335,Enfermedad de Becker,enfermedad de Becker,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_2106,myotonia congenita,myotonia congenita,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_2106,miotonía congénita,miotonía congénita,exact
predictable google translation error from es to en,,tense,,4,http://purl.obolibrary.org/obo/DOID_0081336,Thomsen disease,Thomsen's disease,0.8823529411764706,0.8823529411764706,0.9375,0.9759000729485332,0.9166666666666666,,http://purl.obolibrary.org/obo/DOID_0081336,Enfermedad de Thomsen,enfermedad de Thomsen,exact
,,meaning|order,,4,http://purl.obolibrary.org/obo/DOID_0090101,lethal congenital glycogen storage disease of heart,fatal congenital heart glycogen storage disease,0.6470588235294117,0.6470588235294117,0.9387755102040816,0.9875902505054168,1,,http://purl.obolibrary.org/obo/DOID_0090101,enfermedad congénita letal por almacenamiento de glucógeno en el corazón,Enfermedad congénita letal por almacenamiento de glucógeno del corazón.,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0090118,congenital amegakaryocytic thrombocytopenia,congenital amegakaryocytic thrombocytopenia,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0090118,trombocitopenia amegacariocítica congénita,trombocitopenia amegacariocítica congénita,exact
,,order,,4,http://purl.obolibrary.org/obo/DOID_0090124,neurogenic-type arthrogryposis multiplex congenita-2,arthrogryposis multiplex congenita-2 neurogenic type,0.3846153846153846,0.3846153846153846,0.9807692307692308,0.9940480537182522,1,,http://purl.obolibrary.org/obo/DOID_0090124,artrogriposis múltiple congénita-2 de tipo neurogénico,artrogriposis múltiple congénita de tipo neurogénico-2,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110005,Leber congenital amaurosis 9,Leber congenital amaurosis 9,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110005,Amaurosis congénita de Leber 9,Amaurosis congénita de Leber 9,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110016,Leber congenital amaurosis 2,Leber congenital amaurosis 2,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110016,amaurosis congénita de Leber 2,Amaurosis congénita de Leber 2,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110078,Leber congenital amaurosis 1,Leber congenital amaurosis 1,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110078,amaurosis congénita de Leber 1,Amaurosis congénita de Leber 1,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110079,Leber congenital amaurosis 8,Leber congenital amaurosis 8,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110079,Amaurosis congénita de Leber 8,Amaurosis congénita de Leber 8,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110080,Leber congenital amaurosis 12,Leber congenital amaurosis 12,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110080,Amaurosis congénita de Leber 12,Amaurosis congénita de Leber 12,exact
,TCG,added|dropped,,2,http://purl.obolibrary.org/obo/DOID_0110106,atrial heart septal defect 1,type 1 atrial septal defect,0.5357142857142857,0.5357142857142857,0.9090909090909092,0.9683342567918954,0.8666666666666667,,http://purl.obolibrary.org/obo/DOID_0110106,comunicación interauricular tipo 1,comunicación interauricular del corazón 1,
,,dropped,,4,http://purl.obolibrary.org/obo/DOID_1882,atrial heart septal defect,atrial septal defect,0.7692307692307692,0.7692307692307692,0.8695652173913043,0.981980506,0.9230769230769232,,http://purl.obolibrary.org/obo/DOID_1882,comunicación interauricular,comunicación interauricular,exact
,TCG,added|dropped,,2,http://purl.obolibrary.org/obo/DOID_0110107,atrial heart septal defect 2,type 2 atrial septal defect,0.5357142857142857,0.5357142857142857,0.9090909090909092,0.9683342567918954,0.8666666666666667,,http://purl.obolibrary.org/obo/DOID_0110107,comunicación interauricular tipo 2,comunicación interauricular 2,
,TCG,added|dropped,,2,http://purl.obolibrary.org/obo/DOID_0110108,atrial heart septal defect 3,type 3 atrial septal defect,0.5357142857142857,0.5357142857142857,0.9090909090909092,0.9683342567918954,0.8666666666666667,,http://purl.obolibrary.org/obo/DOID_0110108,comunicación interauricular tipo 3,comunicación interauricular 3,
,TCG,added|dropped,,2,http://purl.obolibrary.org/obo/DOID_0110109,atrial heart septal defect 4,type 4 atrial septal defect,0.5357142857142857,0.5357142857142857,0.9090909090909092,0.9683342567918954,0.8666666666666667,,http://purl.obolibrary.org/obo/DOID_0110109,comunicación interauricular tipo 4,comunicación interauricular del corazón 4,
,TCG,added|dropped,,2,http://purl.obolibrary.org/obo/DOID_0110110,atrial heart septal defect 5,type 5 atrial septal defect,0.5357142857142857,0.5357142857142857,0.9090909090909092,0.9683342567918954,0.8666666666666667,,http://purl.obolibrary.org/obo/DOID_0110110,comunicación interauricular tipo 5,comunicación interauricular del corazón 5,
,TCG,added|dropped,,2,http://purl.obolibrary.org/obo/DOID_0110111,atrial heart septal defect 6,type 6 atrial septal defect,0.5357142857142857,0.5357142857142857,0.9090909090909092,0.9683342567918954,0.8666666666666667,,http://purl.obolibrary.org/obo/DOID_0110111,comunicación interauricular tipo 6,comunicación interauricular del corazón 6,
,,dropped,,4,http://purl.obolibrary.org/obo/DOID_0110112,atrial heart septal defect 7,atrial septal defect 7,0.7857142857142857,0.7857142857142857,0.88,0.9843832671610516,0.9285714285714286,,http://purl.obolibrary.org/obo/DOID_0110112,comunicación interauricular 7,comunicación interauricular del corazón 7,
,,dropped,,4,http://purl.obolibrary.org/obo/DOID_0110113,atrial heart septal defect 8,atrial septal defect 8,0.7857142857142857,0.7857142857142857,0.88,0.9843832671610516,0.9285714285714286,,http://purl.obolibrary.org/obo/DOID_0110113,comunicación interauricular 8,comunicación interauricular del corazón 8,
,,dropped,,4,http://purl.obolibrary.org/obo/DOID_0110114,atrial heart septal defect 9,atrial septal defect 9,0.7857142857142857,0.7857142857142857,0.88,0.9843832671610516,0.9285714285714286,,http://purl.obolibrary.org/obo/DOID_0110114,comunicación interauricular 9,comunicación interauricular del corazón 9,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110118,Leber congenital amaurosis 16,Leber congenital amaurosis 16,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110118,Amaurosis congénita de Leber 16,Amaurosis congénita de Leber 16,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110188,Leber congenital amaurosis 14,Leber congenital amaurosis 14,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110188,Amaurosis congénita de Leber 14,Amaurosis congénita de Leber 14,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110189,Leber congenital amaurosis 15,Leber congenital amaurosis 15,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110189,Amaurosis congénita de Leber 15,Amaurosis congénita de Leber 15,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110213,isolated cleft palate,isolated cleft palate,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110213,paladar hendido aislado,paladar hendido aislado,exact
,,order,,2,http://purl.obolibrary.org/obo/DOID_0110214,cleft soft palate,soft cleft palate,0.6470588235294117,0.6470588235294117,1,1,1,,http://purl.obolibrary.org/obo/DOID_0110214,paladar hendido blando,paladar hendido,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110215,Leber congenital amaurosis 5,Leber congenital amaurosis 5,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110215,amaurosis congénita de Leber 5,Amaurosis congénita de Leber 5,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110216,Leber congenital amaurosis 11,Leber congenital amaurosis 11,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110216,Amaurosis congénita de Leber 11,Amaurosis congénita de Leber 11,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110217,Leber congenital amaurosis 17,Leber congenital amaurosis 17,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110217,Amaurosis congénita de Leber 17,Amaurosis congénita de Leber 17,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110291,Leber congenital amaurosis 10,Leber congenital amaurosis 10,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110291,Amaurosis congénita de Leber 10,Amaurosis congénita de Leber 10,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110329,Leber congenital amaurosis 6,Leber congenital amaurosis 6,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110329,amaurosis congénita de Leber 6,Amaurosis congénita de Leber 6,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110330,Leber congenital amaurosis 13,Leber congenital amaurosis 13,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110330,amaurosis congénita de Leber 13,Amaurosis congénita de Leber 13,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110331,Leber congenital amaurosis 3,Leber congenital amaurosis 3,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110331,Amaurosis congénita de Leber 3,Amaurosis congénita de Leber 3,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110332,Leber congenital amaurosis 4,Leber congenital amaurosis 4,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110332,amaurosis congénita de Leber 4,Amaurosis congénita de Leber 4,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110333,Leber congenital amaurosis 7,Leber congenital amaurosis 7,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110333,Amaurosis congénita de Leber 7,Amaurosis congénita de Leber 7,exact
,,order,,4,http://purl.obolibrary.org/obo/DOID_0110632,megaconial type congenital muscular dystrophy,Congenital muscular dystrophy of megaconial type,0.25,0.25,0.946236559,0.9821892140386764,0.9,,http://purl.obolibrary.org/obo/DOID_0110632,Distrofia muscular congénita de tipo megaconial,Distrofia muscular congénita tipo megaconial,
,,conjugation|order,,2,http://purl.obolibrary.org/obo/DOID_0110633,rigid spine muscular dystrophy 1,spinal rigid muscular dystrophy 1,0.696969697,0.696969697,0.9538461538461538,0.9798930942661428,0.9473684210526316,,http://purl.obolibrary.org/obo/DOID_0110633,distrofia muscular rígida espinal 1,distrofia muscular de columna rígida 1,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110634,congenital muscular dystrophy 1B,congenital muscular dystrophy 1B,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110634,distrofia muscular congénita 1B,distrofia muscular congénita 1B,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110635,muscular dystrophy-dystroglycanopathy type B5,muscular dystrophy-dystroglycanopathy type B5,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110635,distrofia-distroglicanopatía muscular tipo B5,distrofia muscular-distroglicanopatía tipo B5,
,,order,,4,http://purl.obolibrary.org/obo/DOID_0110636,congenital merosin-deficient muscular dystrophy 1A,congenital muscular dystrophy due to merosin 1A deficiency,0.3275862068965517,0.3275862068965517,0.9074074074074074,0.9739637786780732,0.9545454545454546,,http://purl.obolibrary.org/obo/DOID_0110636,distrofia muscular congénita por déficit de merosina 1A,distrofia muscular congénita por deficiencia de merosina 1A,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110637,muscular dystrophy-dystroglycanopathy type B6,muscular dystrophy-dystroglycanopathy type B6,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110637,distrofia muscular-distroglicanopatía tipo B6,distrofia muscular-distroglicanopatía tipo B6,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110668,congenital myasthenic syndrome 10,congenital myasthenic syndrome 10,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110668,síndrome miasténico congénito 10,síndrome miasténico congénito 10,exact
,,order,,3,http://purl.obolibrary.org/obo/DOID_0110639,congenital muscular dystrophy due to integrin alpha-7 deficiency,congenital muscular dystrophy due to alpha-7 integrin deficiency,0.75,0.75,1,1,1,,http://purl.obolibrary.org/obo/DOID_0110639,distrofia muscular congénita por deficiencia de integrina alfa-7,Distrofia muscular congénita por deficiencia de integrina alfa-7.,
,TCG,added,,4,http://purl.obolibrary.org/obo/DOID_0110640,congenital muscular dystrophy due to LMNA mutation,congenital muscular dystrophy due to LMNA gene mutation,0.9090909090909092,0.9090909090909092,0.9523809523809524,0.9847319278346618,1,,http://purl.obolibrary.org/obo/DOID_0110640,distrofia muscular congénita debida a la mutación del gen LMNA,Distrofia muscular congénita por mutación LMNA,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110657,congenital myasthenic syndrome 8,congenital myasthenic syndrome 8,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110657,síndrome miasténico congénito 8,síndrome miasténico congénito 8,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110658,congenital myasthenic syndrome 15,congenital myasthenic syndrome 15,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110658,síndrome miasténico congénito 15,síndrome miasténico congénito 15,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110659,congenital myasthenic syndrome 7,congenital myasthenic syndrome 7,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110659,síndrome miasténico congénito 7,síndrome miasténico congénito 7,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110660,congenital myasthenic syndrome 12,congenital myasthenic syndrome 12,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110660,síndrome miasténico congénito 12,síndrome miasténico congénito 12,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110661,congenital myasthenic syndrome 20,congenital myasthenic syndrome 20,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110661,síndrome miasténico congénito 20,síndrome miasténico congénito 20,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110662,congenital myasthenic syndrome 1B,congenital myasthenic syndrome 1B,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110662,síndrome miasténico congénito 1B,síndrome miasténico congénito 1B,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110663,congenital myasthenic syndrome 1A,congenital myasthenic syndrome 1A,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110663,síndrome miasténico congénito 1A,síndrome miasténico congénito 1A,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110664,congenital myasthenic syndrome 3C,congenital myasthenic syndrome 3C,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110664,síndrome miasténico congénito 3C,síndrome miasténico congénito 3C,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110665,congenital myasthenic syndrome 3B,congenital myasthenic syndrome 3B,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110665,síndrome miasténico congénito 3B,síndrome miasténico congénito 3B,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110666,congenital myasthenic syndrome 3A,congenital myasthenic syndrome 3A,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110666,síndrome miasténico congénito 3A,síndrome miasténico congénito 3A,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110667,congenital myasthenic syndrome 5,congenital myasthenic syndrome 5,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110667,síndrome miasténico congénito 5,síndrome miasténico congénito 5,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110669,congenital myasthenic syndrome 14,congenital myasthenic syndrome 14,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110669,síndrome miasténico congénito 14,síndrome miasténico congénito 14,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110670,congenital myasthenic syndrome 9,congenital myasthenic syndrome 9,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110670,síndrome miasténico congénito 9,síndrome miasténico congénito 9,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110671,congenital myasthenic syndrome 6,congenital myasthenic syndrome 6,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110671,síndrome miasténico congénito 6,síndrome miasténico congénito 6,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110672,congenital myasthenic syndrome 21,congenital myasthenic syndrome 21,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110672,síndrome miasténico congénito 21,síndrome miasténico congénito 21,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0110673,congenital myasthenic syndrome 19,congenital myasthenic syndrome 19,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0110673,síndrome miasténico congénito 19,síndrome miasténico congénito 19,exact
