tsg_set,class,label,clase,etiqueta
1,DOID:0110819,hereditary spastic paraplegia 74,DOID:0110819,paraplejia espástica hereditaria 74
1,DOID:0110820,hereditary spastic paraplegia 75,DOID:0110820,paraplejia espástica hereditaria 75
1,DOID:0110821,hereditary spastic paraplegia 76,DOID:0110821,paraplejia espástica hereditaria 76
1,DOID:0110822,hereditary spastic paraplegia 77,DOID:0110822,paraplejia espástica hereditaria 77
1,DOID:0110823,hereditary spastic paraplegia 8,DOID:0110823,paraplejia espástica hereditaria 8
1,DOID:0110824,hereditary spastic paraplegia 9A,DOID:0110824,paraplejia espástica hereditaria 9A
1,DOID:0110825,hereditary spastic paraplegia 9B,DOID:0110825,paraplejia espástica hereditaria 9B
1,DOID:0110826,Usher syndrome type 1,DOID:0110826,síndrome de Usher tipo 1
1,DOID:0110827,Usher syndrome type 2,DOID:0110827,síndrome de Usher tipo 2
1,DOID:0110828,Usher syndrome type 3,DOID:0110828,síndrome de Usher tipo 3
1,DOID:0110829,retinitis pigmentosa-deafness syndrome,DOID:0110829,síndrome de retinosis pigmentaria-sordera
1,DOID:0110830,Usher syndrome type 1C,DOID:0110830,síndrome de Usher tipo 1C
1,DOID:0110831,Usher syndrome type 1D,DOID:0110831,síndrome de Usher tipo 1D
1,DOID:0110832,Usher syndrome type 1F,DOID:0110832,síndrome de Usher tipo 1F
1,DOID:0110833,Usher syndrome type 1E,DOID:0110833,síndrome de Usher tipo 1E
1,DOID:0110834,Usher syndrome type 1G,DOID:0110834,síndrome de Usher tipo 1G
1,DOID:0110835,Usher syndrome type 1H,DOID:0110835,síndrome de Usher tipo 1H
1,DOID:0110836,Usher syndrome type 1J,DOID:0110836,síndrome de Usher tipo 1J
1,DOID:0110837,Usher syndrome type 1K,DOID:0110837,síndrome de Usher tipo 1K
1,DOID:0110838,Usher syndrome type 2A,DOID:0110838,síndrome de Usher tipo 2A
1,DOID:0110839,Usher syndrome type 2C,DOID:0110839,síndrome de Usher tipo 2C
1,DOID:0110840,Usher syndrome type 2D,DOID:0110840,síndrome de Usher tipo 2D
1,DOID:0110841,Usher syndrome type 3A,DOID:0110841,síndrome de Usher tipo 3A
1,DOID:0110842,Usher syndrome type 3B,DOID:0110842,síndrome de Usher tipo 3B
1,DOID:0110843,xeroderma pigmentosum group A,DOID:0110843,xeroderma pigmentoso grupo A
1,DOID:0110844,xeroderma pigmentosum group C,DOID:0110844,xeroderma pigmentoso grupo C
1,DOID:0110845,xeroderma pigmentosum group D,DOID:0110845,xeroderma pigmentoso grupo D
1,DOID:0110846,xeroderma pigmentosum group E,DOID:0110846,xeroderma pigmentoso grupo E
1,DOID:0110847,xeroderma pigmentosum variant type,DOID:0110847,xeroderma pigmentoso tipo variante
1,DOID:0110848,xeroderma pigmentosum group F,DOID:0110848,xeroderma pigmentoso grupo F
1,DOID:0110849,xeroderma pigmentosum group G,DOID:0110849,xeroderma pigmentoso grupo G
1,DOID:0110850,xeroderma pigmentosum group B,DOID:0110850,xeroderma pigmentoso grupo B
1,DOID:0110851,rhizomelic chondrodysplasia punctata type 1,DOID:0110851,condrodisplasia punctata rizomélica tipo 1
1,DOID:0110852,rhizomelic chondrodysplasia punctata type 2,DOID:0110852,condrodisplasia punctata rizomélica tipo 2
1,DOID:0110853,rhizomelic chondrodysplasia punctata type 3,DOID:0110853,condrodisplasia punctata rizomélica tipo 3
1,DOID:0110854,rhizomelic chondrodysplasia punctata type 5,DOID:0110854,condrodisplasia punctata rizomélica tipo 5
1,DOID:0110855,posterior polymorphous corneal dystrophy 1,DOID:0110855,distrofia corneal polimorfa posterior 1
1,DOID:0110856,posterior polymorphous corneal dystrophy 2,DOID:0110856,distrofia corneal polimorfa posterior 2
1,DOID:0110857,posterior polymorphous corneal dystrophy 3,DOID:0110857,distrofia corneal polimorfa posterior 3
1,DOID:0110858,polycystic kidney disease 1,DOID:0110858,enfermedad renal poliquística 1
1,DOID:0110859,polycystic kidney disease 2,DOID:0110859,poliquistosis renal 2
1,DOID:0110860,polycystic kidney disease 3,DOID:0110860,enfermedad renal poliquística 3
NA,DOID:0110861,autosomal recessive polycystic kidney disease,DOID:0110861,NA
1,DOID:0110882,inflammatory bowel disease 7,DOID:0110882,enfermedad inflamatoria intestinal 7
1,DOID:0110883,inflammatory bowel disease 17,DOID:0110883,enfermedad inflamatoria intestinal 17
1,DOID:0110884,inflammatory bowel disease 23,DOID:0110884,enfermedad inflamatoria intestinal 23
1,DOID:0110885,inflammatory bowel disease 10,DOID:0110885,enfermedad inflamatoria intestinal 10
1,DOID:0110886,inflammatory bowel disease 9,DOID:0110886,enfermedad inflamatoria intestinal 9
1,DOID:0110887,inflammatory bowel disease 12,DOID:0110887,enfermedad inflamatoria intestinal 12
1,DOID:0110888,inflammatory bowel disease 18,DOID:0110888,enfermedad inflamatoria intestinal 18
1,DOID:0110889,inflammatory bowel disease 5,DOID:0110889,enfermedad inflamatoria intestinal 5
1,DOID:0110890,inflammatory bowel disease 19,DOID:0110890,enfermedad inflamatoria intestinal 19
1,DOID:0110891,inflammatory bowel disease 3,DOID:0110891,La enfermedad inflamatoria intestinal 3
1,DOID:0110892,inflammatory bowel disease 1,DOID:0110892,enfermedad inflamatoria intestinal 1
1,DOID:0110893,inflammatory bowel disease 13,DOID:0110893,enfermedad inflamatoria intestinal 13
1,DOID:0110894,inflammatory bowel disease 11,DOID:0110894,enfermedad inflamatoria intestinal 11
1,DOID:0110895,inflammatory bowel disease 14,DOID:0110895,enfermedad inflamatoria intestinal 14
1,DOID:0110896,inflammatory bowel disease 16,DOID:0110896,enfermedad inflamatoria intestinal 16
1,DOID:0110897,inflammatory bowel disease 15,DOID:0110897,enfermedad inflamatoria intestinal 15
1,DOID:0110898,inflammatory bowel disease 20,DOID:0110898,enfermedad inflamatoria intestinal 20
1,DOID:0110899,inflammatory bowel disease 28,DOID:0110899,enfermedad inflamatoria intestinal 28
1,DOID:0110900,inflammatory bowel disease 2,DOID:0110900,enfermedad inflamatoria intestinal 2
1,DOID:0110901,inflammatory bowel disease 26,DOID:0110901,enfermedad inflamatoria intestinal 26
1,DOID:0110902,inflammatory bowel disease 27,DOID:0110902,enfermedad inflamatoria intestinal 27
1,DOID:0110903,inflammatory bowel disease 4,DOID:0110903,enfermedad inflamatoria intestinal 4
1,DOID:0110904,inflammatory bowel disease 8,DOID:0110904,enfermedad inflamatoria intestinal 8
1,DOID:0110905,inflammatory bowel disease 22,DOID:0110905,enfermedad inflamatoria intestinal 22
1,DOID:0110906,inflammatory bowel disease 21,DOID:0110906,enfermedad inflamatoria intestinal 21
1,DOID:0110907,inflammatory bowel disease 6,DOID:0110907,enfermedad inflamatoria intestinal 6
1,DOID:0110908,inflammatory bowel disease 24,DOID:0110908,enfermedad inflamatoria intestinal 24
1,DOID:0110909,inflammatory bowel disease 25,DOID:0110909,enfermedad inflamatoria intestinal 25
1,DOID:0110910,leukocyte adhesion deficiency 1,DOID:0110910,deficiencia de adhesión leucocitaria 1
1,DOID:0110912,leukocyte adhesion deficiency 3,DOID:0110912,deficiencia de adhesión leucocitaria 3
1,DOID:0110913,adult hypophosphatasia,DOID:0110913,hipofosfatasia del adulto
1,DOID:0110914,infantile hypophosphatasia,DOID:0110914,hipofosfatasia infantil
1,DOID:0110915,childhood hypophosphatasia,DOID:0110915,hipofosfatasia infantil
1,DOID:0110921,familial hemophagocytic lymphohistiocytosis 1,DOID:0110921,linfohistiocitosis hemofagocítica familiar 1
1,DOID:0110922,familial hemophagocytic lymphohistiocytosis 2,DOID:0110922,linfohistiocitosis hemofagocítica familiar 2
1,DOID:0110923,familial hemophagocytic lymphohistiocytosis 3,DOID:0110923,linfohistiocitosis hemofagocítica familiar 3
1,DOID:0110924,familial hemophagocytic lymphohistiocytosis 4,DOID:0110924,linfohistiocitosis hemofagocítica familiar 4
1,DOID:0110925,familial hemophagocytic lymphohistiocytosis 5,DOID:0110925,linfohistiocitosis hemofagocítica familiar 5
1,DOID:0110926,nemaline myopathy 1,DOID:0110926,miopatía nemalínica 1
1,DOID:0110927,nemaline myopathy 3,DOID:0110927,miopatía nemalínica 3
1,DOID:0110928,nemaline myopathy 2,DOID:0110928,miopatía nemalínica 2
1,DOID:0110929,nemaline myopathy 9,DOID:0110929,miopatía nemalínica 9
1,DOID:0110930,nemaline myopathy 8,DOID:0110930,miopatía nemalínica 8
1,DOID:0110931,nemaline myopathy 10,DOID:0110931,miopatía nemalínica 10
1,DOID:0110932,nemaline myopathy 4,DOID:0110932,miopatía nemalínica 4
1,DOID:0110933,nemaline myopathy 11,DOID:0110933,miopatía nemalínica 11
1,DOID:0110934,nemaline myopathy 7,DOID:0110934,miopatía nemalínica 7
1,DOID:0110935,nemaline myopathy 6,DOID:0110935,miopatía nemalínica 6
1,DOID:0110936,nemaline myopathy 5A,DOID:0110936,miopatía nemalínica 5A
1,DOID:0110937,autosomal dominant osteopetrosis 1,DOID:0110937,osteopetrosis 1 autosómica dominante
1,DOID:0110938,autosomal dominant osteopetrosis 2,DOID:0110938,osteopetrosis autosómica dominante 2
1,DOID:0110939,autosomal recessive osteopetrosis 5,DOID:0110939,osteopetrosis 5 autosómica recesiva
1,DOID:0110940,autosomal recessive osteopetrosis 8,DOID:0110940,osteopetrosis autosómica recesiva 8
1,DOID:0110941,autosomal recessive osteopetrosis 3,DOID:0110941,osteopetrosis autosómica recesiva 3
1,DOID:0110942,autosomal recessive osteopetrosis 1,DOID:0110942,osteopetrosis autosómica recesiva 1
1,DOID:0110943,autosomal recessive osteopetrosis 2,DOID:0110943,osteopetrosis autosómica recesiva 2
1,DOID:0110944,autosomal recessive osteopetrosis 4,DOID:0110944,osteopetrosis autosómica recesiva 4
1,DOID:0110945,autosomal recessive osteopetrosis 6,DOID:0110945,osteopetrosis 6 autosómica recesiva
1,DOID:0110946,autosomal recessive osteopetrosis 7,DOID:0110946,osteopetrosis autosómica recesiva 7
1,DOID:0110947,Waardenburg syndrome type 2B,DOID:0110947,síndrome de Waardenburg tipo 2B
1,DOID:0110948,Waardenburg syndrome type 1,DOID:0110948,síndrome de Waardenburg tipo 1
1,DOID:0110949,Waardenburg syndrome type 3,DOID:0110949,síndrome de Waardenburg tipo 3
1,DOID:0110950,Waardenburg syndrome type 2A,DOID:0110950,síndrome de Waardenburg tipo 2A
1,DOID:0110951,Waardenburg syndrome type 2C,DOID:0110951,síndrome de Waardenburg tipo 2C
1,DOID:0110953,Waardenburg syndrome type 4A,DOID:0110953,síndrome de Waardenburg tipo 4A
1,DOID:0110954,Waardenburg syndrome type 4B,DOID:0110954,síndrome de Waardenburg tipo 4B
1,DOID:0110955,Waardenburg syndrome type 4C,DOID:0110955,síndrome de Waardenburg tipo 4C
1,DOID:0110956,Waardenburg syndrome type 2E,DOID:0110956,síndrome de Waardenburg tipo 2E
1,DOID:0110957,Gaucher's disease type I,DOID:0110957,enfermedad de Gaucher tipo I
1,DOID:0110958,Gaucher's disease type II,DOID:0110958,enfermedad de Gaucher tipo II
1,DOID:0110959,Gaucher's disease type III,DOID:0110959,enfermedad de Gaucher tipo III
1,DOID:0110960,Gaucher's disease perinatal lethal,DOID:0110960,enfermedad de Gaucher letal perinatal
1,DOID:0110961,atypical Gaucher's disease due to saposin c deficiency,DOID:0110961,enfermedad de Gaucher atípica por deficiencia de saposina c
1,DOID:0110962,brachydactyly-preaxial hallux varus syndrome,DOID:0110962,braquidactilia-síndrome de hallux varus preaxial
1,DOID:0110963,Ballard syndrome,DOID:0110963,síndrome de Ballard
1,DOID:0110964,brachydactyly type A1,DOID:0110964,braquidactilia tipo A1
1,DOID:0110965,brachydactyly type A2,DOID:0110965,braquidactilia tipo A2
1,DOID:0110966,brachydactyly type A3,DOID:0110966,braquidactilia tipo A3
1,DOID:0110967,brachydactyly type A4,DOID:0110967,braquidactilia tipo A4
1,DOID:0110968,brachydactyly type A6,DOID:0110968,braquidactilia tipo A6
1,DOID:0110969,brachydactyly type B1,DOID:0110969,braquidactilia tipo B1
1,DOID:0110970,brachydactyly type C,DOID:0110970,braquidactilia tipo C
1,DOID:0110971,brachydactyly type D,DOID:0110971,braquidactilia tipo D
1,DOID:0110972,brachydactyly type E1,DOID:0110972,braquidactilia tipo E1
1,DOID:0110973,Mononen-Karnes-Senac syndrome,DOID:0110973,síndrome de Mononen-Karnes-Senac
1,DOID:0110974,brachydactyly type A1B,DOID:0110974,braquidactilia tipo A1B
1,DOID:0110975,brachydactyly type B2,DOID:0110975,braquidactilia tipo B2
1,DOID:0110976,brachydactyly type E2,DOID:0110976,braquidactilia tipo E2
1,DOID:0110977,brachydactyly type A1C,DOID:0110977,braquidactilia tipo A1C
1,DOID:0110978,brachydactyly type A1D,DOID:0110978,braquidactilia tipo A1D
1,DOID:0110979,Sugarman brachydactyly,DOID:0110979,Braquidactilia de Sugarman
1,DOID:0110980,Joubert syndrome 1,DOID:0110980,síndrome de Joubert 1
1,DOID:0110981,Joubert syndrome 10,DOID:0110981,síndrome de Joubert 10
1,DOID:0110982,Joubert syndrome 13,DOID:0110982,síndrome de Joubert 13
1,DOID:0110983,Joubert syndrome 14,DOID:0110983,síndrome de Joubert 14
1,DOID:0110984,Joubert syndrome 15,DOID:0110984,síndrome de Joubert 15
1,DOID:0110985,Joubert syndrome 16,DOID:0110985,síndrome de Joubert 16
1,DOID:0110986,Joubert syndrome 17,DOID:0110986,síndrome de Joubert 17
1,DOID:0110987,Joubert syndrome 18,DOID:0110987,síndrome de Joubert 18
1,DOID:0110988,Joubert syndrome 2,DOID:0110988,síndrome de Joubert 2
1,DOID:0110989,Joubert syndrome 20,DOID:0110989,síndrome de Joubert 20
1,DOID:0110990,Joubert syndrome 21,DOID:0110990,síndrome de Joubert 21
1,DOID:0110991,Joubert syndrome 22,DOID:0110991,síndrome de Joubert 22
1,DOID:0110992,Joubert syndrome 23,DOID:0110992,síndrome de Joubert 23
1,DOID:0110993,Joubert syndrome 24,DOID:0110993,síndrome de Joubert 24
1,DOID:0110994,Joubert syndrome 25,DOID:0110994,síndrome de Joubert 25
1,DOID:0110995,Joubert syndrome 26,DOID:0110995,síndrome de Joubert 26
1,DOID:0110996,Joubert syndrome 27,DOID:0110996,síndrome de Joubert 27
1,DOID:0110997,Joubert syndrome 28,DOID:0110997,síndrome de Joubert 28
1,DOID:0110998,Joubert syndrome 3,DOID:0110998,síndrome de Joubert 3
1,DOID:0110999,Joubert syndrome 4,DOID:0110999,síndrome de Joubert 4
1,DOID:0111000,Joubert syndrome 5,DOID:0111000,síndrome de Joubert 5
1,DOID:0111001,Joubert syndrome 6,DOID:0111001,síndrome de Joubert 6
1,DOID:0111002,Joubert syndrome 7,DOID:0111002,síndrome de Joubert 7
1,DOID:0111003,Joubert syndrome 8,DOID:0111003,síndrome de Joubert 8
1,DOID:0111004,Joubert syndrome 9,DOID:0111004,síndrome de Joubert 9
1,DOID:0111005,cone-rod dystrophy 2,DOID:0111005,distrofia de conos y bastones 2
1,DOID:0111006,X-linked cone-rod dystrophy 2,DOID:0111006,distrofia de conos y bastones 2 ligada al X
1,DOID:0111007,X-linked cone-rod dystrophy 3,DOID:0111007,distrofia de conos y bastones 3 ligada al X
1,DOID:0111008,X-linked cone-rod dystrophy 1,DOID:0111008,distrofia de conos y bastones 1 ligada al X
1,DOID:0111009,cone-rod dystrophy 1,DOID:0111009,distrofia de conos y bastones 1
1,DOID:0111010,cone-rod dystrophy 5,DOID:0111010,distrofia de conos y bastones 5
1,DOID:0111011,cone-rod dystrophy 6,DOID:0111011,distrofia de conos y bastones 6
1,DOID:0111012,cone-rod dystrophy 7,DOID:0111012,distrofia de conos y bastones 7
1,DOID:0111013,cone-rod dystrophy 3,DOID:0111013,distrofia de conos y bastones 3
1,DOID:0111014,cone-rod dystrophy 8,DOID:0111014,distrofia de conos y bastones 8
1,DOID:0111015,Newfoundland cone-rod dystrophy,DOID:0111015,distrofia de bastones cónicos de Terranova
1,DOID:0111016,cone-rod dystrophy 13,DOID:0111016,distrofia de conos de varilla 13
1,DOID:0111017,cone-rod dystrophy 10,DOID:0111017,distrofia de conos y bastones 10
1,DOID:0111018,cone-rod dystrophy 11,DOID:0111018,distrofia de conos y bastones 11
1,DOID:0111019,cone-rod dystrophy 12,DOID:0111019,distrofia de conos y bastones 12
1,DOID:0111020,cone-rod dystrophy 9,DOID:0111020,distrofia de conos y bastones 9
1,DOID:0111021,cone-rod dystrophy 15,DOID:0111021,distrofia de conos de varilla 15
1,DOID:0111022,cone-rod dystrophy 16,DOID:0111022,distrofia de conos y bastones 16
1,DOID:0111023,cone-rod dystrophy 17,DOID:0111023,distrofia de conos y bastones 17
1,DOID:0111024,cone-rod dystrophy 18,DOID:0111024,distrofia de conos y bastones 18
1,DOID:0111025,cone-rod dystrophy 19,DOID:0111025,distrofia de conos y bastones 19
1,DOID:0111026,cone-rod dystrophy 20,DOID:0111026,distrofia de conos y bastones 20
1,DOID:0111027,hemochromatosis type 2A,DOID:0111027,hemocromatosis tipo 2A
1,DOID:0111028,hemochromatosis type 4,DOID:0111028,hemocromatosis tipo 4
1,DOID:0111029,hemochromatosis type 1,DOID:0111029,hemocromatosis tipo 1
1,DOID:0111030,hemochromatosis type 3,DOID:0111030,hemocromatosis tipo 3
1,DOID:0111031,hemochromatosis type 5,DOID:0111031,hemocromatosis tipo 5
1,DOID:0111032,hemochromatosis type 2B,DOID:0111032,hemocromatosis tipo 2B
1,DOID:0111033,African iron overload,DOID:0111033,sobrecarga de hierro africana
1,DOID:0111034,hemochromatosis type 2,DOID:0111034,hemocromatosis tipo 2
1,DOID:0111035,CADASIL 1,DOID:0111035,CADASIL 1
1,DOID:0111036,CADASIL 2,DOID:0111036,CADASIL 2
1,DOID:0111037,glycine N-methyltransferase deficiency,DOID:0111037,deficiencia de glicina N-metiltransferasa
1,DOID:0111038,hypermethioninemia due to adenosine kinase deficiency,DOID:0111038,hipermetioninemia por deficiencia de adenosina cinasa
1,DOID:0111039,hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase,DOID:0111039,hipermetioninemia con deficiencia de S-adenosilhomocisteína hidrolasa
1,DOID:0111040,glycogen storage disease IXd,DOID:0111040,enfermedad por almacenamiento de glucógeno IXd
1,DOID:0111041,glycogen storage disease IXb,DOID:0111041,enfermedad por almacenamiento de glucógeno IXb
1,DOID:0111042,glycogen storage disease IXa,DOID:0111042,enfermedad por almacenamiento de glucógeno IXa
1,DOID:0111043,glycogen storage disease IXc,DOID:0111043,enfermedad por almacenamiento de glucógeno IXc
1,DOID:0111044,gray platelet syndrome,DOID:0111044,síndrome de la plaqueta gris
1,DOID:0111045,platelet-type bleeding disorder 9,DOID:0111045,trastorno hemorrágico de tipo plaquetario 9
1,DOID:0111046,platelet-type bleeding disorder 10,DOID:0111046,trastorno hemorrágico de tipo plaquetario 10
1,DOID:0111047,platelet-type bleeding disorder 14,DOID:0111047,trastorno hemorrágico de tipo plaquetario 14
1,DOID:0111048,platelet-type bleeding disorder 19,DOID:0111048,trastorno hemorrágico de tipo plaquetario 19
1,DOID:0111049,platelet-type bleeding disorder 17,DOID:0111049,trastorno hemorrágico de tipo plaquetario 17
1,DOID:0111050,Quebec platelet disorder,DOID:0111050,trastorno plaquetario de Quebec
1,DOID:0111051,platelet-type bleeding disorder 18,DOID:0111051,trastorno hemorrágico de tipo plaquetario 18
1,DOID:0111052,Scott syndrome,DOID:0111052,síndrome de Scott
1,DOID:0111053,platelet-type bleeding disorder 15,DOID:0111053,trastorno hemorrágico de tipo plaquetario 15
1,DOID:0111054,von Willebrand's disease 3,DOID:0111054,enfermedad de von Willebrand 3
1,DOID:0111055,platelet-type bleeding disorder 20,DOID:0111055,trastorno hemorrágico de tipo plaquetario 20
1,DOID:0111056,platelet-type bleeding disorder 3,DOID:0111056,trastorno hemorrágico de tipo plaquetario 3
1,DOID:0111057,platelet-type bleeding disorder 11,DOID:0111057,trastorno hemorrágico de tipo plaquetario 11
1,DOID:0111058,platelet-type bleeding disorder 12,DOID:0111058,trastorno hemorrágico de tipo plaquetario 12
1,DOID:0111059,Bernard-Soulier syndrome type A2,DOID:0111059,síndrome de Bernard-Soulier tipo A2
1,DOID:0111060,Ambras type hypertrichosis universalis congenita,DOID:0111060,hipertricosis universalis congénita tipo Ambras
1,DOID:0111061,familial hypobetalipoproteinemia 2,DOID:0111061,hipobetalipoproteinemia familiar 2
1,DOID:0111062,familial hypobetalipoproteinemia 1,DOID:0111062,hipobetalipoproteinemia familiar 1
1,DOID:0111063,hyperphosphatemic familial tumoral calcinosis,DOID:0111063,calcinosis tumoral familiar hiperfosfatémica
1,DOID:0111064,autosomal recessive distal hereditary motor neuronopathy 1,DOID:0111064,neuronopatía motora hereditaria distal autosómica recesiva 1
1,DOID:0111065,autosomal recessive distal hereditary motor neuronopathy 2,DOID:0111065,neuronopatía motora hereditaria distal autosómica recesiva 2
1,DOID:0111072,myostatin-related muscle hypertrophy,DOID:0111072,hipertrofia muscular relacionada con la miostatina
1,DOID:0111073,progressive familial heart block,DOID:0111073,bloqueo cardiaco familiar progresivo
1,DOID:0111074,progressive familial heart block type IA,DOID:0111074,bloqueo cardiaco familiar progresivo tipo IA
1,DOID:0111075,progressive familial heart block type II,DOID:0111075,bloqueo cardiaco familiar progresivo tipo II
1,DOID:0111076,progressive familial heart block type IB,DOID:0111076,bloqueo cardiaco familiar progresivo tipo IB
1,DOID:0111078,tibial muscular dystrophy,DOID:0111078,distrofia muscular tibial
1,DOID:0111079,birdshot chorioretinopathy,DOID:0111079,coriorretinopatía en perdigonada
1,DOID:0111099,maturity-onset diabetes of the young type 1,DOID:0111099,diabetes de inicio en la madurez del joven tipo 1
1,DOID:0111100,maturity-onset diabetes of the young type 2,DOID:0111100,diabetes juvenil de inicio en la madurez de tipo 2
1,DOID:0111101,maturity-onset diabetes of the young type 5,DOID:0111101,diabetes de inicio en la madurez del joven tipo 5
1,DOID:0111102,maturity-onset diabetes of the young type 3,DOID:0111102,diabetes de aparición en la madurez de los jóvenes tipo 3
1,DOID:0111103,maturity-onset diabetes of the young type 4,DOID:0111103,diabetes juvenil de inicio en la madurez de tipo 4
1,DOID:0111104,maturity-onset diabetes of the young type 6,DOID:0111104,diabetes juvenil de inicio en la madurez de tipo 6
1,DOID:0111105,maturity-onset diabetes of the young type 8,DOID:0111105,diabetes juvenil de inicio en la madurez de tipo 8
1,DOID:0111106,maturity-onset diabetes of the young type 7,DOID:0111106,diabetes juvenil de inicio en la madurez de tipo 7
1,DOID:0111107,maturity-onset diabetes of the young type 9,DOID:0111107,diabetes juvenil de inicio con la madurez de tipo 9
1,DOID:0111108,maturity-onset diabetes of the young type 10,DOID:0111108,diabetes juvenil de inicio en la madurez tipo 10
1,DOID:0111109,maturity-onset diabetes of the young type 11,DOID:0111109,diabetes juvenil de inicio con la madurez de tipo 11
1,DOID:0111110,maturity-onset diabetes of the young type 13,DOID:0111110,diabetes juvenil de inicio con la madurez de tipo 13
1,DOID:0111111,maturity-onset diabetes of the young type 14,DOID:0111111,diabetes juvenil de inicio con la madurez tipo 14
1,DOID:0111112,nephronophthisis 1,DOID:0111112,nefronoptisis 1
1,DOID:0111113,nephronophthisis 2,DOID:0111113,nefronoptisis 2
1,DOID:0111114,nephronophthisis 3,DOID:0111114,nefronophthisis 3
1,DOID:0111115,nephronophthisis 4,DOID:0111115,nefronoptisis 4
1,DOID:0111116,nephronophthisis 7,DOID:0111116,nefronoptisis 7
1,DOID:0111117,nephronophthisis-like nephropathy 1,DOID:0111117,nefropatía similar a la nefronoptisis 1
1,DOID:0111118,nephronophthisis 11,DOID:0111118,nefronoptisis 11
1,DOID:0111119,nephronophthisis 12,DOID:0111119,nefronophthisis 12
1,DOID:0111120,nephronophthisis 9,DOID:0111120,nefronophthisis 9
1,DOID:0111121,nephronophthisis 13,DOID:0111121,nefronoptisis 13
1,DOID:0111122,nephronophthisis 14,DOID:0111122,nefronophthisis 14
1,DOID:0111123,nephronophthisis 15,DOID:0111123,nefronophthisis 15
1,DOID:0111124,nephronophthisis 16,DOID:0111124,nefronophthisis 16
1,DOID:0111125,nephronophthisis 18,DOID:0111125,nefronoptisis 18
1,DOID:0111126,nephronophthisis 19,DOID:0111126,nefronophthisis 19
1,DOID:0111127,nephronophthisis 20,DOID:0111127,nefronoptisis 20
1,DOID:0111128,focal segmental glomerulosclerosis 1,DOID:0111128,glomeruloesclerosis segmentaria focal 1
1,DOID:0111129,focal segmental glomerulosclerosis 2,DOID:0111129,glomeruloesclerosis segmentaria focal 2
1,DOID:0111130,focal segmental glomerulosclerosis 5,DOID:0111130,glomeruloesclerosis segmentaria focal 5
1,DOID:0111131,focal segmental glomerulosclerosis 6,DOID:0111131,glomeruloesclerosis segmentaria focal 6
1,DOID:0111132,focal segmental glomerulosclerosis 7,DOID:0111132,glomeruloesclerosis segmentaria focal 7
1,DOID:0111133,focal segmental glomerulosclerosis 8,DOID:0111133,glomeruloesclerosis segmentaria focal 8
1,DOID:0111134,focal segmental glomerulosclerosis 9,DOID:0111134,glomeruloesclerosis segmentaria focal 9
1,DOID:0111139,mitochondrial complex III deficiency,DOID:0111139,deficiencia del complejo mitocondrial III
1,DOID:0111140,IGSF1 deficiency syndrome,DOID:0111140,síndrome de deficiencia de IGSF1
1,DOID:0111141,delayed sleep phase syndrome,DOID:0111141,síndrome de la fase retrasada del sueño
1,DOID:0111142,oligomeganephronia,DOID:0111142,oligomeganefronía
1,DOID:0111143,mitochondrial complex V (ATP synthase) deficiency,DOID:0111143,deficiencia del complejo mitocondrial V (ATP sintasa)
1,DOID:0111144,preterm premature rupture of the membranes,DOID:0111144,rotura prematura de membranas pretérmino
1,DOID:0111145,ureteropelvic junction obstruction,DOID:0111145,obstrucción de la unión ureteropélvica
1,DOID:0111146,acquired von Willebrand syndrome,DOID:0111146,síndrome de von Willebrand adquirido
1,DOID:0111147,angioimmunoblastic T-cell lymphoma,DOID:0111147,linfoma angioinmunoblástico de células T
1,DOID:0111148,isolated ectopia lentis,DOID:0111148,ectopia lentis aislada
1,DOID:0111149,autosomal recessive isolated ectopia lentis 2,DOID:0111149,ectopia lentis aislada autosómica recesiva 2
1,DOID:0111150,autosomal dominant isolated ectopia lentis 1,DOID:0111150,ectopia lentis aislada autosómica dominante 1
1,DOID:0111151,Prinzmetal angina,DOID:0111151,angina de Prinzmetal
1,DOID:0111152,multicentric Castleman disease,DOID:0111152,enfermedad de Castleman multicéntrica
1,DOID:0111154,postural orthostatic tachycardia syndrome,DOID:0111154,síndrome de taquicardia ortostática postural
1,DOID:0111155,autosomal recessive spinocerebellar ataxia 21,DOID:0111155,ataxia espinocerebelosa autosómica recesiva 21
1,DOID:0111156,spermatogenic failure 9,DOID:0111156,fallo espermatogénico 9
1,DOID:0111157,Castleman disease,DOID:0111157,enfermedad de Castleman
1,DOID:0111158,SADDAN,DOID:0111158,SADDAN
1,DOID:0111159,partial trisomy distal 4q,DOID:0111159,trisomía parcial distal 4q
1,DOID:0111160,camptodactyly-tall stature-scoliosis-hearing loss syndrome,DOID:0111160,síndrome de camptodactilia-talla alta-escoliosis-pérdida auditiva
1,DOID:0111161,Crouzon syndrome-acanthosis nigricans syndrome,DOID:0111161,síndrome de Crouzon-síndrome de acantosis nigricans
1,DOID:0111162,epidermal nevus,DOID:0111162,nevus epidérmico
1,DOID:0111163,molybdenum cofactor deficiency type B,DOID:0111163,deficiencia del cofactor de molibdeno tipo B
1,DOID:0111164,molybdenum cofactor deficiency type A,DOID:0111164,deficiencia del cofactor de molibdeno tipo A
1,DOID:0111165,molybdenum cofactor deficiency,DOID:0111165,deficiencia del cofactor molibdeno
1,DOID:0111166,molybdenum cofactor deficiency type C,DOID:0111166,deficiencia de cofactor de molibdeno tipo C
