class,synonym,clase,sinónimo
DOID:0111519,mitochondrial DNA deletion syndrome with limb-girdle weakness,DOID:0111519,Síndrome de deleción del ADN mitocondrial con debilidad de la cintura y las extremidades
DOID:0111519,mitochondrial DNA deletion syndrome with progressive myopathy,DOID:0111519,Síndrome de deleción del ADN mitocondrial con miopatía progresiva
DOID:0111519,mtDNA deletion syndrome with limb-girdle weakness,DOID:0111519,Síndrome de deleción del ADNmt con debilidad de la cintura y las extremidades
DOID:0111519,mtDNA deletion syndrome with progressive myopathy,DOID:0111519,Síndrome de deleción del ADNmt con miopatía progresiva
DOID:0111520,PEOA3,DOID:0111520,PEOA3
DOID:0111520,autosomal dominant progressive external ophthalmoplegia 3,DOID:0111520,Oftalmoplejía externa progresiva autosómica dominante 3
DOID:0111521,PEOA1,DOID:0111521,PEOA1
DOID:0111522,PEOB1,DOID:0111522,PEOB1
DOID:0111523,PEOB3,DOID:0111523,PEOB3
DOID:0111523,autosomal recessive progressive external ophthalmoplegia 3,DOID:0111523,Oftalmoplejía externa progresiva autosómica recesiva 3
DOID:0111524,PEOB5,DOID:0111524,PEOB5
DOID:0111524,autosomal recessive progressive external ophthalmoplegia 5,DOID:0111524,Oftalmoplejía externa progresiva autosómica recesiva 5
DOID:0111525,PEOA4,DOID:0111525,PEOA4
DOID:0111525,autosomal dominant progressive external ophthalmoplegia 4,DOID:0111525,Oftalmoplejía externa progresiva autosómica dominante 4
DOID:0111526,Mullerian duct failure and hyperandrogenism,DOID:0111526,Insuficiencia del conducto de Müller e hiperandrogenismo
DOID:0111526,WNT4 deficiency,DOID:0111526,Deficiencia de WNT4
DOID:1923,sex development disorder,DOID:1923,Trastorno del desarrollo sexual
DOID:1923,sex differentiation disease,DOID:1923,Enfermedad de diferenciación sexual
DOID:0111527,Jankovic-Rivera syndrome,DOID:0111527,Síndrome de Jankovic-Rivera
DOID:0111527,SMA-PME,DOID:0111527,SMA-PME
DOID:0111527,SMAPME,DOID:0111527,SMAPME
DOID:0111527,hereditary myoclonus-progressive distal muscular atrophy syndrome,DOID:0111527,Síndrome de mioclono hereditario-atrofia muscular distal progresiva
DOID:0111528,NFJ syndrome,DOID:0111528,Síndrome NFJ
DOID:0111528,Naegeli syndrome,DOID:0111528,Síndrome de Naegeli
DOID:0111529,CMC,DOID:0111529,CMC
DOID:0111529,congenital capillary malformations,DOID:0111529,Malformaciones capilares congénitas
DOID:0111529,familial multiple port-wine stains,DOID:0111529,Múltiples manchas familiares en vino de Oporto
DOID:1271,disease of capillaries,DOID:1271,Enfermedad de los capilares
DOID:0111530,JNP,DOID:0111530,JNP
DOID:0111530,Jadassohn nevus phakomatosis,DOID:0111530,Facomatosis del nevo de Jadassohn
DOID:0111530,SFM syndrome,DOID:0111530,Síndrome de SFM
DOID:0111530,Schimmelpenning Feuerstein Mims syndrome,DOID:0111530,Síndrome de Schimmelpenning-Feuerstein-Mims
DOID:0111530,Schimmelpenning syndrome,DOID:0111530,Síndrome de Schimmelpenning
DOID:0111530,Solomon syndrome,DOID:0111530,Síndrome de Salomón
DOID:0111530,nevus sebaceus of Jadassohn,DOID:0111530,Nevo sebáceo de Jadassohn
DOID:0111530,nevus sebaceus syndrome,DOID:0111530,Síndrome del nevo sebáceo
DOID:0111530,organoid nevus phakomatosis,DOID:0111530,Facomatosis del nevo organoide
DOID:0111530,organoid nevus syndrome,DOID:0111530,Síndrome del nevo organoide
DOID:0111531,ONH,DOID:0111531,ONH
DOID:0111531,familial bilateral optic nerve hypoplasia,DOID:0111531,Hipoplasia familiar bilateral del nervio óptico
DOID:0111531,isolated optic nerve hypoplasia/aplasia,DOID:0111531,Hipoplasia/aplasia aislada del nervio óptico
DOID:1891,disorder of the second nerve,DOID:1891,Trastorno del segundo nervio
DOID:1891,optic nerve disorder,DOID:1891,Trastorno del nervio óptico
DOID:1891,optic neuropathy,DOID:1891,Neuropatía óptica
DOID:0111532,Fairbank-Keats syndrome,DOID:0111532,Síndrome de Fairbank-Keats
DOID:0111532,OGD,DOID:0111532,OGD
DOID:0111532,osteoglophonic dwarfism,DOID:0111532,Enanismo osteoglofónico
DOID:0111533,GDD,DOID:0111533,GDD
DOID:0111533,Levin syndrome 2,DOID:0111533,Síndrome de Levin 2
DOID:0111533,gnathodiaphyseal sclerosis,DOID:0111533,Esclerosis gnatodiafisaria
DOID:0111533,osteogenesis imperfecta with unusual skeletal lesions,DOID:0111533,Osteogénesis imperfecta con lesiones esqueléticas inusuales
DOID:0111533,"osteogenesis imperfecta, Levin type",DOID:0111533,Osteogénesis imperfecta tipo Levin
DOID:0111534,MCTO,DOID:0111534,MCTO
DOID:0111534,autosomal dominant multicentric osteolysis,DOID:0111534,Osteólisis multicéntrica autosómica dominante
DOID:0111534,hereditary osteolysis of carpal bones with or without nephropathy,DOID:0111534,Osteólisis hereditaria de los huesos del carpo con o sin nefropatía
DOID:0111534,idiopathic multicentric osteolysis with or without nephropathy,DOID:0111534,Osteólisis multicéntrica idiopática con o sin nefropatía
DOID:0111534,multicentric carpo-tarsal osteolysis with or without nephropathy,DOID:0111534,Osteólisis carpotarsiana multicéntrica con o sin nefropatía
DOID:0111534,multicentric osteolysis nephropathy,DOID:0111534,Nefropatía por osteólisis multicéntrica
DOID:0111535,POH,DOID:0111535,POH
DOID:0111535,ectopic ossification familial type,DOID:0111535,Osificación ectópica familiar
DOID:0111535,familial ectopic ossification,DOID:0111535,Osificación ectópica familiar
DOID:0111535,osteoma cutis,DOID:0111535,Osteoma cutis
DOID:0111536,BOS,DOID:0111536,Sindrome de Buschke-Ollendorff (SBO)
DOID:0111536,dermatofibrosis lenticularis disseminata with osteopoikilosis,DOID:0111536,Dermatofribrosis lenticular diseminada con osteopoiquilosis
DOID:0111536,dermatoosteopoikilosis,DOID:0111536,Dermatoosteopoiquilosis
DOID:0111536,disseminated dermatofibrosis with osteopoikilosis,DOID:0111536,Dermatofibrosis diseminada con osteopoiquilosis
DOID:0111536,osteopathia condensans disseminata,DOID:0111536,Osteopatía condensante diseminada
DOID:0111537,PEPD,DOID:0111537,Trastorno de Dolor Paroxístico Intenso
DOID:0111537,PEXPD,DOID:0111537,Trastorno de Dolor Paroxístico Extremo
DOID:0111537,familial rectal pain,DOID:0111537,Dolor rectal familiar
DOID:0111537,"submandibular, ocular and rectal pain with flushing",DOID:0111537,"Dolor submandibular, ocular y rectal con enrojecimiento"
DOID:0111538,Eulenburg disease,DOID:0111538,enfermedad de Eulengburg
DOID:0111538,PMC,DOID:0111538,Mioclonía paramiótica congénita (PMC)
DOID:0111538,Von Eulenburg paramyotonia congenita,DOID:0111538,Paramiotonía congénita de Von Eulengburg
DOID:0111538,myotonia congenita intermittens,DOID:0111538,Miotonía congénita intermitente
DOID:0111538,paralysis periodica paramyotonica,DOID:0111538,Paralisis periódica paramiotónica
DOID:0111538,paramyotonia congenita,DOID:0111538,Paramiotonía congénita
DOID:0111539,parastremmatic dysplasia,DOID:0111539,Displasia parastremmática
DOID:0111540,hyperimidodipeptiduria,DOID:0111540,Hiperimidodipeptiduria
DOID:0111540,imidodipeptidase deficiency,DOID:0111540,Deficiencia de imidodipeptidasa
DOID:0111540,peptidase deficiency,DOID:0111540,Deficiencia de peptidasa
DOID:0111541,PPRCA,DOID:0111541,Atrofia Coriorretiniana pigmentaria paravenosa
DOID:0111542,FEO,DOID:0111542,Osteólisis exoansil familiar
DOID:0111542,McCabe disease,DOID:0111542,Enfermedad de McCabe
DOID:0111542,hereditary expansile polyostotic osteolytic dysplasia,DOID:0111542,Displasia osteolítica poliostótica expansiva hereditaria
DOID:0111543,JP-HHT,DOID:0111543,Sindrome de Poliposis Juvenil - Telangiectasia Hemorrágica Hereditaria
DOID:0111544,"autosomal dominant preaxial deficiency, postaxial polydactyly, and hypospadias",DOID:0111544,"Deficiencia preraxial autosómica dominante, polidactilia postaxial e hipospadias"
DOID:0111544,preaxial deficiency-postaxial polydactyly-hypospadias syndrome,DOID:0111544,Sindrome de deficiencia preaxial - polidactilia postaxial-hipospadias
DOID:0111545,FMPP,DOID:0111545,Pubertad precoz masculina familiar (FMPP)
DOID:0111545,familial gonadotropin-independent male-limited sexual precocity,DOID:0111545,Pubertad precoz masculina familiar independiente de gonadotropinas
DOID:0111545,male-limited precocious puberty,DOID:0111545,Pubertad precoz masculina limitada
DOID:0111545,testotoxicosis,DOID:0111545,Testotoxicosis
DOID:0111546,Currarino triad,DOID:0111546,Tríada de Currarino
DOID:0111547,RATOR,DOID:0111547,Tortuosidad arteriolar retiniana
DOID:0111547,retinal arteriolar tortuosity,DOID:0111547,Tortuosidad arteriolar retiniana
DOID:0111547,retinal hemorrhage with vascular tortuosity,DOID:0111547,Hemorragia retriniana con tortuosidad vascular
DOID:0111547,tortuosity of retinal arteries,DOID:0111547,Tortuosidad de las arterias retinianas
DOID:0111548,RDC,DOID:0111548,Síndrome de Dermoides en Anillo
DOID:0111548,ring dermoid syndrome,DOID:0111548,Síndrome de Dermoides en Anillo
DOID:0111549,ALSG,DOID:0111549,Sindrome de la Garganta de la Abuela (ALSG)
DOID:0111549,congenital absence of lacrimal puncta and salivary glands,DOID:0111549,Ausencia congénita de los puntos lagrimales y glándulas salivales
DOID:0111550,Finlay-Marks syndrome,DOID:0111550,Síndrome de Finlay-Marks
DOID:0111550,SENS,DOID:0111550,Síndrome cuero cabelludo-oreja-pezón (SEN)
DOID:0111550,Sen Syndrome,DOID:0111550,Sídrome de Sen
DOID:0111550,"hereditary syndrome of lumpy scalp, odd ears and rudimentary nipples",DOID:0111550,"Síndrome hereditario de cuero cabelludo abultado, orejas extrañas y pezones rudimentarios"
DOID:0111551,Kaeser syndrome,DOID:0111551,Síndrome de Kaeser
DOID:0111551,Stark-Kaeser syndrome,DOID:0111551,Síndrome de Stark-Kaeser
DOID:0111551,scapuloperoneal syndrome type Kaeser,DOID:0111551,Síndrome escápuloperoneal tipo Kaeser
DOID:0111551,"scapuloperoneal syndrome, neurogenic, Kaeser type",DOID:0111551,"Síndrome escápuloperoneal, neurogénico, tipo Kaeser"
DOID:0111552,SPSMA,DOID:0111552,"Amiotrofía escápuloperoneal neurogénica, tipo Nueva Inglaterra"
DOID:0111552,"neurogenic scapuloperoneal amyotrophy, New England type",DOID:0111552,"Amiotrofia escápuloperoneal neurogénica, tipo Nueva Inglaterra"
DOID:0111552,scapuloperoneal neuronopathy,DOID:0111552,Neuropatía escápuloperoneal
DOID:0111553,Brachyolmia Type 2,DOID:0111553,Braquiolmia Tipo 2
DOID:0111553,Pseudo-Morquio syndrome type 2,DOID:0111553,Síndrome pseudo-Morquio tipo 2
DOID:0111553,"SED, Maroteaux type",DOID:0111553,"Displasia espondiloepifisaria, tipo Maroteaux"
DOID:0111553,spondyloepiphyseal dysplasia of Maroteaux,DOID:0111553,Displasia espondiloepifisaria de Maroteaux
DOID:0111554,Jequier Kozlowski skeletal dysplasia,DOID:0111554,Displasia esquelética de Jequier-Kozlowski
DOID:0111554,Jequier-Kozlowski syndrome,DOID:0111554,Síndrome de Jequier-Kozlowski
DOID:0111554,SMD Kozlowski type,DOID:0111554,Displasia metafisaria de tipo Kozlowsky
DOID:0111554,dysmorphism arthrogryposis skeletal maturation advanced,DOID:0111554,Displasia esquelética con artrogriposis y maduración esquelética avanzada
DOID:0111554,skeletal dysplasia Jequier-Kozlowski type,DOID:0111554,Displasia esquelética tipo Jequier-Kozlowski
DOID:0111555,ALKKUCS,DOID:0111555,Síndrome Alkuraya-Kucinskas (ALKKUCS)
DOID:0111556,multiple sebaceous cysts,DOID:0111556,Quistes sebáceos múltiples
DOID:0111556,sebocystomatosis,DOID:0111556,Sebocistomatosis
DOID:0111557,"AR-CMT2, Ouvrier type",DOID:0111557,"Neuropatía motora hereditaria autosómica recesiva tipo 2, tipo Ourvrier"
DOID:0111557,CMT2A2B,DOID:0111557,"Enfermedad de Charcot-Marie-Tooth, axonal, tipo 2A2B (CMT2A2B)"
DOID:0111557,"Charcot-Marie-Tooth disease, axonal, type 2A2B",DOID:0111557,"Enfermedad de Charcot-Marie-Tooth, axonal, tipo 2A2B"
DOID:0111557,SEOAN due to MFN2 deficiency,DOID:0111557,Neuropatía axonal sensoriomotora temprana severa debido a deficiencia de MFN2
DOID:0111557,"autosomal recessive Charcot-Marie-Tooth disease, Ouvrier type",DOID:0111557,"Enfermedad de Charcot-Marie-Tooth autosómica recesiva, tipo Ouvrier"
DOID:0111557,severe early-onset axonal neuropathy due to MFN2 deficiency,DOID:0111557,Neuropatía axonal sensoriomotora temprana severa debido a deficiencia de MFN2
DOID:0111558,ATP1A1-related CMT2,DOID:0111558,Enfermedad de Charcot-Marie-Tooth autosómica dominante tipo 2 relacionada con ATP1A1
DOID:0111558,ATP1A1-related autosomal dominant Charcot-Marie-Tooth disease type 2,DOID:0111558,Enfermedad de Charcot-Marie-Tooth autosómica dominante tipo 2 relacionada con ATP1A1
DOID:0111558,CMT2DD,DOID:0111558,"Enfermedad de Charcot-Marie-Tooth, axonal, tipo 2DD"
DOID:0111558,"Charcot-Marie-Tooth disease, axonal, type 2DD",DOID:0111558,"Enfermedad de Charcot-Marie-Tooth, axonal, tipo 2DD"
DOID:0111558,"Charcot-Marie-Tooth neuropathy, type 2DD",DOID:0111558,"Neuropatía de Charcot-Marie-Tooth, tipo 2DD"
DOID:0111559,CMT2EE,DOID:0111559,"Enfermedad de Charcot-Marie-Tooth, axonal, tipo 2EE"
DOID:0111559,"Charcot-Marie-Tooth disease, axonal, type 2EE",DOID:0111559,"Enfermedad de Charcot-Marie-Tooth, axonal, tipo 2EE"
DOID:0111560,CMT1G,DOID:0111560,"Enfermedad de Charcot-Marie-Tooth, tipo 1G"
DOID:0111560,PMP2-related CMT1,DOID:0111560,CMT1 relacionada con PMP2
DOID:0111560,PMP2-related Charcot-Marie-Tooth disease type 1,DOID:0111560,Enfermedad de Charcot-Marie-Tooth tipo 1 relacionada con PMP2
DOID:0111560,PMP2-related Charcot-Marie-Tooth neuropathy type 1,DOID:0111560,Neuropatía de Charcot-Marie-Tooth tipo 1 relacionada con PMP2
DOID:0111560,PMP2-related hereditary motor and sensory neuropathy type 1,DOID:0111560,Neuropatía hereditaria motora y sensorial tipo 1 relacionada con PMP2
DOID:0111561,SSKS,DOID:0111561,Síndrome de Smith-Kingsmore (SKS)
DOID:0111562,OHS,DOID:0111562,Sindrome de Hipoventilación por Obesidad (OHS)
DOID:0111562,potassium sodium disorder of erythrocyte,DOID:0111562,Trastorno de otasio y sodio de los glóbulos rojos
DOID:0111562,stomatocytosisIOHST,DOID:0111562,Estomatocitosis y anemia causada por hipofosfatemia (IHOST)
DOID:2361,ANEMIA MACROCYTIC,DOID:2361,ANEMIA MACROCÍTICA
DOID:2361,Macrocytic anaemia,DOID:2361,Anemia Macrocítica
DOID:0111563,SWS,DOID:0111563,Síndrome de Sturge-Weber (SSW)
DOID:0111563,Sturge-Weber-Dimitri syndrome,DOID:0111563,Sindrome de Sturger-Weber-Dimitri
DOID:0111563,Sturge-Weber-Krabbe angiomatosis,DOID:0111563,Angiomatosis Sturge-Weber-Krabbe
DOID:0111563,Sturge-Weber-Krabbe syndrome,DOID:0111563,Síndrome de Sturger-Weber-Krabbe
DOID:0111563,encephalofacial angiomatosis,DOID:0111563,Angiomatosis encefalofacial
DOID:0111563,encephalotrigeminal angiomatosis,DOID:0111563,Angiomatosis encefalotrigeminal
DOID:0111563,fourth phacomatosis,DOID:0111563,Cuarta facomatosis
DOID:0111563,leptomeningeal angiomatosis,DOID:0111563,Angiomatosis leptomeníngea
DOID:0111563,meningeal capillary angiomatosis,DOID:0111563,Angiomatosis capilar meníngea
DOID:0111564,Werner mesomelic syndrome,DOID:0111564,Síndrome mesomélico de Werner
DOID:0111564,absence of tibia with polydactyly,DOID:0111564,Ausencia de tibia con polidactilia
DOID:0111564,absent tibia-polydactyly syndrome,DOID:0111564,Síndrome de ausencia de tibia-polidactilia
DOID:0111564,hypoplastic tibiae-postaxial polydactyly syndrome,DOID:0111564,Síndrome de tibias hipoplásicas-polidactilia postaxial
DOID:0111564,tibial hemimelia-polysyndactyly-triphalangeal thumb syndrome,DOID:0111564,Sindrome de hemimelia tibial-polisindactilia-pulgar trifalángico
DOID:0111565,TDO syndrome,DOID:0111565,Síndrome trico-dento-óseo
DOID:0111565,tricho-dento-osseous syndrome,DOID:0111565,Síndrome trico-dento-óseo
DOID:0111566,TCMGLY,DOID:0111566,Tricomegalia (TCMGLY)
DOID:0111566,long eyelashes,DOID:0111566,Pestañas largas
DOID:0111567,CRV,DOID:0111567,Vasculopatía cerebroretiniana hereditaria
DOID:0111567,RVCL,DOID:0111567,Leucenfalipatía cerebral y vasculopatía retiniana
DOID:0111567,RVCL-S,DOID:0111567,Vasculopatía retiniana y leucoencefalopatía cerebral con manifestaciones sistémicas
DOID:0111567,hereditary cerebroretinal vasculopathy,DOID:0111567,Vasculopatía cerebroretiniana hereditaria
DOID:0111567,retinal vasculopathy and cerebral leukoencephalopathy,DOID:0111567,Vasculopatía retiniana y leucoencefalopatía cerebral
DOID:0111567,retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,DOID:0111567,Vasculopatía retiniana con leucoencefalopatía cerebral y manifestaciones sistémicas
DOID:0111567,"retinopathy, vascular, with cerebral and renal involvement and Raynaud and migraine phenomena",DOID:0111567,Retinopatía vascular con afectación cerebral y renal y fenómenos de Raynaud y migraña
DOID:0111569,ADVIRC,DOID:0111569,Retinoplastía vascular autónoma dominante con coriorretinopatía vitrorretiniana
DOID:0111569,VRCP autosomal dominant,DOID:0111569,Coriorretinopatía vitreorretiniana con presión arterial alta de tipo autosómico dominante
DOID:0111569,vitreoretinochoroidopathy dominant,DOID:0111569,Vitreorretinocoroidopatía dominante
DOID:0111569,"vitreoretinochoroidopathy with microcornea, glaucoma, and cataract",DOID:0111569,"Vitreorretinocoroidopatía con microcórnea, glaucoma y catarata"
DOID:0111569,"vitreoretinochoroidopathy, autosomal dominant, with nanophthalmos",DOID:0111569,"Vitreorretinocoroidopatía, autosómica dominante, con nanoftalmos"
DOID:0111570,SVD,DOID:0111570,Degeneracion vitreorretiniana copo de nieve
DOID:0111570,"vitreoretinal degeneration, snowflake type",DOID:0111570,Degeneracion vitreorretiniana tipo copo de nieve
DOID:0111571,Curry-Hall syndrome,DOID:0111571,Síndrome de Curry-Hall
DOID:0111571,WAD,DOID:0111571,Disostosis acrodental de Weyers (WAD)
DOID:0111571,Weyers acrodental dysostosis,DOID:0111571,Disostosis acrodental de Weyers
DOID:0111571,"acrofacial dysostosis, Weyers type",DOID:0111571,"Disostosis acrofacial, tipo Weyers"
DOID:0111572,familial wooly hair syndrome,DOID:0111572,Síndrome de pelo lanudo familiar
DOID:0111572,hereditary woolly hair syndrome,DOID:0111572,Síndrome de pelo lanudo hereditario
DOID:0111572,hereditary wooly hair syndrome,DOID:0111572,Síndrome de pelo lanudo hereditario
DOID:0111572,woolly hair,DOID:0111572,Pelo lanudo
DOID:0111572,wooly hair,DOID:0111572,Pelo lanudo
DOID:0111573,ADWH,DOID:0111573,Sindrome de pelo lanudo autosómico dominante
DOID:0111574,ARWH3,DOID:0111574,Síndrome de pelo lanudo hereditario tipo 3
DOID:0111575,hereditary desiccytosis,DOID:0111575,Desiccitosis hereditaria
DOID:0111575,hereditary xerocytosis,DOID:0111575,Xerocitosis hereditaria
DOID:0111576,PSHK1,DOID:0111576,Pseudohiperpotasemia 1
DOID:0111576,dehydrated hereditary stomatocytosis 1 with or without pseudohyperkalemia and/or perinatal edema,DOID:0111576,Estomatocitosis hereditaria deshidratada 1 con o sin pseudohiperpotasemia y/o edema perianal
DOID:0111576,pseudohyperkalemia edinburgh,DOID:0111576,Pseudohiperpotasemia de Edimburgo
DOID:0111576,"pseudohyperkalemia familial 1, due to red cell leak",DOID:0111576,"Pseudohiperpotasemia familiar tipo 1, debido a fuga de glóbulos rojos"
DOID:0111577,desiccytosis Gardos,DOID:0111577,Desiccitosis de Gardos
DOID:0111577,xerocytosis Gardos,DOID:0111577,Xerocitosis de Gardos
DOID:0111578,GLSP,DOID:0111578,Síndrome de Gillespie
DOID:0111578,"aniridia, cerebellar ataxia and mental deficiency",DOID:0111578,"Sindrome de aniridia, ataxia cerebelosa y deficiencia mental"
DOID:0111578,aniridia-cerebellar ataxia-intellectual disability syndrome,DOID:0111578,"Síndrome de aniridia, ataxia cerebelosa y discapacidad intelectual"
DOID:0111579,ASA triad,DOID:0111579,Tríada ASA
DOID:0111580,Abortive cerebellar ataxia (BEHRS),DOID:0111580,Ataxia cerebelosa abortiva (BEHRS)
DOID:0111580,BEHRS,DOID:0111580,Ataxia cerebelosa abortiva (BEHRS)
DOID:0111580,"optic atrophy in early childhood, associated with ataxia, spasticity, mental retardation, and posterior column sensory loss",DOID:0111580,"Atrófia óptica en la infancia, asociada con ataxia espasticidam retraso mental y pérdida sensorial de las columnas posteriores"
DOID:0111580,"optic atrophy, infantile hereditary, Behr complicated form of",DOID:0111580,"Atrofia óptica hereditaria infantil, forma complicada de Behr"
DOID:0111581,OTCS,DOID:0111581,Sindrome de Trigonocefalia Opitz C (OTCS)
DOID:0111581,Opitz C trigonocephaly,DOID:0111581,Trigonocefalia Opitz C
DOID:0111581,Opitz trigonocephaly C syndrome,DOID:0111581,Síndrome de trigonocefalia Opitz C
DOID:0111581,Opitz trigonocephaly syndrome,DOID:0111581,Síndrome de trigonocefalia Opitz
DOID:0111581,trigonocephaly C syndrome,DOID:0111581,Síndrome de trigonocefalia C
DOID:0111582,CALJA,DOID:0111582,Calcificación articular y arterial
DOID:0111582,arterial calcification and distal joint calcification,DOID:0111582,Calcificación arterial y calficación articular distal
DOID:0111582,arterial calcification due to CD73 deficiency,DOID:0111582,Calcificación arterial debido a la deficiencia de CD73
DOID:0111582,arterial calcification due to deficiency of CD73,DOID:0111582,Calcificación arterial debido a la deficiencia de CD73
DOID:0111582,calcification of joints and arteries,DOID:0111582,Calcificación de las articulaciones y las arterias
DOID:0111583,anaphylotoxin inactivator deficiency,DOID:0111583,Deficiencia de inactivador dfe anafilotoxina
DOID:0111583,deficiency of carboxypeptidase B,DOID:0111583,Deficiencia de carboxipeptidasa B
DOID:0111584,Malouf syndrome,DOID:0111584,Síndrome de Malouf
DOID:0111584,Najjar syndrome,DOID:0111584,Síndrome de Najjar
DOID:0111584,cardiogenital syndrome,DOID:0111584,Síndrome cardíaco-genital
DOID:0111584,cardiomyopathy eith primary testicular failure,DOID:0111584,Miocardiopatía con falla testicular primaria
DOID:0111584,congestive cardiomyopathy with hypergonadotropic hypogonadism,DOID:0111584,Miocardiopatía congestiva con hipogonadismo hipergonadotrópico
DOID:0111584,dilated cardiomyopathy with hypergonadotropic hypogonadism,DOID:0111584,Miocardiopatía dilatada con hipogonadismo hipergonadotrópico
DOID:0111584,dilated cardiomyopathy with premature ovarian failure,DOID:0111584,Miocardiopatía dilatada con fallo ovárico prematuro
DOID:0111584,genital anomaly with cardiomyopathy,DOID:0111584,Anomalía genital con miocardiopatía
DOID:0111585,CACT deficiency,DOID:0111585,Deficiencia de CACT
DOID:0111585,CACTD,DOID:0111585,Deficiencia de CACTD
DOID:0111586,cataract-intellectual disability-hypogonadism syndrome,DOID:0111586,Sindrome de cataratas-discapacidad intelectual-hipogonadismo
DOID:0111587,CAHH,DOID:0111587,Síndrome de hipogonadismo asociado a la insensibilidad central a la hormona luteinizante (LHRH)
DOID:0111587,GDHS,DOID:0111587,Síndrome de hipogonadismo genitourinario
DOID:0111587,LHRH deficiency and ataxia,DOID:0111587,Deficiencia de hormona liberadora de gonadotropina (LHRH) y ataxia
DOID:0111587,cerebellar ataxia-hypogonadism syndrome,DOID:0111587,Síndrome de ataxia cerebelosa-hipogonadismo
DOID:0111587,luteinizing hormone-releasing hormone deficiency with ataxia,DOID:0111587,Deficiencia de la hormona liberadora luteinizante con ataxia
DOID:0111588,GRBGD,DOID:0111588,Displasia esquelética de Greenberg (GRBGD)
DOID:0111588,Greenberg skeletal dysplasia,DOID:0111588,Displásia esquelética de Greenberg
DOID:0111588,HEM dysplasia,DOID:0111588,Displasia HEM
DOID:0111588,"Skeletal dysplasia, Greenberg type",DOID:0111588,"Displasia esquelética, tipo Greenberg"
DOID:0111588,autosomal recessive lethal chondrodystrophy with congenital hydrops,DOID:0111588,Condrodistrofia letal autosómica recesiva con hidropsía congénita
DOID:0111588,"hydrops, ectopic calcification, moth-eaten skeletal dysplasia",DOID:0111588,"Hidropsia, calcificación ectópica, displasia esquelética en forma de polilla"
DOID:0111588,hydrops-ectopic calcification-motheaten syndrome,DOID:0111588,"Sindrome de hidropsía, calcificación ectópica y displasia equelética en forma de polilla"
DOID:0111589,Gentile syndrome,DOID:0111589,Síndrome de Gentile
DOID:0111589,JS-H,DOID:0111589,Síndrome de Joubert con fibrosis hepática congénta
DOID:0111589,Joubert syndrome with congenital hepatic fibrosis,DOID:0111589,Síndrome de Joubert con fibrosis hepática congénta
DOID:0111589,Joubert syndrome with hepatic defect,DOID:0111589,Síndrome de Joubert con defecto hepático
DOID:0111589,"cerebellar vermis hypo/aplasia, oligophrenia, congenital ataxia, ocular coloboma, and hepatic fibrosis",DOID:0111589,"Hipoplasia/aplasia del vermis cebereloso, oligofrenia, ataxia congénita, coloboma ocular y fibrosis hepática"
DOID:0111590,COH1,DOID:0111590,Síndrome de Cohen (COH1)
DOID:0111590,"Hypotonia, obesity, and prominent incisors",DOID:0111590,"Hipotonia, obesidad e incisivos prominentes"
DOID:0111590,Pepper syndrome,DOID:0111590,Síndrome de Pepper
DOID:0111592,hypoplasminogenemia,DOID:0111592,Hipoplasminogenemia
DOID:0111593,DA10,DOID:0111593,Ataxia espinocerebelosa tipo 10 (SCA10)
DOID:0111593,plantar flexion contracture,DOID:0111593,Contractura de flexión plantar
DOID:0111593,short Achilles tendon,DOID:0111593,Tendón de Aquiles corto
DOID:0111593,short tendo calcaneus,DOID:0111593,Tendón calcáneo corto
DOID:0111594,DA5D,DOID:0111594,Artrogriposis distal tipo 5D
DOID:0111594,distal arthrogryposis type 5 without ophthalmoparesis,DOID:0111594,Atrogriposis distal tipo 5 sin oftalmoparesia
DOID:0111594,distal arthrogryposis type 5 without ophthalmoplegia,DOID:0111594,Artrogriposis distal tipo 5 sin oftalmoplejía
DOID:0111596,DA1,DOID:0111596,Dismorfia digitotalar (DA1)
DOID:0111596,digitotalar dysmorphism,DOID:0111596,Dismorfia digitotalar
DOID:0111597,DA1A,DOID:0111597,Dismorfia digitotalar tipo A
DOID:0111598,DA1B,DOID:0111598,Dismorfia digitotalar tipo B
DOID:0111599,DA2B,DOID:0111599,Artrogriposis distal tipo 2B
DOID:0111599,Freeman-Sheldon syndrome variant,DOID:0111599,Variante del síndrome de Freeman-Sheldon
DOID:0111599,Sheldon-Hall syndrome,DOID:0111599,Síndrome de Sheldon-Hall
DOID:0111600,DA2B1,DOID:0111600,Atrogriposis distal tipo 2B1
DOID:0111601,DA2B2,DOID:0111601,Artrogriposis distal tipo 2B2
DOID:0111602,DA2B3,DOID:0111602,Artrogriposis distal tipo 2B3
DOID:0111602,distal arthrogryposis type 2B3 (Sheldon-Hall),DOID:0111602,Artrogriposis distal tipo 2B3 (Sheldon-Hall)
DOID:0111603,DA7,DOID:0111603,Artrogriposis distal tipo 7
DOID:0111603,Dutch-Kentucky syndrome,DOID:0111603,Síndrome holandés-kentucky
DOID:0111603,Hecht syndrome,DOID:0111603,Síndrome de Hecht
DOID:0111603,Hecht-Beals syndrome,DOID:0111603,Síndrome de Hecht-Beals
DOID:0111603,"mouth, inability to completely open, and short finger-flexor tendons",DOID:0111603,"Boca, incapacidad para abrir completamente, y tendones flexores cortos de los dedos"
