source_id,predicate_id,source_text,source_lang,target_lang,target_text
DOID:11820,oboInOwl:hasExactSynonym,malignant neoplasm of dome of urinary bladder,en,es,Neoplasia maligna de la cúpula de la vejiga urinaria
DOID:11820,oboInOwl:hasExactSynonym,malignant tumor of vault of bladder,en,es,Tumor maligno de la bóveda de la vejiga
DOID:11821,oboInOwl:hasExactSynonym,Lymphoma of the urinary bladder,en,es,Linfoma de la vejiga urinaria
DOID:11824,oboInOwl:hasExactSynonym,Lipoid dermatoarthritis,en,es,Dermatoartritis lipoidea
DOID:11829,oboInOwl:hasExactSynonym,degenerative progressive high myopia,en,es,Miopía alta progresiva degenerativa
DOID:11829,oboInOwl:hasExactSynonym,pathological myopia,en,es,Miopía patológica
DOID:11829,oboInOwl:hasExactSynonym,progressive high (degenerative) myopia,en,es,Miopía progresiva alta (degenerativa)
DOID:11829,oboInOwl:hasExactSynonym,progressive high myopia,en,es,Alta miopía progresiva
DOID:11830,oboInOwl:hasExactSynonym,near vision,en,es,Visión de cerca
DOID:11830,oboInOwl:hasExactSynonym,near-sightedness,en,es,Miopía
DOID:11830,oboInOwl:hasExactSynonym,short-sightedness,en,es,Miopía
DOID:11832,oboInOwl:hasExactSynonym,"epilepsy, visual",en,es,Epilepsia visual
DOID:11836,oboInOwl:hasExactSynonym,Congenital equinovarus,en,es,Equinovaro congénito
DOID:11836,oboInOwl:hasExactSynonym,Equinovarus deformity of foot,en,es,Deformidad en equino varo del pie
DOID:11836,oboInOwl:hasExactSynonym,congenital clubfoot,en,es,Pie zambo congénito
DOID:11836,oboInOwl:hasExactSynonym,congenital talipes equinovarus,en,es,Talipes equino varo congénito
DOID:11838,oboInOwl:hasExactSynonym,sarcoma of penis,en,es,Sarcoma de pene
DOID:11839,oboInOwl:hasExactSynonym,malignant neoplasm of glans penis,en,es,Neoplasia maligna del glande del pene
DOID:11839,oboInOwl:hasExactSynonym,malignant tumor of glans penis,en,es,tumor maligno del glande
DOID:11839,oboInOwl:hasExactSynonym,malignant tumour of glans penis,en,es,tumor maligno del glande del pene
DOID:11840,oboInOwl:hasExactSynonym,Coronary Vasospasm,en,es,Vasoespasmo coronario
DOID:11840,oboInOwl:hasExactSynonym,Coronary artery spasm,en,es,Espasmo de la arteria coronaria
DOID:11843,oboInOwl:hasExactSynonym,Congenital anomaly of coronary artery,en,es,anomalía congénita de la arteria coronaria
DOID:11843,oboInOwl:hasExactSynonym,Coronary artery abnormality,en,es,anomalía de la arteria coronaria
DOID:11843,oboInOwl:hasExactSynonym,"Coronary artery anomaly, congenital",en,es,"anomalía de la arteria coronaria, congénita"
DOID:11847,oboInOwl:hasExactSynonym,Coronary artery thrombosis,en,es,Trombosis de la arteria coronaria
DOID:11851,oboInOwl:hasExactSynonym,Uncharacteristic leprosy,en,es,Lepra atípica
DOID:1187,oboInOwl:hasExactSynonym,Posterior tibial neuropathy,en,es,Neuropatía tibial posterior
DOID:11870,oboInOwl:hasExactSynonym,Dementia in Pick's disease,en,es,Demencia en la enfermedad de Pick
DOID:11870,oboInOwl:hasExactSynonym,LOBAR ATROPHY OF BRAIN,en,es,ATROFIA LOBAR CEREBRAL
DOID:11870,oboInOwl:hasExactSynonym,PICK DISEASE OF BRAIN,en,es,PICK ENFERMEDAD DEL CEREBRO
DOID:11870,oboInOwl:hasExactSynonym,Pick disease,en,es,Escoja la enfermedad
DOID:11874,oboInOwl:hasExactSynonym,abnormal dark adaptation curve,en,es,curva de adaptación oscura anormal
DOID:11875,oboInOwl:hasExactSynonym,Denture sore mouth,en,es,Dentadura postiza
DOID:11885,oboInOwl:hasExactSynonym,neoplasm of ureter,en,es,neoplasia de uréter
DOID:11885,oboInOwl:hasExactSynonym,ureteral tumor,en,es,tumor ureteral
DOID:11887,oboInOwl:hasExactSynonym,ureteral leiomyoma,en,es,leiomioma ureteral
DOID:11888,oboInOwl:hasExactSynonym,ureteral schwannoma,en,es,schwannoma ureteral
DOID:11889,oboInOwl:hasExactSynonym,malignant neoplasm of nipple and areola of female breast,en,es,neoplasia maligna de pezón y areola de mama femenina
DOID:11889,oboInOwl:hasExactSynonym,malignant neoplasm of nipple or areola of female breast,en,es,neoplasia maligna de pezón o areola de mama femenina
DOID:119,oboInOwl:hasExactSynonym,malignant neoplasm of vagina,en,es,neoplasia maligna de vagina
DOID:119,oboInOwl:hasExactSynonym,malignant tumor of vagina,en,es,tumor maligno de vagina
DOID:119,oboInOwl:hasExactSynonym,malignant vaginal tumor,en,es,tumor vaginal maligno
DOID:119,oboInOwl:hasExactSynonym,neoplasm of vagina,en,es,neoplasia vaginal
DOID:119,oboInOwl:hasExactSynonym,vagina neoplasm,en,es,neoplasia vaginal
DOID:119,oboInOwl:hasExactSynonym,vaginal tumor,en,es,tumor vaginal
DOID:11905,oboInOwl:hasExactSynonym,malignant neoplasm of labia majora,en,es,neoplasia maligna de labios mayores
DOID:11905,oboInOwl:hasExactSynonym,malignant tumor of Labia Majora,en,es,tumor maligno de Labia Majora
DOID:11914,oboInOwl:hasExactSynonym,Gastroparalysis,en,es,Gastroparálisis
DOID:11914,oboInOwl:hasExactSynonym,Gastroparesis syndrome,en,es,Síndrome de gastroparesia
DOID:11914,oboInOwl:hasExactSynonym,gastric atonia,en,es,atonía gástrica
DOID:11917,oboInOwl:hasExactSynonym,Dermatophytosis of groin & perianal area,en,es,Dermatofitosis inguinal y perianal
DOID:11917,oboInOwl:hasExactSynonym,Dhobie itch,en,es,Tiña inguinal
DOID:11917,oboInOwl:hasExactSynonym,dermatophytosis of groin and perianal area,en,es,dermatofitosis inguinal y perianal
DOID:1192,oboInOwl:hasExactSynonym,neoplasm of peripheral nerve,en,es,neoplasia de nervio periférico
DOID:1192,oboInOwl:hasExactSynonym,nerve sheath neoplasm,en,es,neoplasia de la vaina nerviosa
DOID:1192,oboInOwl:hasExactSynonym,tumor of PNS,en,es,tumor de PNS
DOID:11934,oboInOwl:hasExactSynonym,head and neck neoplasm,en,es,neoplasia de cabeza y cuello
DOID:11934,oboInOwl:hasExactSynonym,head and neck tumours,en,es,tumores de cabeza y cuello
DOID:11934,oboInOwl:hasExactSynonym,head/neck neoplasm,en,es,neoplasia de cabeza/cuello
DOID:11934,oboInOwl:hasExactSynonym,tumor of head and neck,en,es,tumor de cabeza y cuello
DOID:11949,oboInOwl:hasExactSynonym,CJD,en,es,ECJ
DOID:11949,oboInOwl:hasExactSynonym,Creutzfeldt Jacob syndrome,en,es,Síndrome de Creutzfeldt Jacob
DOID:11949,oboInOwl:hasExactSynonym,Creutzfeldt Jakob disease,en,es,Enfermedad de Creutzfeldt Jakob
DOID:11949,oboInOwl:hasExactSynonym,Creutzfeldt-Jacob disease,en,es,Enfermedad de Creutzfeldt-Jacob
DOID:11949,oboInOwl:hasExactSynonym,Jakob-Creutzfeldt disease,en,es,Enfermedad de Jakob-Creutzfeldt
DOID:11949,oboInOwl:hasExactSynonym,Subacute spongiform encephalopathy,en,es,Encefalopatía espongiforme subaguda
DOID:11949,oboInOwl:hasExactSynonym,Transmissible virus dementia,en,es,Demencia vírica transmisible
DOID:1195,oboInOwl:hasExactSynonym,Ischemic peripheral neuropathy,en,es,Neuropatía periférica isquémica
DOID:11963,oboInOwl:hasExactSynonym,acute esophagitis,en,es,esofagitis aguda
DOID:11968,oboInOwl:hasExactSynonym,Senile vaginitis,en,es,Vaginitis senil
DOID:11968,oboInOwl:hasExactSynonym,atrophic vaginitis,en,es,vaginitis atrófica
DOID:11975,oboInOwl:hasExactSynonym,Coloboma of optic disc,en,es,Coloboma del disco óptico
DOID:11975,oboInOwl:hasExactSynonym,Morning glory syndrome,en,es,Síndrome de la gloria matutina
DOID:11976,oboInOwl:hasExactSynonym,Botulism poisoning,en,es,intoxicación botulínica
DOID:11976,oboInOwl:hasExactSynonym,Food poisoning due to Clostridium botulinum,en,es,intoxicación alimentaria por Clostridium botulinum
DOID:11976,oboInOwl:hasExactSynonym,Foodborne botulism,en,es,botulismo de transmisión alimentaria
DOID:11976,oboInOwl:hasExactSynonym,Infection due to clostridium botulinum,en,es,infección por Clostridium botulinum
DOID:11976,oboInOwl:hasExactSynonym,Intoxication with Clostridium botulinum toxin,en,es,intoxicación por toxina de Clostridium botulinum
DOID:11981,oboInOwl:hasExactSynonym,Severe obesity,en,es,Obesidad grave
DOID:11983,oboInOwl:hasExactSynonym,Prader Willi syndrome,en,es,Síndrome de Prader Willi
DOID:11984,oboInOwl:hasExactSynonym,hypertrophic obstructive cardiomyopathy,en,es,miocardiopatía hipertrófica obstructiva
DOID:11996,oboInOwl:hasExactSynonym,Torsion of testicle,en,es,Torsión testicular
DOID:11996,oboInOwl:hasExactSynonym,Torsion of testis,en,es,Torsión testicular
DOID:11996,oboInOwl:hasExactSynonym,testicular Torsion,en,es,Torsión testicular
DOID:120,oboInOwl:hasExactSynonym,female reproductive cancer,en,es,cáncer reproductor femenino
DOID:120,oboInOwl:hasExactSynonym,malignant Gynecologic tumor,en,es,Tumor ginecológico maligno
DOID:120,oboInOwl:hasExactSynonym,malignant neoplasm of female genital organ,en,es,neoplasia maligna del órgano genital femenino
DOID:12001,oboInOwl:hasExactSynonym,Lymphoma of Trachea,en,es,Linfoma de tráquea
DOID:12001,oboInOwl:hasExactSynonym,lymphoma of the trachea,en,es,linfoma de la tráquea
DOID:12002,oboInOwl:hasExactSynonym,sarcoma of the trachea,en,es,sarcoma de tráquea
DOID:12003,oboInOwl:hasExactSynonym,Tracheal Epidermoid carcinoma,en,es,Carcinoma epidermoide traqueal
DOID:1201,oboInOwl:hasExactSynonym,neoplasm of trigeminal nerve,en,es,neoplasia del nervio trigémino
DOID:1201,oboInOwl:hasExactSynonym,tumor of Trigeminal nerve,en,es,tumor del nervio Trigémino
DOID:12010,oboInOwl:hasExactSynonym,Ischemic optic neuropathy,en,es,neuropatía óptica isquémica
DOID:12016,oboInOwl:hasExactSynonym,malignant neoplasm of frontal lobe,en,es,neoplasia maligna del lóbulo frontal
DOID:12016,oboInOwl:hasExactSynonym,neoplasm of frontal lobe,en,es,neoplasia del lóbulo frontal
DOID:12016,oboInOwl:hasExactSynonym,tumor of Frontal Lobe,en,es,tumor del lóbulo frontal
DOID:12028,oboInOwl:hasExactSynonym,Conn syndrome,en,es,Síndrome de Conn
DOID:12028,oboInOwl:hasExactSynonym,primary aldosteronism,en,es,aldosteronismo primario
DOID:12028,oboInOwl:hasExactSynonym,primary hyperaldosteronism,en,es,hiperaldosteronismo primario
DOID:12029,oboInOwl:hasExactSynonym,Sympathetic uveitis,en,es,Uveítis simpática
DOID:12030,oboInOwl:hasExactSynonym,Diffuse uveitis,en,es,Uveítis difusa
DOID:1205,oboInOwl:hasExactSynonym,allergic hypersensitivity disease,en,es,enfermedad por hipersensibilidad alérgica
DOID:1205,oboInOwl:hasExactSynonym,hypersensitivity,en,es,hipersensibilidad
DOID:1205,oboInOwl:hasExactSynonym,hypersensitivity reaction type I disease,en,es,enfermedad por reacción de hipersensibilidad tipo I
DOID:12053,oboInOwl:hasExactSynonym,Busse-Buschke's disease,en,es,Enfermedad de Busse-Buschke
DOID:12053,oboInOwl:hasExactSynonym,European cryptococcosis,en,es,Criptococosis europea
DOID:12053,oboInOwl:hasExactSynonym,cryptococcal infection,en,es,infección criptocócica
DOID:12053,oboInOwl:hasRelatedSynonym,cryptococcus neoformans infection,en,es,infección por criptococo neoformans
DOID:12053,oboInOwl:hasExactSynonym,torula,en,es,torula
DOID:12053,oboInOwl:hasExactSynonym,torulosis,en,es,torulosis
DOID:12055,oboInOwl:hasExactSynonym,Meningitis in sarcoidosis,en,es,Meningitis en la sarcoidosis
DOID:1206,oboInOwl:hasExactSynonym,Rett's disorder,en,es,Trastorno de Rett
DOID:1206,oboInOwl:hasExactSynonym,cerebroatrophic hyperammonemia,en,es,hiperamonemia cerebroatrófica
DOID:12064,oboInOwl:hasExactSynonym,Neurofibroma of mediastinum,en,es,Neurofibroma del mediastino
DOID:12070,oboInOwl:hasExactSynonym,Dieulafoy lesion (hemorrhagic) of intestine,en,es,Lesión de Dieulafoy (hemorrágica) del intestino
DOID:12070,oboInOwl:hasExactSynonym,dieulafoy lesion (hemorrhagic) of stomach and duodenum,en,es,lesión de dieulafoy (hemorrágica) de estómago y duodeno
DOID:12084,oboInOwl:hasExactSynonym,Transient arthropathy involving forearm,en,es,Artropatía transitoria del antebrazo
DOID:12084,oboInOwl:hasExactSynonym,Transient arthropathy involving hand,en,es,Artropatía transitoria de la mano
DOID:12084,oboInOwl:hasExactSynonym,Transient arthropathy involving lower leg,en,es,Artropatía transitoria que afecta a la parte inferior de la pierna
DOID:12084,oboInOwl:hasExactSynonym,Transient arthropathy involving multiple sites,en,es,Artropatía transitoria que afecta a múltiples localizaciones
DOID:12084,oboInOwl:hasExactSynonym,Transient arthropathy involving pelvic region and thigh,en,es,Artropatía transitoria que afecta a la región pélvica y al muslo.
DOID:12084,oboInOwl:hasExactSynonym,Transient arthropathy involving shoulder region,en,es,Artropatía transitoria que afecta a la región del hombro
DOID:12084,oboInOwl:hasExactSynonym,Transient arthropathy involving upper arm,en,es,Artropatía transitoria que afecta a la parte superior del brazo
DOID:12087,oboInOwl:hasExactSynonym,Deep vascularization of cornea,en,es,Vascularización profunda de la córnea
DOID:12096,oboInOwl:hasExactSynonym,Spirillary fever,en,es,Fiebre espirilar
DOID:12096,oboInOwl:hasRelatedSynonym,Spirillosis,en,es,Espirilosis
DOID:12098,oboInOwl:hasExactSynonym,Trifacial neuralgia,en,es,Neuralgia trifacial
DOID:12098,oboInOwl:hasExactSynonym,trifocal neuralgia,en,es,neuralgia trifocal
DOID:12105,oboInOwl:hasExactSynonym,Inflammatory spondylopathies in disease EC,en,es,Espondilopatías inflamatorias en la enfermedad CE
DOID:12105,oboInOwl:hasExactSynonym,Inflammatory spondylopathies in disease classified elsewhere,en,es,Espondilopatías inflamatorias en enfermedades clasificadas en otra parte
DOID:12105,oboInOwl:hasExactSynonym,Inflammatory spondylopathy in disease classified elsewhere,en,es,Espondilopatía inflamatoria en enfermedad clasificada en otra parte
DOID:12118,oboInOwl:hasExactSynonym,Idiopathic pulmonary hemosiderosis,en,es,Hemosiderosis pulmonar idiopática
DOID:12118,oboInOwl:hasExactSynonym,brown induration,en,es,induración marrón
DOID:12118,oboInOwl:hasExactSynonym,brown lung,en,es,pulmón marrón
DOID:12119,oboInOwl:hasExactSynonym,haemosiderosis,en,es,hemosiderosis
DOID:12123,oboInOwl:hasExactSynonym,Post-inflammatory pulmonary fibrosis,en,es,Fibrosis pulmonar postinflamatoria
DOID:12129,oboInOwl:hasExactSynonym,hyperorexia nervosa,en,es,hiperorexia nerviosa
DOID:12132,oboInOwl:hasExactSynonym,Necrotizing respiratory granulomatosis,en,es,Granulomatosis respiratoria necrotizante
DOID:12132,oboInOwl:hasExactSynonym,"Wegener granulomatosis, formerly",en,es,"Granulomatosis de Wegener, anteriormente"
DOID:12134,oboInOwl:hasExactSynonym,Congenital factor VIII disorder,en,es,Trastorno congénito del factor VIII
DOID:12134,oboInOwl:hasExactSynonym,Hemophilia A,en,es,Hemofilia A
DOID:12134,oboInOwl:hasExactSynonym,Subhemophilia,en,es,Subhemofilia
DOID:12134,oboInOwl:hasExactSynonym,classic hemophilia A,en,es,hemofilia A clásica
DOID:12139,oboInOwl:hasExactSynonym,dysthymia,en,es,distimia
DOID:12140,oboInOwl:hasRelatedSynonym,American trypanosomiasis,en,es,Tripanosomiasis americana
DOID:12140,oboInOwl:hasExactSynonym,Chagas' disease,en,es,Enfermedad de Chagas
DOID:12140,oboInOwl:hasExactSynonym,chagas' disease with digestive system involvement,en,es,enfermedad de chagas con afectación del aparato digestivo
DOID:12140,oboInOwl:hasExactSynonym,chagas' disease with nervous system involvement,en,es,enfermedad de chagas con afectación del sistema nervioso
DOID:12140,oboInOwl:hasExactSynonym,chagas' disease with other organ involvement,en,es,enfermedad de chagas con afectación de otros órganos
DOID:12143,oboInOwl:hasExactSynonym,Neuropathic bladder,en,es,Vejiga neuropática
DOID:12143,oboInOwl:hasExactSynonym,neurogenic dysfunction of the urinary bladder,en,es,disfunción neurogénica de la vejiga urinaria
DOID:12143,oboInOwl:hasExactSynonym,neurogenic urinary bladder disorder,en,es,trastorno neurogénico de la vejiga urinaria
DOID:12144,oboInOwl:hasExactSynonym,Low bladder compliance,en,es,Baja tolerancia de la vejiga
DOID:12144,oboInOwl:hasExactSynonym,hyperactivity of bladder,en,es,hiperactividad de la vejiga
DOID:12144,oboInOwl:hasExactSynonym,hypertonic bladder,en,es,vejiga hipertónica
DOID:12144,oboInOwl:hasExactSynonym,hypertonicity of bladder,en,es,hipertonicidad de la vejiga
DOID:12148,oboInOwl:hasExactSynonym,Multilocular hydatid,en,es,Hidatidosis multilocular
DOID:12148,oboInOwl:hasExactSynonym,alveolococcosis,en,es,alveolococosis
DOID:12148,oboInOwl:hasRelatedSynonym,echinococcus multilocularis infection,en,es,infección por echinococcus multilocularis
DOID:12148,oboInOwl:hasExactSynonym,small fox tapeworm,en,es,tenia del zorro
DOID:12155,oboInOwl:hasExactSynonym,LCM,en,es,LCM
DOID:12155,oboInOwl:hasExactSynonym,Lymphocytic choriomeningitis virus encephalomyelitis,en,es,Encefalomielitis por el virus de la coriomeningitis linfocítica
DOID:12155,oboInOwl:hasExactSynonym,Lymphocytic meningitis,en,es,Meningitis linfocítica
DOID:12155,oboInOwl:hasExactSynonym,Lymphocytic meningoencephalitis,en,es,Meningoencefalitis linfocítica
DOID:12157,oboInOwl:hasExactSynonym,acute aseptic meningitis,en,es,meningitis aséptica aguda
DOID:12161,oboInOwl:hasExactSynonym,peripheral degeneration of retina,en,es,degeneración periférica de la retina
DOID:12162,oboInOwl:hasExactSynonym,secondary pigmentary degeneration of retina,en,es,degeneración pigmentaria secundaria de la retina
DOID:12162,oboInOwl:hasExactSynonym,secondary pigmentary retinal degeneration,en,es,degeneración pigmentaria secundaria de la retina
DOID:12163,oboInOwl:hasExactSynonym,Senile reticular degeneration of retina,en,es,Degeneración reticular senil de la retina
DOID:12164,oboInOwl:hasExactSynonym,Blessig cysts,en,es,Quistes de Blessig
DOID:12164,oboInOwl:hasExactSynonym,Iwanoff's cysts,en,es,Quistes de Iwanoff
DOID:12164,oboInOwl:hasExactSynonym,Microcystoid degeneration of retina,en,es,Degeneración microcistoide de la retina
DOID:12164,oboInOwl:hasExactSynonym,Microcystoid retinal degeneration,en,es,Degeneración microquística de la retina
DOID:12165,oboInOwl:hasExactSynonym,Palisade degeneration of retina,en,es,Degeneración en empalizada de la retina
DOID:12166,oboInOwl:hasExactSynonym,Paving stone degeneration of retina,en,es,Degeneración en adoquín de la retina
DOID:12166,oboInOwl:hasExactSynonym,Paving stone retinal degeneration,en,es,Degeneración retiniana por adoquines
DOID:12168,oboInOwl:hasExactSynonym,Lesion of ulnar nerve,en,es,Lesión del nervio cubital
DOID:12169,oboInOwl:hasExactSynonym,CTS - Carpal tunnel syndrome,en,es,STC - Síndrome del túnel carpiano
DOID:12169,oboInOwl:hasExactSynonym,Median nerve entrapment,en,es,Atrapamiento del nervio mediano
DOID:12169,oboInOwl:hasExactSynonym,carpal tunnel median neuropathy,en,es,neuropatía mediana del túnel carpiano
DOID:12170,oboInOwl:hasExactSynonym,Lesion of radial nerve,en,es,Lesión del nervio radial
DOID:12170,oboInOwl:hasExactSynonym,Radial nerve lesions,en,es,Lesiones del nervio radial
DOID:12175,oboInOwl:hasExactSynonym,dyshormonogenic goitre,en,es,bocio dishormonogénico
DOID:12176,oboInOwl:hasExactSynonym,goitre,en,es,bocio
DOID:12177,oboInOwl:hasExactSynonym,CVID,en,es,CVID
DOID:12177,oboInOwl:hasExactSynonym,acquired agammaglobulinemia,en,es,agammaglobulinemia adquirida
DOID:12177,oboInOwl:hasExactSynonym,acquired hypogammaglobulinemia,en,es,hipogammaglobulinemia adquirida
DOID:12177,oboInOwl:hasExactSynonym,common variable agammaglobulinemia,en,es,agammaglobulinemia común variable
DOID:12177,oboInOwl:hasExactSynonym,sporadic hypogammaglobulinemia,en,es,hipogammaglobulinemia esporádica
DOID:12179,oboInOwl:hasExactSynonym,Dermatophytosis of the trunk,en,es,dermatofitosis del tronco
DOID:12179,oboInOwl:hasExactSynonym,dermatophytosis of the body,en,es,dermatofitosis del cuerpo
DOID:1218,oboInOwl:hasExactSynonym,Infection by Echinochasmus,en,es,Infección por Echinochasmus
DOID:1219,oboInOwl:hasExactSynonym,disease due to Dicrocoeliidae,en,es,enfermedad debida a Dicrocoeliidae
DOID:12190,oboInOwl:hasExactSynonym,Ca descending colon,en,es,Cancer y canciroma de colon descendente
DOID:12190,oboInOwl:hasExactSynonym,malignant neoplasm of left colon,en,es,neoplasia maligna de colon izquierdo
DOID:12190,oboInOwl:hasExactSynonym,malignant tumor of descending colon,en,es,tumor maligno de colon descendente
DOID:12191,oboInOwl:hasExactSynonym,Ca splenic flexure - colon,en,es,Ca flexura esplénica - colon
DOID:12191,oboInOwl:hasExactSynonym,malignant neoplasm of splenic flexure,en,es,neoplasia maligna de la flexura esplénica
DOID:12191,oboInOwl:hasExactSynonym,malignant tumor of splenic flexure,en,es,tumor maligno de la flexura esplénica
DOID:12192,oboInOwl:hasExactSynonym,Ca sigmoid colon,en,es,Cancer y canciroma de colon sigmoide
DOID:12192,oboInOwl:hasExactSynonym,malignant tumor of sigmoid colon,en,es,tumor maligno de colon sigmoide
DOID:12197,oboInOwl:hasExactSynonym,Punctate keratitis,en,es,Queratitis punctata
DOID:12197,oboInOwl:hasExactSynonym,Thygeson superficial punctate keratitis,en,es,Queratitis punteada superficial de Thygeson
DOID:12197,oboInOwl:hasExactSynonym,Thygeson's superficial punctate keratitis,en,es,Queratitis punteada superficial de Thygeson
DOID:12205,oboInOwl:hasExactSynonym,Dengue Fever,en,es,fiebre del dengue
DOID:12205,oboInOwl:hasExactSynonym,breakbone fever,en,es,fiebre rompehuesos
DOID:12205,oboInOwl:hasExactSynonym,classic dengue,en,es,dengue clásico
DOID:12205,oboInOwl:hasRelatedSynonym,classical dengue,en,es,dengue clásico
DOID:12206,oboInOwl:hasExactSynonym,DHF,en,es,DHF
DOID:12206,oboInOwl:hasRelatedSynonym,Dengue haemorrhagic fever,en,es,Fiebre hemorrágica del dengue
DOID:12211,oboInOwl:hasExactSynonym,Bancroftian elephantiasis,en,es,Elefantiasis bancroftiana
DOID:12211,oboInOwl:hasExactSynonym,Bancroftian filarial chyluria,en,es,Quiluria filárica bancroftiana
DOID:12211,oboInOwl:hasExactSynonym,Lymphatic filariasis,en,es,Filariasis linfática
DOID:12211,oboInOwl:hasExactSynonym,elephantiasis of eyelid,en,es,elefantiasis del párpado
DOID:12215,oboInOwl:hasExactSynonym,Oligohydramnios - delivered,en,es,Oligohidramnios - entregado
DOID:12215,oboInOwl:hasExactSynonym,antepartum oligohydramnios,en,es,oligohidramnios anteparto
DOID:12215,oboInOwl:hasExactSynonym,delivered oligohydramnios,en,es,entrega de oligohidramnios
DOID:12217,oboInOwl:hasExactSynonym,Dementia with Lewy bodies,en,es,Demencia con cuerpos de Lewy
DOID:12217,oboInOwl:hasExactSynonym,Diffuse Lewy body disease,en,es,Enfermedad difusa de los cuerpos de Lewy
DOID:12217,oboInOwl:hasExactSynonym,Lewy body disease,en,es,Enfermedad de los cuerpos de Lewy
DOID:12217,oboInOwl:hasExactSynonym,Senile dementia of the Lewy body type,en,es,Demencia senil de tipo cuerpos de Lewy
DOID:1222,oboInOwl:hasExactSynonym,Cartilage disorder,en,es,trastorno del cartílago
DOID:1222,oboInOwl:hasExactSynonym,Chondropathy,en,es,condropatía
DOID:12223,oboInOwl:hasExactSynonym,Specific bursitides often of occupational origin,en,es,Bursitis específicas a menudo de origen profesional
DOID:12234,oboInOwl:hasExactSynonym,Hourglass stricture or stenosis of stomach,en,es,Estenosis o estenosis en reloj de arena del estómago
DOID:12236,oboInOwl:hasExactSynonym,biliary liver cirrhosis,en,es,cirrosis hepática biliar
DOID:12236,oboInOwl:hasExactSynonym,cholestatic cirrhosis,en,es,cirrosis colestásica
DOID:12236,oboInOwl:hasExactSynonym,chronic nonsuppurative destructive cholangitis,en,es,colangitis destructiva crónica no supurativa
DOID:12236,oboInOwl:hasExactSynonym,primary biliary cirrhosis,en,es,cirrosis biliar primaria
DOID:12239,oboInOwl:hasExactSynonym,Perianal skin squamous cell carcinoma,en,es,Carcinoma de células escamosas de piel perianal
DOID:12246,oboInOwl:hasExactSynonym,Histoplasmosis with meningitis,en,es,Histoplasmosis con meningitis
DOID:12253,oboInOwl:hasExactSynonym,lymphoma of the testis,en,es,linfoma de testículo
DOID:12253,oboInOwl:hasExactSynonym,malignant lymphoma of testis,en,es,linfoma maligno de testículo
DOID:12259,oboInOwl:hasExactSynonym,Congenital factor IX deficiency,en,es,Deficiencia congénita del factor IX
DOID:12259,oboInOwl:hasExactSynonym,Congenital factor IX disorder,en,es,Trastorno congénito del factor IX
DOID:12259,oboInOwl:hasExactSynonym,"deficiency, functional factor IX",en,es,"deficiencia, factor IX funcional"
DOID:12259,oboInOwl:hasExactSynonym,factor IX deficiency,en,es,deficiencia de factor IX
DOID:12265,oboInOwl:hasExactSynonym,chronic salpingitis and oophoritis,en,es,salpingitis crónica y ooforitis
DOID:12265,oboInOwl:hasExactSynonym,chronic salpingitis/oophoritis,en,es,salpingitis/oforitis crónica
DOID:12270,oboInOwl:hasExactSynonym,coloboma of eye,en,es,coloboma ocular
DOID:12270,oboInOwl:hasExactSynonym,coloboma of macula,en,es,coloboma de mácula
DOID:12270,oboInOwl:hasExactSynonym,congenital ocular coloboma,en,es,coloboma ocular congénito
DOID:12271,oboInOwl:hasExactSynonym,Aplasia of iris,en,es,Aplasia del iris
DOID:12271,oboInOwl:hasExactSynonym,isolated aniridia,en,es,aniridia aislada
DOID:12276,oboInOwl:hasExactSynonym,malignant neoplasm of retained testis,en,es,neoplasia maligna de testículo retenido
DOID:12276,oboInOwl:hasExactSynonym,malignant neoplasm of undescended testis,en,es,neoplasia maligna de testículo no descendido
DOID:12276,oboInOwl:hasExactSynonym,malignant tumor of retained testis,en,es,tumor maligno de testículo retenido
DOID:12276,oboInOwl:hasExactSynonym,malignant tumour of retained testis,en,es,tumor maligno de testículo retenido
DOID:12276,oboInOwl:hasExactSynonym,malignant tumour of undescended testis,en,es,tumor maligno de testículo no descendido
DOID:12282,oboInOwl:hasExactSynonym,Phlebitis and thrombophlebitis of femoral vein,en,es,Flebitis y tromboflebitis de la vena femoral
DOID:12282,oboInOwl:hasExactSynonym,Thrombophlebitis of deep femoral vein,en,es,Tromboflebitis de la vena femoral profunda
DOID:12282,oboInOwl:hasExactSynonym,Thrombophlebitis of the femoral vein,en,es,Tromboflebitis de la vena femoral
DOID:12287,oboInOwl:hasExactSynonym,CHF Congo virus,en,es,FEC Virus del Congo
DOID:12287,oboInOwl:hasExactSynonym,Congo-Crimean Hemorrhagic Fever,en,es,Fiebre hemorrágica Congo-Crimea
DOID:12287,oboInOwl:hasExactSynonym,Crimean hemorrhagic fever,en,es,Fiebre hemorrágica de Crimea
DOID:1229,oboInOwl:hasExactSynonym,Paranoid type schizophrenia,en,es,Esquizofrenia de tipo paranoide
DOID:1229,oboInOwl:hasExactSynonym,Paraphrenia - late,en,es,Parafrenia - tarde
DOID:1229,oboInOwl:hasExactSynonym,Paraphrenic schizophrenia,en,es,Esquizofrenia parafrénica
DOID:1229,oboInOwl:hasExactSynonym,chronic paranoid schizophrenia,en,es,esquizofrenia paranoide crónica
DOID:1229,oboInOwl:hasExactSynonym,paranoid type schizophrenia subchronic state,en,es,esquizofrenia de tipo paranoide estado subcrónico
DOID:12294,oboInOwl:hasExactSynonym,Atypical depression,en,es,Depresión atípica
