set,clase,etiqueta,def
1,http://purl.obolibrary.org/obo/DOID_0111643,sordera autosómica recesiva no sindrómica 115,La sordera autosómica recesiva no sindrómica se caracteriza por la aparición en la primera infancia de una hipoacusia neurosensorial grave y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen SPNS2 en el cromosoma 17p13.2.
1,http://purl.obolibrary.org/obo/DOID_0111644,sordera autosómica recesiva no sindrómica 110,"La sordera autosómica recesiva no sindrómica se caracteriza por una pérdida de audición bilateral prelingual y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen COCH en el cromosoma 14q12""."
1,http://purl.obolibrary.org/obo/DOID_0111645,epilepsia rolándica-distonía paroxística inducida por el ejercicio-síndrome del calambre del escritor,El síndrome electroclínico infantil se caracteriza por la aparición de convulsiones focales en la infancia y distonía inducida por el ejercicio en la niñez y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen TBC1D24 del cromosoma 16p13.3.
1,http://purl.obolibrary.org/obo/DOID_0111647,síndrome de Schopf-Schulz-Passarge,"La displasia ectodérmica se caracteriza por múltiples hidrocistomas apocrinos de los párpados, hipotricosis,  hipodoncia y distrofia ungueal y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen WNT10A del cromosoma 2q35""."
1,http://purl.obolibrary.org/obo/DOID_0111648,"ectopia lentis con ectopia de pupila""",La enfermedad ocular se caracteriza por el desplazamiento del cristalino y las pupilas en asociación con otras anomalías oculares y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen ADAMTSL4 en el cromosoma 1q21.2.
1,http://purl.obolibrary.org/obo/DOID_0111649,"síndrome de displasia ectodérmica,  ectrodactilia y distrofia macular""","ectrodactilia y distrofia macular y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen CDH3 en el cromosoma 16q22.1""."
1,http://purl.obolibrary.org/obo/DOID_0111650,displasia ectodérmica 13,La displasia ectodérmica se caracteriza por oligodoncia grave acompañada de anomalías del cabello y la piel y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen KREMEN1 en el cromosoma 22q12.1.
1,http://purl.obolibrary.org/obo/DOID_0111651,displasia ectodérmica 15,La displasia ectodérmica se caracteriza por la aparición en la primera infancia de hipotricosis y ausencia de sudoración excepto con el ejercicio extremo y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen CST6 en el cromosoma 11q13.1.
1,http://purl.obolibrary.org/obo/DOID_0111652,displasia ectodérmica 12,La displasia ectodérmica hipohidrótica tiene_base_material_en una mutación heterocigota en el gen KDF1 en el cromosoma 1p36.11.
1,http://purl.obolibrary.org/obo/DOID_14793,displasia ectodérmica hipohidrótica,"La displasia ectodérmica se caracteriza por la malformación de las estructuras ectodérmicas (piel, pelo,  dientes y glándulas sudoríparas),  incluida la hipotricosis (escasez de pelo en el cuero cabelludo y el cuerpo),  incluida la hipotricosis (escasez de pelo en el cuero cabelludo y el cuerpo),  la hipohidrosis (capacidad reducida para sudar) y la hipodoncia (ausencia congénita de dientes)""."
1,http://purl.obolibrary.org/obo/DOID_0111653,displasia ectodérmica 11A,La displasia ectodérmica hipohidrótica tiene_base_material_en una mutación heterocigota en el gen EDARADD en el cromosoma 1q42-q43.
1,http://purl.obolibrary.org/obo/DOID_0111654,displasia ectodérmica 11B,La displasia ectodérmica hipohidrótica tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen EDARADD en el cromosoma 1q42-q43.
1,http://purl.obolibrary.org/obo/DOID_0111655,displasia ectodérmica pura de pelo y uñas,La displasia ectodérmica se caracteriza por onicodistrofia e hipotricosis grave sin manifestaciones no ectodérmicas u otras manifestaciones ectodérmicas.
1,http://purl.obolibrary.org/obo/DOID_0111656,displasia ectodérmica 9,La displasia ectodérmica pura del pelo y las uñas tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen HOXC13 del cromosoma 12q13.13.
1,http://purl.obolibrary.org/obo/DOID_0111657,displasia ectodérmica 5,La displasia ectodérmica pura de pelo y uñas tiene_base_material_en una mutación homocigota o heterocigota compuesta en una región en el cromosoma 10q24.32-q25.1.
1,http://purl.obolibrary.org/obo/DOID_0111658,displasia ectodérmica 4,La displasia ectodérmica pura de pelo y uñas tiene_base_material_en homocigota o heterocigota compuesta mutación en el gen KRT85 en el cromosoma 12q13.13.
1,http://purl.obolibrary.org/obo/DOID_0111659,displasia ectodérmica 6,La displasia ectodérmica pura de pelo y uñas tiene_base_material_en una mutación homocigota o heterocigota compuesta en una región en el cromosoma 17p12-q21.2.
1,http://purl.obolibrary.org/obo/DOID_0111660,displasia ectodérmica 7,La displasia ectodérmica pura de pelo y uñas tiene_base_material_en homocigota o heterocigota compuesta mutación en el gen KRT74 en el cromosoma 12q13.13.
1,http://purl.obolibrary.org/obo/DOID_0111661,displasia ectodérmica 8,"La displasia ectodérmica se caracteriza por hipotricosis,  hipodoncia y uñas de los pies distróficas y tiene_base_material_en una mutación homocigota o heterocigota compuesta en una región del cromosoma 18q22.1-q22.3""."
1,http://purl.obolibrary.org/obo/DOID_0111662,displasia ectodérmica 14,"La displasia ectodérmica se caracteriza por hipotricosis del cuero cabelludo e hipodoncia y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen TSPEAR en el cromosoma 21q22.3""."
1,http://purl.obolibrary.org/obo/DOID_0111663,displasia ectodérmica 10A,La displasia ectodérmica hipohidrótica tiene_base_material_en una mutación heterocigota en el gen EDAR en el cromosoma 2q13.
1,http://purl.obolibrary.org/obo/DOID_0111664,displasia ectodérmica 1,La displasia ectodérmica hipohidrótica tiene_base_material_en una mutación recesiva ligada al X en EDA en el cromosoma Xq13.1.
1,http://purl.obolibrary.org/obo/DOID_0111665,displasia ectodérmica 10B,La displasia ectodérmica hipohidrótica tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen EDAR en el cromosoma 2q13.
1,http://purl.obolibrary.org/obo/DOID_0111666,vasculopatía proliferativa y síndrome de hidranencefalia-hidrocefalia,"El síndrome se caracteriza por hidranencefalia,  vasculopatía glomeruloide del sistema nervioso central y de los vasos retinianos,   lesiones isquémicas clásticas difusas del tronco cerebral,  los ganglios basales y la médula espinal con calcificaciones,  y acinesia fetal con artrogriposis y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen FLVCR2 del cromosoma 14q24. 3""."
1,http://purl.obolibrary.org/obo/DOID_0111667,deficiencia de enteroquinasa,"La enfermedad intestinal se caracteriza por un retraso del crecimiento de aparición precoz, edema,  hipoproteinemia,  diarrea y malabsorción de grasas y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen TMPRSS15 en el cromosoma 21q21.1""."
1,http://purl.obolibrary.org/obo/DOID_0111668,síndrome de Kohlschutter-Tonz,"El síndrome se caracteriza por un grave retraso global del desarrollo,  convulsiones intratables de aparición temprana,  espasticidad y amelogénesis imperfecta y tiene_base_material_en una mutación homocigota o heterocigota compuesta en ROGDI en el cromosoma 16p13.3""."
1,http://purl.obolibrary.org/obo/DOID_0111669,síndrome de fibromatosis hialina,"La enfermedad del tejido conjuntivo se caracteriza por el crecimiento anormal de tejido fibroso hialinizado especialmente alrededor de las regiones subcutáneas del cuero cabelludo,  las orejas,  el cuello, la cara,  las manos y los pies,  hipertrofia gingival,  contracturas articulares y lesiones óseas osteolíticas y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen ANTXR2 en el cromosoma 4q21.21""."
1,http://purl.obolibrary.org/obo/DOID_0111670,hiperoxaluria primaria tipo 1,La hiperoxaluria primaria se caracteriza por un fallo en la transaminación del glioxilato que da lugar a la acumulación de oxalato cálcico en diversos tejidos y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen AGXT en el cromosoma 2q37.3.
1,http://purl.obolibrary.org/obo/DOID_2977,hiperoxaluria primaria,El trastorno metabólico de los hidratos de carbono se caracteriza por una alteración del metabolismo del glioxilato que provoca una acumulación de oxalato en todo el organismo que se manifiesta típicamente en forma de cálculos renales y vesicales.
1,http://purl.obolibrary.org/obo/DOID_0111671,hiperoxaluria primaria tipo 2,"La hiperoxaluria primaria se caracteriza por una elevada excreción urinaria de oxalato y L-glicerato,  nefrolitiasis y nefrocalcinosis recurrentes y enfermedad renal terminal y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen GRHPR del cromosoma 9p13.2""."
1,http://purl.obolibrary.org/obo/DOID_0111672,hiperoxaluria primaria tipo 3,La hiperoxaluria primaria se caracteriza por cálculos recurrentes de oxalato cálcico y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen HOGA1 en el cromosoma 10q24.2.
1,http://purl.obolibrary.org/obo/DOID_0111673,síndrome de Saul-Wilson,"La enfermedad del desarrollo óseo se caracteriza por un retraso temprano del desarrollo que afecta principalmente al habla,  rasgos faciales distintivos,  baja estatura,  braquidactilia,  deformidades del pie zambo,  cataratas y microcefalia y tiene_base_material_en una mutación heterocigota en el gen COG4 en el cromosoma 16q22.1""."
1,http://purl.obolibrary.org/obo/DOID_0111674,trastorno del desarrollo intelectual con baja estatura y anomalías del comportamiento,"El síndrome se caracteriza por discapacidad intelectual, retraso global del desarrollo,  baja estatura,  afasia e hipotonía y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen IQSEC1 en el cromosoma 3p25.2-p25.1""."
1,http://purl.obolibrary.org/obo/DOID_0111675,síndrome neurooculocardiogenitourinario,"El síndrome se caracteriza por retraso del crecimiento y anomalías de los sistemas ocular, craneofacial, neurológico, cardiovascular, genitourinario,  esquelético y gastrointestinal y tiene_base_material_en una mutación heterocigota en el gen WDR37 en el cromosoma 10p15.3""."
1,http://purl.obolibrary.org/obo/DOID_0111676,deficiencia de kininógeno de alto peso molecular,"La enfermedad de la coagulación sanguínea se caracteriza por la deficiencia de kininógeno de alto peso molecular,  pero no de kininógeno de bajo peso molecular,  que da lugar a una activación anormal de la fibrinólisis mediada por la superficie y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen KNG1 del cromosoma 3q27.3. Tanto el kininógeno de alto como el de bajo peso molecular están codificados por el gen KNG1."
1,http://purl.obolibrary.org/obo/DOID_0111677,retina fleck benigna familiar,"La enfermedad de la retina se caracteriza por un patrón llamativo de lesiones difusas,  blanco-amarillentas,  parecidas a fleck,  que se extienden hasta la periferia lejana de la retina pero sin déficits visuales o electrofisiológicos aparentes y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen PLA2G5 en el cromosoma 1p36.13""."
1,http://purl.obolibrary.org/obo/DOID_0111678,malabsorción hereditaria de folato,"El trastorno metabólico vitamínico se caracteriza por una absorción intestinal deficiente de folato y un transporte deficiente de folato al sistema nervioso central que provoca anemia megaloblástica, diarrea,  inmunodeficiencia,  infecciones y déficits neurológicos y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen SLC46A1 del cromosoma 17q11.2""."
1,http://purl.obolibrary.org/obo/DOID_0111679,deficiencia de glutamato formiminotransferasa,"El trastorno metabólico vitamínico se caracteriza por formiminoglutamato elevado en orina y plasma y fenotipos intelectuales,  de desarrollo y hematológicos variables y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen FTCD en el cromosoma 21q22.3""."
1,http://purl.obolibrary.org/obo/DOID_0111680,fructosuria esencial,"El trastorno metabólico de los carbohidratos se caracteriza por niveles elevados de fructosa en la sangre y la orina tras la ingestión de fructosa y azúcares relacionados y tiene_base_material_en una mutación homocigota o heterocigota compuesta en KHK en el cromosoma 2p23.3""."
1,http://purl.obolibrary.org/obo/DOID_0111681,deficiencia de glutamato-cisteína ligasa,El trastorno metabólico de los aminoácidos se caracteriza por una disminución de los niveles de glutatión celular y gamma-glutamilcisteína y anemia hemolítica y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen GCLC en el cromosoma 6p12.1.
1,http://purl.obolibrary.org/obo/DOID_0111682,displasia renal quística difusa,"La enfermedad renal quística se caracteriza por una displasia quística difusa no sindrómica de los riñones y tiene_base_material_en una mutación heterocigota en el gen BICC1 en la cromosoma 10q21.1. La misma mutación puede encontrarse en padres no afectados,  lo que sugiere una penetrancia incompleta del trastorno o que se requieren factores ambientales adicionales para su desarrollo."
1,http://purl.obolibrary.org/obo/DOID_0111683,neurofibromatosis-síndrome de Noonan,"La Rasopatía se caracteriza por neurofibromatosis y manifestaciones del síndrome de Noonan que incluyen baja estatura, ptosis,  hipoplasia del tercio medio facial,  cuello,  problemas de aprendizaje y debilidad muscular y tiene_base_material_en una mutación heterocigota en NF1 en el cromosoma 17q11.2"". palmeado."
1,http://purl.obolibrary.org/obo/DOID_0111684,síndrome de poliposis mixta hereditaria,"La enfermedad intestinal se caracteriza por una mezcla de pólipos hiperplásicos,  juveniles atípicos y adenomatosos que se asocian a un mayor riesgo de desarrollar cáncer colorrectal cuando no se tratan""."
1,http://purl.obolibrary.org/obo/DOID_0111685,síndrome de poliposis mixta hereditaria 1,El síndrome de poliposis mixta hereditaria tiene_base_material_en una duplicación heterocigota de una región del cromosoma 15q15.3-q22.1.
1,http://purl.obolibrary.org/obo/DOID_0111686,síndrome de poliposis mixta hereditaria 2,El síndrome de poliposis mixta hereditaria tiene_base_material_en una mutación heterocigota en el gen BMPR1A en el cromosoma 10q23.2.
1,http://purl.obolibrary.org/obo/DOID_0111687,síndrome de Potocki-Shaffer,"El síndrome se caracteriza por anomalías craneofaciales,  retraso del desarrollo,  discapacidad intelectual,  exostosis múltiples y forámenes biparietales y tiene_base_material_en heterocigosidad para una deleción génica contigua en el cromosoma 11p11.2""."
1,http://purl.obolibrary.org/obo/DOID_0111688,síndrome de Ayme-Gripp,"El síndrome se caracteriza por cataratas congénitas,  pérdida auditiva neurosensorial,  discapacidad intelectual,  convulsiones, braquicefalia. El aspecto facial plano característico y crecimiento reducido y tiene_base_material_en heterocigosidad por mutación en MAF en el cromosoma 16q23.2""."
1,http://purl.obolibrary.org/obo/DOID_0111689,epilepsia mioclónica familiar del adulto,EL síndrome electroclínico de la adolescencia y la edad adulta se caracteriza por mioclonías corticales de inicio en la edad adulta que suelen manifestarse primero como movimientos temblorosos de los dedos y mioclonías de las extremidades.
1,http://purl.obolibrary.org/obo/DOID_0111690,epilepsia mioclónica familiar del adulto 1,La epilepsia mioclónica familiar del adulto y tiene_base_material_en una expansión heterocigótica de repetición de 5 pb en el gen SAMD12 en el cromosoma 8q24.11-q24.12.
1,http://purl.obolibrary.org/obo/DOID_0111691,epilepsia mioclónica familiar del adulto 5,"La epilepsia mioclónica familiar del adulto se caracteriza por la aparición de convulsiones en la adolescencia,  seguida del desarrollo de temblor mioclónico cortical y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen CNTN2 en el cromosoma 1q32.1""."
1,http://purl.obolibrary.org/obo/DOID_0111692,epilepsia mioclónica familiar del adulto 2,"La epilepsia mioclónica familiar del adulto se caracteriza por la aparición de temblores que afectan a los dedos,  la mano y la voz en la adolescencia o la edad adulta temprana con una aparición algo más tardía de sacudidas mioclónicas rítmicas y convulsiones tónico-clónicas generalizadas y tiene_base_material_en una expansión repetida heterocigota de 5 pb en STARD7 en el cromosoma 2q11.2""."
1,http://purl.obolibrary.org/obo/DOID_0111693,epilepsia mioclónica familiar del adulto 4,"La epilepsia mioclónica familiar del adulto tiene_base_material_en una mutación heterocigota en el gen YEATS2 en el cromosoma 3q27.1""."
1,http://purl.obolibrary.org/obo/DOID_0111694,epilepsia mioclónica familiar del adulto 7,La epilepsia mioclónica familiar del adulto tiene_base_material_en una expansión heterocigótica de repetición de 5 pb en el gen RAPGEF2 en el cromosoma 4q32.1.
1,http://purl.obolibrary.org/obo/DOID_0111695,epilepsia mioclónica familiar adulta 3,"La epilepsia mioclónica familiar adulta se caracteriza por la aparición entre los 10 y los 40 años de edad de temblor cortical,  que afecta principalmente a las manos y la voz y tiene_base_material_en una expansión repetida heterocigótica de 5 pb en el gen MARCHF6 en el cromosoma 5p15.2""."
1,http://purl.obolibrary.org/obo/DOID_0111696,"epilepsia mioclónica familiar del adulto 6""","La epilepsia mioclónica familiar del adulto tiene_base_material_en una expansión heterocigótica de repetición de 5 pb en el gen TNRC6A en el cromosoma 16p12.1""."
1,http://purl.obolibrary.org/obo/DOID_0111697,"paladar hendido  defectos cardíacos y discapacidad intelectual""","El síndrome se caracteriza por una combinación de defectos cardíacos congénitos,  labio leporino/paladar hendido variable,  baja estatura,  microcefalia y anomalías digitales y tiene_base_material_en una mutación heterocigota en el gen MEIS2 del cromosoma 15q14""."
1,http://purl.obolibrary.org/obo/DOID_0111698,deficiencia de proproteína convertasa 1/3,"El síndrome se caracteriza por obesidad infantil grave, hipoadrenalismo,  hipogonadismo,  hipoglucemia reactiva y niveles circulantes elevados de ciertas prohormonas y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen PCSK1 del cromosoma 5q15""."
1,http://purl.obolibrary.org/obo/DOID_0111699,síndrome de Van den Ende-Gupta,"El síndrome se caracteriza por aracnodactilia contractual grave,  rasgos faciales distintivos,  blefarofimosis y ausencia de afectación neurológica y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen SCARF2 del cromosoma 22q11.21""."
1,http://purl.obolibrary.org/obo/DOID_0111700,arritmia cardiaca relacionada con la anquirina-B,"La enfermedad cardiaca se caracteriza por un amplio espectro de arritmias cardiacas que incluyen""."
1,http://purl.obolibrary.org/obo/DOID_0111701,síndrome de QT largo 4,El síndrome de QT largo tiene_base_material_en una mutación heterocigota en el gen ANK2 en el cromosoma 4q25-q26.
1,http://purl.obolibrary.org/obo/DOID_0111702,síndrome del pelo suelto anágeno,La alopecia se caracteriza por un pelo en fase anágena (de crecimiento activo) que se arranca fácilmente del cuero cabelludo y que suele presentarse en la infancia en individuos de pelo claro y mejora con la edad.
1,http://purl.obolibrary.org/obo/DOID_0111703,hipertriptofanemia familiar,El trastorno metabólico de los aminoácidos se caracteriza por niveles elevados de triptófano en orina y plasma y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen TDO2 del cromosoma 4q32.1.
1,http://purl.obolibrary.org/obo/DOID_0111704,síndrome de deleción cromosómica 2q37,"El síndrome de deleción cromosómica se caracteriza por rasgos variables,  probablemente resultantes de deleciones de diferentes tamaños,  incluyendo""."
1,http://purl.obolibrary.org/obo/DOID_0111705,síndrome oculoectodérmico,La displasia ectodérmica se caracteriza por dermoides epibulbares y aplasia cutis congénita y tiene_base_material_en una mutación somática en mosaico en el gen KRAS en el cromosoma 12p12.1.
1,http://purl.obolibrary.org/obo/DOID_0111707,queratodermia palmoplantar tipo Bothnian,"La queratodermia palmoplantar no epidérmica se caracteriza por una forma difusa no epidérmica de queratodermia palmoplantar en la que las zonas afectadas adquieren un aspecto blanco y esponjoso al exponerse al agua y tiene_base_material_en una mutación heterocigota en el gen AQP5 en la cromosoma 12q13.12""."
1,http://purl.obolibrary.org/obo/DOID_0111708,queratodermia palmoplantar focal no epidermolítica,La queratodermia palmoplantar no epidermolítica se caracteriza por zonas localizadas de hiperqueratosis localizadas principalmente en puntos de presión y lugares de fricción recurrente.
1,http://purl.obolibrary.org/obo/DOID_0111709,queratodermia palmoplantar focal no epidermolítica 1,La queratodermia palmoplantar focal no epidermolítica y tiene_base_material_en una mutación heterocigota en el gen KRT16 del cromosoma 17q21.2.
1,http://purl.obolibrary.org/obo/DOID_0111710,queratodermia palmoplantar no epidermolítica focal o difusa,La queratodermia palmoplantar no epidermolítica se caracteriza por queratodermias palmoplantar focales o difusas con cambios menores o ausentes en las uñas y tiene_base_material_en una mutación heterocigota en el gen KRT6C en la cromosoma 12q13.13.
1,http://purl.obolibrary.org/obo/DOID_0111711,queratodermia palmoplantar focal no epidermolítica 2,La queratodermia palmoplantar focal no epidermolítica y tiene_base_material_en una mutación heterocigota en el gen TRPV3 en el cromosoma 17p13.2.
1,http://purl.obolibrary.org/obo/DOID_0111712,síndrome de Kagami-Ogata,"El síndrome se caracteriza por polihidramnios,  macrosomía fetal,  defectos de la pared abdominal,  anomalías esqueléticas,  dificultades de alimentación y deglución,  rasgos dismórficos,  retraso del desarrollo y discapacidad intelectual y tiene_base_material_en una mutación heterocigota en una región de impronta en el cromosoma 14q32""."
1,http://purl.obolibrary.org/obo/DOID_0111713,síndrome de Temple,"El síndrome se caracteriza por bajo peso al nacer,  hipotonía y retraso motor,  problemas de alimentación en los primeros años de vida,  pubertad precoz y estatura final significativamente reducida y tiene_base_material_en una mutación heterocigota en una región de impronta en el cromosoma 14q32""."
1,http://purl.obolibrary.org/obo/DOID_0111714,síndrome de Mulchandani-Bhoj-Conlin,"El síndrome se caracteriza por restricción del crecimiento prenatal,  estatura baja grave con perímetro cefálico proporcional y profunda dificultad para alimentarse y tiene_base_material_en una mutación heterocigota en una región de impronta en el cromosoma 20q11-q13""."
1,http://purl.obolibrary.org/obo/DOID_0111715,síndrome de Schaaf-Yang,"El síndrome se caracteriza por retraso del desarrollo psicomotor,  deterioro del desarrollo intelectual,  hipotonía y anomalías del comportamiento y tiene_base_material_en una mutación heterocigota en el gen de impronta materna MAGEL2 en el cromosoma 15q11.2""."
1,http://purl.obolibrary.org/obo/DOID_0111722,amelogénesis imperfecta tipo 3C,La amelogénesis imperfecta tipo 3 se caracteriza por esmalte hipocalcificado tanto en la dentición primaria como en la secundaria y tiene_base_material_en una mutación homocigota en el gen RELT en el cromosoma 11q13.
1,http://purl.obolibrary.org/obo/DOID_0111723,síndrome de Jacobsen,"El síndrome de deleción cromosómica se caracteriza por retraso del crecimiento,  retraso psicomotor,  rasgos faciales distintivos,  anomalías esqueléticas y trombocitopenia isoinmune y tiene_base_material_en deleción del cromosoma terminal 11q""."
1,http://purl.obolibrary.org/obo/DOID_0111724,displasia geleofísica,"La enfermedad del desarrollo óseo se caracteriza por enanismo de extremidades cortas, braquidactilia,  valvulopatía cardiaca,  aspecto facial característico,  engrosamiento de la piel y estenosis laringotraqueal""."
1,http://purl.obolibrary.org/obo/DOID_0111725,displasia gelofísica 1,La displasia gelofísica tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen ADAMTSL2 en el cromosoma 9q34.2.
1,http://purl.obolibrary.org/obo/DOID_0111726,displasia gelofísica 2,La displasia gelofísica tiene_base_material_en una mutación heterocigota en el exón 41 o 42 del gen FBN1 en el cromosoma 15q21.1.
1,http://purl.obolibrary.org/obo/DOID_0111727,displasia gelofísica 3,La displasia gelofísica tiene_base_material_en una mutación heterocigota en el gen LTBP3 en el cromosoma 11q13.1.
1,http://purl.obolibrary.org/obo/DOID_0111728,síndrome de dolor episódico familiar,"La neuropatía periférica se caracteriza por dolor intenso recurrente,  estereotipado y episódico,  que se produce predominantemente en la parte superior del cuerpo o en las extremidades inferiores,  y que se desencadena o exacerba con la fatiga,  la exposición al frío,  el ayuno,  los cambios climáticos y/o el estrés o el esfuerzo físico""."
1,http://purl.obolibrary.org/obo/DOID_0111729,síndrome de dolor episódico familiar 1,"El síndrome de dolor episódico familiar se caracteriza por la aparición en la infancia de dolor episódico debilitante en la parte superior del cuerpo desencadenado por el ayuno,  el frío y el estrés físico y tiene_base_material_en una mutación heterocigota en el gen TRPA1 del cromosoma 8q13""."
1,http://purl.obolibrary.org/obo/DOID_0111730,síndrome de dolor episódico familiar 2,"El síndrome de dolor episódico familiar se caracteriza por la aparición en la edad adulta de dolor paroxístico que afecta principalmente a las extremidades inferiores distales y tiene_base_material_en una mutación heterocigota en el gen SCN10A en el cromosoma 3p22""."
1,http://purl.obolibrary.org/obo/DOID_0111731,síndrome de dolor episódico familiar 3,"El síndrome de dolor episódico familiar se caracteriza por la aparición en la primera infancia de dolor episódico intenso que afecta principalmente a las extremidades inferiores distales,  pero a veces también a las extremidades superiores,  con ciclos de dolor que duran varios días y se exacerba con la fatiga y tiene_base_material_en una mutación heterocigota en el gen SCN11A en el cromosoma 3p22""."
1,http://purl.obolibrary.org/obo/DOID_0111732,síndrome de Eiken,"La enfermedad del desarrollo óseo se caracteriza por un retraso grave en la osificación principalmente de las epífisis,  la pelvis,  las manos y los pies y un modelado óseo anormal de las manos y los pies y tiene_base_material_en una mutación homocigota o heterocigota compuesta en el gen PTHR1 en el cromosoma 3p21.31""."
1,http://purl.obolibrary.org/obo/DOID_0111734,sordera inducida por aminoglucósidos,"Pérdida de audición inducida por fármacos se caracteriza por la pérdida de audición inducida por dosis terapéuticas de antibióticos aminoglucósidos y tiene_base_material_en una mutación en los genes mitocondriales MTRNR1 o MTCO1 en combinación con mutación homocigota en TRMU en el cromosoma 22q13.31""."
1,http://purl.obolibrary.org/obo/DOID_0111735,sordera ligada al cromosoma X 4,Sordera no sindrómica ligada al cromosoma X se caracteriza por una pérdida de audición progresiva de aparición postlingual y más precoz en los varones que en las mujeres y tiene_base_material_en una mutación en el gen SMPX en el cromosoma Xp22.12.
1,http://purl.obolibrary.org/obo/DOID_0111736,sordera ligada al cromosoma X 3,"La sordera no sindrómica ligada al cromosoma X se caracteriza por una pérdida auditiva congénita, bilateral,  profunda y neurosensorial en los varones y una hipoacusia neurosensorial bilateral,  de leve a moderada,  de alta frecuencia y aparición más tardía en las mujeres heterocigotas y tiene_base_material_en una mutación en una región del cromosoma Xp21.2""."
1,http://purl.obolibrary.org/obo/DOID_0111738,sordera ligada al cromosoma X 7,"La sordera no sindrómica ligada al cromosoma X se caracteriza por una pérdida de audición congénita, bilateral,  mixta o conductiva y otras anomalías del oído y tiene_base_material_en una mutación homocigota o hemicigota en el gen GPRASP2 del cromosoma Xq22.1""."
1,http://purl.obolibrary.org/obo/DOID_0111739,sordera ligada al cromosoma X 1,"La sordera no sindrómica ligada al cromosoma X se caracteriza por una pérdida auditiva neurosensorial profunda congénita en los varones y una pérdida auditiva de alta frecuencia de leve a moderada en las mujeres heterocigotas y tiene_base_material_en una mutación en el gen PRPS1 en el cromosoma Xq22.3""."
1,http://purl.obolibrary.org/obo/DOID_0111740,sordera ligada al cromosoma X 6,La sordera no sindrómica ligada al cromosoma X se caracteriza por una pérdida auditiva neurosensorial bilateral grave con malformación coclear en los varones y una pérdida auditiva de leve a moderada en las mujeres de aparición más tardía y tiene_base_material_en una mutación en el gen COL4A6 en el cromosoma Xq22.3.
1,http://purl.obolibrary.org/obo/DOID_0111741,sordera ligada al cromosoma X 5,La neuropatía se caracteriza por la aparición en la infancia de neuropatía auditiva y más tarde de discapacidad sensorial distal debida a neuropatía periférica difusa y tiene_base_material_en una mutación hemicigótica u homocigótica en el gen AIFM1 en el cromosoma Xq26.1.
1,http://purl.obolibrary.org/obo/DOID_0111742,ataxia cerebelosa tipo 42,"La ataxia cerebelosa autosómica dominante se caracteriza por inestabilidad de la marcha,  disartria,  nistagmo y persecuciones sacádicas con edad de aparición y gravedad variables y progresión lenta y tiene_base_material_en una mutación heterocigota del gen CACNA1G en el cromosoma 17q21""."
1,http://purl.obolibrary.org/obo/DOID_0111743,ataxia cerebelosa tipo 47,"La ataxia cerebelosa autosómica dominante se caracteriza por la aparición en la edad adulta de una ataxia cerebelosa lentamente progresiva o  en algunos casos La aparición más temprana de la ataxia acompañada de un retraso en el desarrollo motor y una estatura baja y tiene_base_material_en una mutación heterocigota en el gen PUM1 en el cromosoma 1p35.2""."
1,http://purl.obolibrary.org/obo/DOID_0111744,ataxia cerebelosa tipo 41,La ataxia cerebelosa autosómica dominante y tiene_base_material_en una mutación heterocigota en el gen TRPC3 en el cromosoma 4q27.
1,http://purl.obolibrary.org/obo/DOID_0111745,ataxia cerebelosa tipo 43,"La ataxia cerebelosa autosómica dominante se caracteriza por ataxia de la marcha y de las extremidades de inicio en la edad adulta,  lentamente progresiva,  a menudo asociada con neuropatía periférica que afecta típicamente al sistema motor y tiene_base_material_en una mutación heterocigota en MME en el cromosoma 3q25.2""."
