clase,etiqueta,def
http://purl.obolibrary.org/obo/DOID_0081016,fibrosis congénita de los músculos extraoculares 2,Una fibrosis congénita de los músculos extraoculares que se caracteriza por ptosis bilateral y oftalmoplejía restrictiva con los globos fijos en abducción extrema (exotropía) y que tiene_su_base_material_en mutación homocigota en el gen ARIX del cromosoma 11q13.
http://purl.obolibrary.org/obo/DOID_0081017,fibrosis congénita de los músculos extraoculares 3A,"Una fibrosis congénita de los músculos extraoculares que se caracteriza por un fenotipo variable en el que los individuos pueden no tener afectación bilateral, pueden ser capaces de levantar los ojos por encima de la línea media o pueden no tener blefaroptosis y que tiene_su_base_material_en una mutación heterocigota en el gen TUBB3 del cromosoma 16q24."
http://purl.obolibrary.org/obo/DOID_0081019,fibrosis congénita de los músculos extraoculares 3C,Una fibrosis congénita de los músculos extraoculares que se caracteriza por ptosis bilateral congénita y limitación del recto superior y que tiene_su_base_material_en una translocación recíproca t(;2;13)(q37.3q12;.11).
http://purl.obolibrary.org/obo/DOID_0081020,fibrosis congénita de los músculos extraoculares 5,Una fibrosis congénita de los músculos extraoculares que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen COL25A1 del cromosoma 4q25.
http://purl.obolibrary.org/obo/DOID_0081021,síndrome de Tukel,"Una fibrosis congénita de los músculos extraoculares que se caracteriza por oftalmoplejía restrictiva no progresiva con blefaroptosis del ojo derecho y oligodactilia/oligosindactilia postaxial de las manos, con la derecha más gravemente afectada que la izquierda."
http://purl.obolibrary.org/obo/DOID_0081169,Amaurosis congénita de Leber 19,Una amaurosis congénita de Leber que tiene_su_base_material_en mutación en el gen USP45 en el cromosoma 6q16.
http://purl.obolibrary.org/obo/DOID_14791,amaurosis congénita de Leber,"Enfermedad de la retina que se caracteriza por nistagmo, lentitud o ausencia de respuesta pupilar y pérdida grave de visión o ceguera."
http://purl.obolibrary.org/obo/DOID_0081266,"paquigiria, microcefalia, retraso del desarrollo y facies dismórfica, con o sin convulsiones","Una lisencefalia que se caracteriza por una microcefalia progresiva asociada a rasgos faciales anormales, hipotonía y un retraso del desarrollo global variable con alteraciones del desarrollo intelectual y que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen TUBGCP2 del cromosoma 10q26."
http://purl.obolibrary.org/obo/DOID_0081335,Enfermedad de Becker,Una miotonía congénita que se caracteriza por rigidez muscular e incapacidad del músculo para relajarse tras una contracción voluntaria y que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen que codifica el canal de cloruro-1 del músculo esquelético (CLCN1) en el cromosoma 7q34.
http://purl.obolibrary.org/obo/DOID_2106,miotonía congénita,Enfermedad del tejido muscular que se caracteriza por una relajación muscular lenta asociada a una hiperexcitación de las fibras musculares.
http://purl.obolibrary.org/obo/DOID_0081336,Enfermedad de Thomsen,Una miotonía congénita que se caracteriza por rigidez muscular e incapacidad del músculo para relajarse tras una contracción voluntaria y que tiene_su_base_material_en mutación heterocigota en el gen que codifica el canal-1 de cloruro del músculo esquelético (CLCN1) en el cromosoma 7q34.
http://purl.obolibrary.org/obo/DOID_0090101,enfermedad congénita letal por almacenamiento de glucógeno en el corazón,"Una enfermedad por almacenamiento de glucógeno caracterizada por glucogenosis confinada al corazón, hipoglucemia y cianosis, y tiene_su_base_material_en la herencia autosómica dominante de la mutación heterocigótica en el gen que codifica la subunidad gamma-2 no catalítica de la proteína cinasa activada por AMP (PRKAG2) en el cromosoma 7q36."
http://purl.obolibrary.org/obo/DOID_0090118,trombocitopenia amegacariocítica congénita,"Una trombocitopenia que se caracteriza por una reducción grave del número de megacariocitos y plaquetas, y tiene_su_base_material_en la herencia autosómica recesiva de la mutación homocigota o heterocigota compuesta en el oncogén del virus de la leucemia mieloproliferativa (MPL) en el cromosoma 1p34."
http://purl.obolibrary.org/obo/DOID_0090124,artrogriposis múltiple congénita-2 de tipo neurogénico,"Una artrogriposis múltiple congénita que se caracteriza por contracturas congénitas en codos y rodillas, miopatía, ausencia de husos musculares, cardiopatía congénita y depleción de la neurona motora espinal, y tiene_su_base_material_en una herencia autosómica recesiva de mutación homocigota en el gen de la proteína 1 del compartimento intermedio del retículo endoplásmico-Golgi (ERGIC1) en la región cromosómica 5q35."
http://purl.obolibrary.org/obo/DOID_0110005,Amaurosis congénita de Leber 9,Una amaurosis congénita de Leber que tiene_su_base_material_en mutación en el gen NMNAT1 en el cromosoma 1p36.
http://purl.obolibrary.org/obo/DOID_0110016,amaurosis congénita de Leber 2,"Una amaurosis congénita de Leber que se caracteriza por ceguera nocturna, cierta mejoría transitoria de la visión y, finalmente, pérdida visual progresiva y tiene_su_base_material_en mutación en el gen RPE65 del cromosoma 1."
http://purl.obolibrary.org/obo/DOID_0110078,amaurosis congénita de Leber 1,"Una amaurosis congénita de Leber caracterizada por distrofia grave de conos y bastones con fotofobia, hipermetropía alta y visión deficiente pero estable sin mejoría visual y que tiene_su_base_material_en mutación en el gen GUCY2D en el cromosoma 17p13."
http://purl.obolibrary.org/obo/DOID_0110079,Amaurosis congénita de Leber 8,Una amaurosis congénita de Leber que se caracteriza por ceguera nocturna y retinas gruesas no laminadas y tiene_su_base_material_en mutación en el gen CRB1 en el cromosoma 1q31-q32.
http://purl.obolibrary.org/obo/DOID_0110080,Amaurosis congénita de Leber 12,Una amaurosis congénita de Leber que tiene_su_base_material_en mutación en el gen RD3 en el cromosoma 1q32.
http://purl.obolibrary.org/obo/DOID_0110106,comunicación interauricular tipo 1,Una comunicación interauricular tipo 1 asociada a una variación en la región 5p.
http://purl.obolibrary.org/obo/DOID_1882,comunicación interauricular,Comunicación interauricular situada_en el tabique que separa las dos aurículas del corazón.
http://purl.obolibrary.org/obo/DOID_0110107,comunicación interauricular tipo 2,Una comunicación interauricular tipo 2 que tiene_su_base_material_en una mutación heterocigota en el gen GATA4 del cromosoma 8p23.
http://purl.obolibrary.org/obo/DOID_0110108,comunicación interauricular tipo 3,Una comunicación interauricular tipo 3 que tiene_su_base_material_en mutación heterocigota en el gen de la cadena pesada de miosina-6 (MYH6) en el cromosoma 14q12.
http://purl.obolibrary.org/obo/DOID_0110109,comunicación interauricular tipo 4,Una comunicación interauricular tipo 4 que tiene_su_base_material_en mutación en el gen TBX20.
http://purl.obolibrary.org/obo/DOID_0110110,comunicación interauricular tipo 5,Una comunicación interauricular tipo 5 que tiene_su_base_material_en una mutación heterocigota en el gen ACTC1 del cromosoma 15q14.
http://purl.obolibrary.org/obo/DOID_0110111,comunicación interauricular tipo 6,Una comunicación interauricular tipo 6 que tiene_su_base_material_en una mutación heterocigota en el gen TLL1 del cromosoma 4q32.
http://purl.obolibrary.org/obo/DOID_0110112,comunicación interauricular 7,Una comunicación interauricular que tiene_su_base_material_en una mutación heterocigota en el gen NKX2-5 del cromosoma 5q35.
http://purl.obolibrary.org/obo/DOID_0110113,comunicación interauricular 8,Una comunicación interauricular que tiene_su_base_material_en una mutación heterocigota en el gen CITED2 del cromosoma 6q23.3.
http://purl.obolibrary.org/obo/DOID_0110114,comunicación interauricular 9,Una comunicación interauricular que tiene_su_base_material_en una mutación heterocigota en el gen GATA6 del cromosoma 18q11.
http://purl.obolibrary.org/obo/DOID_0110118,Amaurosis congénita de Leber 16,Una amaurosis congénita de Leber que tiene_su_base_material_en mutación en el gen KCNJ13 en el cromosoma 2q37.
http://purl.obolibrary.org/obo/DOID_0110188,Amaurosis congénita de Leber 14,Una amaurosis congénita de Leber que tiene_su_base_material_en mutación en el gen LRAT en el cromosoma 4q31.
http://purl.obolibrary.org/obo/DOID_0110189,Amaurosis congénita de Leber 15,Una amaurosis congénita de Leber que tiene_su_base_material_en mutación en el gen TULP1 en el cromosoma 6p21.3.
http://purl.obolibrary.org/obo/DOID_0110213,paladar hendido aislado,"Un paladar hendido visto como una malformación aislada, distinta del labio leporino con o sin paladar hendido."
http://purl.obolibrary.org/obo/DOID_0110214,paladar hendido blando,Paladar hendido que se caracteriza por ser una embriopatía de tipo fisurado que afecta en diversos grados al paladar blando.
http://purl.obolibrary.org/obo/DOID_0110215,amaurosis congénita de Leber 5,"Una amaurosis congénita de Leber que se caracteriza por una disfunción visual grave, nistagmo, el signo óculo digital y un fondo de ojo normal con inicio en la infancia y tiene_su_base_material_en mutación en el gen LCA5 en el cromosoma 6q14.1."
http://purl.obolibrary.org/obo/DOID_0110216,Amaurosis congénita de Leber 11,Una amaurosis congénita de Leber que tiene_su_base_material_en mutación n el gen IMPDH1 en el cromosoma 7q31.3-q32.
http://purl.obolibrary.org/obo/DOID_0110217,Amaurosis congénita de Leber 17,Una amaurosis congénita de Leber que tiene_su_base_material_en mutación en el gen GDF6 en el cromosoma 8q22.
http://purl.obolibrary.org/obo/DOID_0110291,Amaurosis congénita de Leber 10,Una amaurosis congénita de Leber que se caracteriza por una distrofia de conos y bastones de inicio infantil grave con hipermetropía alta y anomalías ERG graves y tiene_su_base_material_en mutación en el gen CEP290 del cromosoma 12q21.32.
http://purl.obolibrary.org/obo/DOID_0110329,amaurosis congénita de Leber 6,"Una amaurosis congénita de Leber que se caracteriza por fotofobia precoz, hipermetropía inferior a +7 dioptrías y agudeza visual en el rango de 20/400 hasta contar los dedos y tiene_su_base_material_en mutación en el gen RPGRIP1 en el cromosoma 14q11."
http://purl.obolibrary.org/obo/DOID_0110330,amaurosis congénita de Leber 13,"Una amaurosis congénita de Leber que se caracteriza por hipermetropía leve o ausente, mejora transitoria de la agudeza visual y atrofia macular final con progresión grave de la enfermedad y tiene_su_base_material_en la mutación del gen RDH12 en el cromosoma 14q23.3."
http://purl.obolibrary.org/obo/DOID_0110331,Amaurosis congénita de Leber 3,Una amaurosis congénita de Leber que tiene_su_base_material_en mutación en el gen SPATA7 en el cromosoma 14q31.
http://purl.obolibrary.org/obo/DOID_0110332,amaurosis congénita de Leber 4,"Una amaurosis congénita de Leber que se caracteriza por un fenotipo relativamente grave, con maculopatía y retinopatía pigmentaria óseo-espicular marcada en la mayoría y queratocono y catarata en un gran subconjunto y que tiene_su_base_material_en mutación en el gen AIPL1 del cromosoma 17p13."
http://purl.obolibrary.org/obo/DOID_0110333,Amaurosis congénita de Leber 7,Una amaurosis congénita de Leber que tiene_su_base_material_en mutación en el gen CRX en el cromosoma 19q13.
http://purl.obolibrary.org/obo/DOID_0110632,Distrofia muscular congénita de tipo megaconial,Distrofia muscular congénita caracterizada por la herencia autosómica recesiva de desgaste muscular de aparición temprana y discapacidad intelectual con mitocondrias agrandadas que son más prevalentes hacia la periferia de las fibras que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen CHKB en el cromosoma 22q13.
http://purl.obolibrary.org/obo/DOID_0110633,distrofia muscular rígida espinal 1,"Distrofia muscular congénita caracterizada por agregados intrasarcoplásmicos de desmina que provocan rigidez espinal, postura anormal (limitación de la flexión del cuello y del tronco), escoliosis progresiva de la columna vertebral, debilidad muscular cervicoaxial marcada precozmente con fuerza y función relativamente preservadas de las extremidades e insuficiencia respiratoria progresiva que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen SEPN1 del cromosoma 1p36."
http://purl.obolibrary.org/obo/DOID_0110634,distrofia muscular congénita 1B,"Una distrofia muscular congénita caracterizada por la herencia autosómica recesiva de debilidad muscular proximal, hipertrofia muscular e insuficiencia respiratoria precoz que tiene_su_base_material_en la variación de la región cromosómica 1q42."
http://purl.obolibrary.org/obo/DOID_0110635,distrofia-distroglicanopatía muscular tipo B5,Una distrofia muscular congénita caracterizada por la herencia autosómica recesiva de la distrofia muscular con penetrancia variable de la discapacidad intelectual y anomalías estructurales del cerebro que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen FKRP en el cromosoma 19q13.3.
http://purl.obolibrary.org/obo/DOID_0110636,distrofia muscular congénita por déficit de merosina 1A,Una distrofia muscular congénita caracterizada por la herencia autosómica recesiva de debilidad muscular que se manifiesta al nacer o en los primeros 6 meses de vida y el desarrollo frecuente de anomalías periventriculares de la sustancia blanca que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen LAMA2 del cromosoma 6q22.
http://purl.obolibrary.org/obo/DOID_0110637,distrofia muscular-distroglicanopatía tipo B6,Una distrofia muscular congénita caracterizada por la herencia autosómica recesiva de la distrofia muscular con retraso mental y anomalías cerebrales estructurales que tiene_su_base_material_en la mutación homocigota o heterocigota compuesta en el gen LARGE en el cromosoma 22q12.
http://purl.obolibrary.org/obo/DOID_0110668,síndrome miasténico congénito 10,Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de un defecto postsináptico que afecta al mantenimiento de la placa terminal de la NMJ y el desarrollo de debilidad de la cintura de las extremidades en la primera década de la vida que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen DOK7 del cromosoma 4p16.3.
http://purl.obolibrary.org/obo/DOID_0110639,distrofia muscular congénita por deficiencia de integrina alfa-7,Una distrofia muscular congénita caracterizada por una herencia autosómica recesiva que tiene_su_base_material_en una mutación heterocigota compuesta en el gen ITGA7 del cromosoma 12q13.
http://purl.obolibrary.org/obo/DOID_0110640,distrofia muscular congénita debida a la mutación del gen LMNA,Una distrofia muscular congénita caracterizada por una herencia autosómica dominante que tiene_su_base_material_en una mutación heterocigota en el gen LMNA en el cromosoma 1q22.
http://purl.obolibrary.org/obo/DOID_0110657,síndrome miasténico congénito 8,Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de defectos prominentes de las regiones pre y postsináptica y debilidad muscular que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen AGRN del cromosoma 1p.
http://purl.obolibrary.org/obo/DOID_0110658,síndrome miasténico congénito 15,Un síndrome miasténico congénito caracterizado por la aparición de debilidad muscular proximal fatigable progresiva en la infancia que tiene_su_base_material_en mutación heterocigota compuesta en el gen ALG14 en el cromosoma 1p21.
http://purl.obolibrary.org/obo/DOID_0110659,síndrome miasténico congénito 7,Síndrome miasténico congénito caracterizado por la herencia autosómica dominante de defectos presinápticos con inicio de los síntomas en la primera infancia que tiene_su_base_material_en mutación heterocigota en el gen SYT2 del cromosoma 1q32.
http://purl.obolibrary.org/obo/DOID_0110660,síndrome miasténico congénito 12,Síndrome miasténico congénito caracterizado por una herencia autosómica recesiva de aparición de debilidad muscular proximal en la primera década que generalmente responde bien al tratamiento con inhibidores de la acetilcolinesterasa que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen GFPT1 del cromosoma 2p13.
http://purl.obolibrary.org/obo/DOID_0110661,síndrome miasténico congénito 20,Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de hipotonía grave asociada a apnea episódica que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen SLC5A7 del cromosoma 2q12.
http://purl.obolibrary.org/obo/DOID_0110662,síndrome miasténico congénito 1B,Un síndrome miasténico congénito caracterizado por defectos en las uniones neuromusculares postsinápticas con debilidad muscular progresiva de aparición temprana que tiene_su_base_material_en mutación en el gen CHRNA1 del cromosoma 2q.
http://purl.obolibrary.org/obo/DOID_0110663,síndrome miasténico congénito 1A,Síndrome miasténico congénito caracterizado por una herencia predominantemente autosómica dominante de defectos en las uniones neuromusculares postsinápticas y debilidad muscular progresiva de aparición temprana que tiene_su_base_material_en mutación en el gen CHRNA1 del cromosoma 2q.
http://purl.obolibrary.org/obo/DOID_0110664,síndrome miasténico congénito 3C,"Un síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de defectos de la unión neuromuscular postsináptica, baja amplitud del potencial y corriente de la placa terminal en miniatura y debilidad muscular de aparición temprana que tiene_su_base_material_en mutación heterocigota compuesta en el gen CHRND en el cromosoma 2q37."
http://purl.obolibrary.org/obo/DOID_0110665,síndrome miasténico congénito 3B,Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de defectos postsinápticos de la unión neuromuscular que provocan un rápido decaimiento de la corriente de la placa terminal y una incapacidad para alcanzar el umbral de despolarización y debilidad muscular progresiva de aparición precoz que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen CHRND del cromosoma 2q37.
http://purl.obolibrary.org/obo/DOID_0110666,síndrome miasténico congénito 3A,Un síndrome miasténico congénito caracterizado por la herencia autosómica dominante de defectos postsinápticos de la unión neuromuscular que dan lugar a corrientes sinápticas prolongadas y debilidad muscular progresiva de aparición temprana que tiene_su_base_material_en mutación heterocigota en el gen CHRND en el cromosoma 2q37.
http://purl.obolibrary.org/obo/DOID_0110667,síndrome miasténico congénito 5,Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de un defecto en la sinapsis de la unión neuromuscular que provoca corrientes sinápticas y potenciales de acción prolongados y que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen COLQ del cromosoma 3p25.
http://purl.obolibrary.org/obo/DOID_0110669,síndrome miasténico congénito 14,Síndrome miasténico congénito caracterizado por una herencia autosómica recesiva de desarrollo lentamente progresivo de debilidad muscular en las cinturas de las extremidades con inicio en la primera infancia que tiene_su_base_material_en una mutación homocigota en el gen ALG2 en el cromosoma 9q22.
http://purl.obolibrary.org/obo/DOID_0110670,síndrome miasténico congénito 9,"Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de defectos en las uniones neuromusculares postsinápticas, amplitud reducida del potencial de la placa terminal en miniatura, debilidad muscular proximal e insuficiencia respiratoria episódica que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen MUSK del cromosoma 9q31."
http://purl.obolibrary.org/obo/DOID_0110671,síndrome miasténico congénito 6,Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de un defecto presináptico que provoca la aparición de debilidad muscular en la infancia o la niñez temprana y una tendencia a sufrir episodios apneicos repentinos que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen CHAT del cromosoma 10q.
http://purl.obolibrary.org/obo/DOID_0110672,síndrome miasténico congénito 21,"Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de hipotonía, apneas y dificultades de alimentación que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen SLC18A3 del cromosoma 10q11."
http://purl.obolibrary.org/obo/DOID_0110673,síndrome miasténico congénito 19,"Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de defectos en la unión neuromuscular que provocan debilidad muscular generalizada, intolerancia al ejercicio e insuficiencia respiratoria que tiene_su_base_material_en una mutación homocigota en el gen COL13A1 del cromosoma 10q22."
http://purl.obolibrary.org/obo/DOID_0110674,síndrome miasténico congénito 17,Un síndrome miasténico congénito que tiene_su_base_material_en mutación heterocigota compuesta en el gen LRP4 en el cromosoma 11p11.
http://purl.obolibrary.org/obo/DOID_0110675,síndrome miasténico congénito 11,Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de baja amplitud del potencial de la placa terminal en miniatura y corriente resultante de la deficiencia del receptor de acetilcolina (AChR) en la placa terminal que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen RAPSN en el cromosoma 11p11.
http://purl.obolibrary.org/obo/DOID_0110676,síndrome miasténico congénito 13,"Un síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de debilidad muscular proximal, respuesta decremental a la estimulación nerviosa repetida en estudios EMG y respuesta favorable a los inhibidores de la acetilcolinesterasa que tiene_su_base_material_en mutación heterocigota compuesta en el gen DPAGT1 del cromosoma 11q23."
http://purl.obolibrary.org/obo/DOID_0110677,síndrome miasténico congénito 4B,"Un síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de defectos postsinápticos de la unión neuromuscular, debilidad muscular progresiva de aparición temprana y anomalías cinéticas del canal AChR que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen CHRNE del cromosoma 17p13."
http://purl.obolibrary.org/obo/DOID_0110678,síndrome miasténico congénito 4A,"Síndrome miasténico congénito caracterizado por defectos postsinápticos de la unión neuromuscular, debilidad muscular progresiva de aparición temprana y apertura y actividad prolongadas del canal receptor de acetilcolina que tiene_su_base_material_en mutación heterocigótica o raramente bialélica en el gen CHRNE del cromosoma 17p13."
http://purl.obolibrary.org/obo/DOID_0110679,síndrome miasténico congénito 4C,"Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de defectos postsinápticos de la unión neuromuscular, debilidad muscular de aparición precoz y baja amplitud del potencial y corriente miniatura de la placa terminal que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen CHRNE del cromosoma 17p13."
http://purl.obolibrary.org/obo/DOID_0110680,síndrome miasténico congénito 2C,"Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de defectos postsinápticos de la unión neuromuscular, debilidad muscular de aparición precoz y baja amplitud del potencial y corriente miniatura de la placa terminal que tiene_su_base_material_en mutación heterocigota compuesta en el gen CHRNB1 del cromosoma 17p13."
http://purl.obolibrary.org/obo/DOID_0110681,síndrome miasténico congénito 2A,"Un síndrome miasténico congénito caracterizado por la herencia autosómica dominante de defectos postsinápticos de la unión neuromuscular, debilidad muscular progresiva de aparición temprana y apertura y actividad prolongadas del canal receptor de acetilcolina que tiene_su_base_material_en mutación heterocigota en el gen CHRNB1 del cromosoma 17p13."
http://purl.obolibrary.org/obo/DOID_0110682,síndrome miasténico congénito 16,Un síndrome miasténico congénito que tiene_su_base_material_en una mutación heterocigota u homocigota en el gen SCN4A en el cromosoma 17q23.
http://purl.obolibrary.org/obo/DOID_0110683,síndrome miasténico congénito 18,"Síndrome miasténico congénito caracterizado por la herencia autosómica dominante de defectos presinápticos de la unión neuromuscular, debilidad muscular de aparición precoz, fatigabilidad fácil, retraso del desarrollo psicomotor y ataxia que tiene_su_base_material_en mutación heterocigota en el gen SNAP25 del cromosoma 20p11."
http://purl.obolibrary.org/obo/DOID_0110711,hipotricosis congénita con distrofia macular juvenil,Una hipotricosis que tiene_su_base_material_en una mutación autosómica recesiva del gen CDH3 en el cromosoma 16q22.1.
http://purl.obolibrary.org/obo/DOID_0110712,enfermedad de Oguchi-1,"Una ceguera nocturna estacionaria congénita caracterizada por ceguera nocturna estática congénita, una decoloración dorada o gris-blanquecina del fondo de ojo que desaparece en el estado de adaptación a la oscuridad y un funcionamiento típicamente normal de todas las demás funciones visuales que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen SAG del cromosoma 2q37."
http://purl.obolibrary.org/obo/DOID_0110713,enfermedad de Oguchi-2,"Una ceguera nocturna estacionaria congénita caracterizada por ceguera nocturna estática congénita, una decoloración dorada o gris-blanquecina del fondo de ojo que desaparece en el estado de adaptación a la oscuridad y un funcionamiento típicamente normal de todas las demás funciones visuales que tiene_su_base_material_en una mutación homocigota en el gen GRK1 del cromosoma 13q34."
http://purl.obolibrary.org/obo/DOID_0110714,ceguera nocturna estacionaria congénita 1G,Una ceguera nocturna estacionaria congénita caracterizada por una herencia autosómica recesiva que tiene_su_base_material_en una mutación homocigota en el gen GNAT1 del cromosoma 3p21.
http://purl.obolibrary.org/obo/DOID_0110715,ceguera nocturna estacionaria congénita autosómica dominante 3,Una ceguera nocturna estacionaria congénita caracterizada por una herencia autosómica dominante que tiene_su_base_material_en una mutación heterocigota en el gen GNAT1 en el cromosoma 3p21.
http://purl.obolibrary.org/obo/DOID_0110862,ceguera nocturna estacionaria congénita autosómica dominante 1,Una ceguera nocturna estacionaria congénita caracterizada por una herencia autosómica dominante que tiene_su_base_material_en mutaciones en el gen RHO del cromosoma 3q22.1.
http://purl.obolibrary.org/obo/DOID_0110863,ceguera nocturna estacionaria congénita autosómica dominante 2,Una ceguera nocturna estacionaria congénita caracterizada por una herencia autosómica dominante que tiene_su_base_material_en una mutación heterocigota en el gen PDE6B del cromosoma 4p16.
http://purl.obolibrary.org/obo/DOID_0110864,ceguera nocturna estacionaria congénita 1F,Una ceguera nocturna estacionaria congénita caracterizada por una herencia autosómica recesiva que tiene_su_base_material_en una mutación heterocigota compuesta en el gen LRIT3 del cromosoma 4q25.
http://purl.obolibrary.org/obo/DOID_0110865,ceguera nocturna estacionaria congénita 1B,Una ceguera nocturna estacionaria congénita caracterizada por una herencia autosómica recesiva que tiene_su_base_material_en mutación en el gen GRM6 del cromosoma 5q35.
http://purl.obolibrary.org/obo/DOID_0110866,ceguera nocturna estacionaria congénita 1H,Una ceguera nocturna estacionaria congénita caracterizada por una herencia autosómica recesiva que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen GNB3 del cromosoma 12p13.
http://purl.obolibrary.org/obo/DOID_0110867,ceguera nocturna estacionaria congénita 1C,Una ceguera nocturna estacionaria congénita caracterizada por autosómica recesiva que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen TRPM1 en el cromosoma 15q13-q14.
http://purl.obolibrary.org/obo/DOID_0110868,ceguera nocturna estacionaria congénita 1D,Una ceguera nocturna estacionaria congénita caracterizada por una herencia autosómica recesiva que tiene_su_base_material_en una mutación homocigota en el gen SLC24A1 del cromosoma 15q22.
http://purl.obolibrary.org/obo/DOID_0110869,ceguera nocturna estacionaria congénita 1E,Una ceguera nocturna estacionaria congénita caracterizada por una herencia autosómica recesiva que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen GPR179 del cromosoma 17q12.
http://purl.obolibrary.org/obo/DOID_0110870,ceguera nocturna estacionaria congénita 1A,Una ceguera nocturna estacionaria congénita que tiene_su_base_material_en mutación en el gen NYX en el cromosoma Xp11.4.
http://purl.obolibrary.org/obo/DOID_0110871,ceguera nocturna estacionaria congénita 2A,Una ceguera nocturna estacionaria congénita que tiene_su_base_material_en mutación en el gen CACNA1F en el cromosoma Xp11.23.
http://purl.obolibrary.org/obo/DOID_0110872,holoprosencefalia 2,Una holoprosencefalia que tiene_su_base_material_en mutación en el gen SIX3 que contiene homeobox en el cromosoma 2p21.
http://purl.obolibrary.org/obo/DOID_4621,holoprosencefalia,Anomalía congénita del sistema nervioso caracterizada por una separación fallida o incompleta del cerebro anterior al principio de la gestación ;que se acompaña de un espectro de anomalías craneofaciales características.
http://purl.obolibrary.org/obo/DOID_0110873,holoprosencefalia 9,Una holoprosencefalia que tiene_su_base_material_en una mutación heterocigota en el gen GLI2 del cromosoma 2q14.
http://purl.obolibrary.org/obo/DOID_0110874,holoprosencefalia 6,Una holoprosencefalia que tiene_su_base_material_en la variación de la región cromosómica 2q37.1-q37.3.
http://purl.obolibrary.org/obo/DOID_0110875,holoprosencefalia 3,Una holoprosencefalia que tiene_su_base_material_en una mutación heterocigota en el gen SHH del cromosoma 7q36.
http://purl.obolibrary.org/obo/DOID_0110876,holoprosencefalia 7,Una holoprosencefalia que tiene_su_base_material_en una mutación heterocigota en el gen PTCH1 del cromosoma 9q22.
http://purl.obolibrary.org/obo/DOID_0110877,holoprosencefalia 11,Una holoprosencefalia que tiene_su_base_material_en una mutación heterocigota en el gen CDON del cromosoma 11q24.
http://purl.obolibrary.org/obo/DOID_0110878,holoprosencefalia 5,Una holoprosencefalia que tiene_su_base_material_en una mutación heterocigota en el gen ZIC2 del cromosoma 13q32.
http://purl.obolibrary.org/obo/DOID_0110879,holoprosencefalia 8,Una holoprosencefalia que tiene_su_base_material_en la variación de la región cromosómica 14q13.
http://purl.obolibrary.org/obo/DOID_0110880,holoprosencefalia 4,Una holoprosencefalia que tiene_su_base_material_en una mutación heterocigota en el gen TGIF del cromosoma 18p11.
http://purl.obolibrary.org/obo/DOID_0110881,holoprosencefalia 1,Una holoprosencefalia que tiene_su_base_material_en la variación de la región cromosómica 21q22.3.
http://purl.obolibrary.org/obo/DOID_0110916,esferocitosis hereditaria tipo 1,Una esferocitosis hereditaria que tiene_su_base_material_en una mutación autosómica dominante del gen ANK1 en el cromosoma 8p11.21.
http://purl.obolibrary.org/obo/DOID_12971,esferocitosis hereditaria,"Anemia hemolítica congénita caracterizada por la producción de glóbulos rojos con forma de esfera, en lugar de la forma normal de disco bicóncavo."
http://purl.obolibrary.org/obo/DOID_0110917,esferocitosis hereditaria tipo 2,Una esferocitosis hereditaria que tiene_su_base_material_en una mutación autosómica dominante del gen SPTB en el cromosoma 14q23.3.
