class,label,definition,clase,etiqueta,definición,class_match
http://purl.obolibrary.org/obo/DOID_0110639,congenital muscular dystrophy due to integrin alpha-7 deficiency,A congenital muscular dystrophy characterized by autosomal recessive inheritance that has_material_basis_in compound heterozygous mutation in the ITGA7 gene on chromosome 12q13.,http://purl.obolibrary.org/obo/DOID_0110639,distrofia muscular congénita por deficiencia de integrina alfa-7,Una distrofia muscular congénita caracterizada por una herencia autosómica recesiva que tiene_su_base_material_en una mutación heterocigota compuesta en el gen ITGA7 del cromosoma 12q13.,TRUE
http://purl.obolibrary.org/obo/DOID_0110640,congenital muscular dystrophy due to LMNA mutation,A congenital muscular dystrophy characterized by autosomal dominant inheritance that has_material_basis_in heterozygous mutation in the LMNA gene on chromosome 1q22.,http://purl.obolibrary.org/obo/DOID_0110640,distrofia muscular congénita debida a la mutación del gen LMNA,Una distrofia muscular congénita caracterizada por una herencia autosómica dominante que tiene_su_base_material_en una mutación heterocigota en el gen LMNA en el cromosoma 1q22.,TRUE
http://purl.obolibrary.org/obo/DOID_0110657,congenital myasthenic syndrome 8,A congenital myasthenic syndrome characterized by autosomal recessive inheritance of prominent defects of both the pre- and postsynaptic regions and muscle weakness that has_material_basis_in homozygous or compound heterozygous mutation in the AGRN gene on chromosome 1p.,http://purl.obolibrary.org/obo/DOID_0110657,síndrome miasténico congénito 8,Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de defectos prominentes de las regiones pre y postsináptica y debilidad muscular que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen AGRN del cromosoma 1p.,TRUE
http://purl.obolibrary.org/obo/DOID_0110658,congenital myasthenic syndrome 15,A congenital myasthenic syndrome characterized by onset of progressive fatigable proximal muscle weakness in childhood that has_material_basis_in compound heterozygous mutation in the ALG14 gene on chromosome 1p21.,http://purl.obolibrary.org/obo/DOID_0110658,síndrome miasténico congénito 15,Un síndrome miasténico congénito caracterizado por la aparición de debilidad muscular proximal fatigable progresiva en la infancia que tiene_su_base_material_en mutación heterocigota compuesta en el gen ALG14 en el cromosoma 1p21.,TRUE
http://purl.obolibrary.org/obo/DOID_0110659,congenital myasthenic syndrome 7,A congenital myasthenic syndrome characterized by autosomal dominant inheritance of presynaptic defects with onset of symptoms in early childhood that has_material_basis_in heterozygous mutation in the SYT2 gene on chromosome 1q32.,http://purl.obolibrary.org/obo/DOID_0110659,síndrome miasténico congénito 7,Síndrome miasténico congénito caracterizado por la herencia autosómica dominante de defectos presinápticos con inicio de los síntomas en la primera infancia que tiene_su_base_material_en mutación heterocigota en el gen SYT2 del cromosoma 1q32.,TRUE
http://purl.obolibrary.org/obo/DOID_0110660,congenital myasthenic syndrome 12,A congenital myasthenic syndrome characterized by autosomal recessive inheritance of onset of proximal muscle weakness in the first decade that generally responds well to acetylcholinesterase inhibitor treatment that has_material_basis_in homozygous or compound heterozygous mutation in the GFPT1 gene on chromosome 2p13.,http://purl.obolibrary.org/obo/DOID_0110660,síndrome miasténico congénito 12,Síndrome miasténico congénito caracterizado por una herencia autosómica recesiva de aparición de debilidad muscular proximal en la primera década que generalmente responde bien al tratamiento con inhibidores de la acetilcolinesterasa que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen GFPT1 del cromosoma 2p13.,TRUE
http://purl.obolibrary.org/obo/DOID_0110661,congenital myasthenic syndrome 20,A congenital myasthenic syndrome characterized by autosomal recessive inheritance of severe hypotonia associated with episodic apnea that has_material_basis_in homozygous or compound heterozygous mutation in the SLC5A7 gene on chromosome 2q12.,http://purl.obolibrary.org/obo/DOID_0110661,síndrome miasténico congénito 20,Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de hipotonía grave asociada a apnea episódica que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen SLC5A7 del cromosoma 2q12.,TRUE
http://purl.obolibrary.org/obo/DOID_0110662,congenital myasthenic syndrome 1B,A congenital myasthenic syndrome characterized by defects in postsynaptic neuromuscular junctions with early-onset progressive muscle weakness that has_material_basis_in mutation in the CHRNA1 gene on chromosome 2q.,http://purl.obolibrary.org/obo/DOID_0110662,síndrome miasténico congénito 1B,Un síndrome miasténico congénito caracterizado por defectos en las uniones neuromusculares postsinápticas con debilidad muscular progresiva de aparición temprana que tiene_su_base_material_en mutación en el gen CHRNA1 del cromosoma 2q.,TRUE
http://purl.obolibrary.org/obo/DOID_0110663,congenital myasthenic syndrome 1A,A congenital myasthenic syndrome characterized by predominantly autosomal dominant inheritance of defects in postsynaptic neuromuscular junctions and early-onset progressive muscle weakness that has_material_basis_in mutation in the CHRNA1 gene on chromosome 2q.,http://purl.obolibrary.org/obo/DOID_0110663,síndrome miasténico congénito 1A,Síndrome miasténico congénito caracterizado por una herencia predominantemente autosómica dominante de defectos en las uniones neuromusculares postsinápticas y debilidad muscular progresiva de aparición temprana que tiene_su_base_material_en mutación en el gen CHRNA1 del cromosoma 2q.,TRUE
http://purl.obolibrary.org/obo/DOID_0110664,congenital myasthenic syndrome 3C,"A congenital myasthenic syndrome characterized by autosomal recessive inheritance of postsynaptic neuromuscular junction defects, low amplitude of the miniature endplate potential and current, and early-onset muscle weakness that has_material_basis_in compound heterozygous mutation in the CHRND gene on chromosome 2q37.",http://purl.obolibrary.org/obo/DOID_0110664,síndrome miasténico congénito 3C,"Un síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de defectos de la unión neuromuscular postsináptica, baja amplitud del potencial y corriente de la placa terminal en miniatura y debilidad muscular de aparición temprana que tiene_su_base_material_en mutación heterocigota compuesta en el gen CHRND en el cromosoma 2q37.",TRUE
http://purl.obolibrary.org/obo/DOID_0110665,congenital myasthenic syndrome 3B,A congenital myasthenic syndrome characterized by autosomal recessive inheritance of postsynaptic neuromuscular junction defects resulting in rapid decay in endplate current and a failure to reach the threshold for depolarization and early onset progressive muscular weakness that has_material_basis_in homozygous or compound heterozygous mutation in the CHRND gene on chromosome 2q37.,http://purl.obolibrary.org/obo/DOID_0110665,síndrome miasténico congénito 3B,Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de defectos postsinápticos de la unión neuromuscular que provocan un rápido decaimiento de la corriente de la placa terminal y una incapacidad para alcanzar el umbral de despolarización y debilidad muscular progresiva de aparición precoz que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen CHRND del cromosoma 2q37.,TRUE
http://purl.obolibrary.org/obo/DOID_0110666,congenital myasthenic syndrome 3A,A congenital myasthenic syndrome characterized by autosomal dominant inheritance of postsynaptic neuromuscular junction defects resulting in prolonged synaptic currents and early-onset progressive muscle weakness that has_material_basis_in heterozygous mutation in the CHRND gene on chromosome 2q37.,http://purl.obolibrary.org/obo/DOID_0110666,síndrome miasténico congénito 3A,Un síndrome miasténico congénito caracterizado por la herencia autosómica dominante de defectos postsinápticos de la unión neuromuscular que dan lugar a corrientes sinápticas prolongadas y debilidad muscular progresiva de aparición temprana que tiene_su_base_material_en mutación heterocigota en el gen CHRND en el cromosoma 2q37.,TRUE
http://purl.obolibrary.org/obo/DOID_0110667,congenital myasthenic syndrome 5,A congenital myasthenic syndrome characterized by autosomal recessive inheritance of a defect within the synapse at the neuromuscular junction resulting in prolonged synaptic currents and action potentials that has_material_basis_in homozygous or compound heterozygous mutation in the COLQ gene on chromosome 3p25.,http://purl.obolibrary.org/obo/DOID_0110667,síndrome miasténico congénito 5,Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de un defecto en la sinapsis de la unión neuromuscular que provoca corrientes sinápticas y potenciales de acción prolongados y que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen COLQ del cromosoma 3p25.,TRUE
http://purl.obolibrary.org/obo/DOID_0110669,congenital myasthenic syndrome 14,A congenital myasthenic syndrome characterized by autosomal recessive inheritance of slowly progressive development of limb-girdle muscle weakness with onset in early childhood that has_material_basis_in homozygous mutation in the ALG2 gene on chromosome 9q22.,http://purl.obolibrary.org/obo/DOID_0110669,síndrome miasténico congénito 14,Síndrome miasténico congénito caracterizado por una herencia autosómica recesiva de desarrollo lentamente progresivo de debilidad muscular en las cinturas de las extremidades con inicio en la primera infancia que tiene_su_base_material_en una mutación homocigota en el gen ALG2 en el cromosoma 9q22.,TRUE
http://purl.obolibrary.org/obo/DOID_0110670,congenital myasthenic syndrome 9,"A congenital myasthenic syndrome characterized by autosomal recessive inheritance of defects in postsynaptic neuromuscular junctions, reduced miniature endplate potential amplitude, proximal muscle weakness and episodic respiratory insufficiency that has_material_basis_in homozygous or compound heterozygous mutation in the MUSK gene on chromosome 9q31.",http://purl.obolibrary.org/obo/DOID_0110670,síndrome miasténico congénito 9,"Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de defectos en las uniones neuromusculares postsinápticas, amplitud reducida del potencial de la placa terminal en miniatura, debilidad muscular proximal e insuficiencia respiratoria episódica que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen MUSK del cromosoma 9q31.",TRUE
http://purl.obolibrary.org/obo/DOID_0110671,congenital myasthenic syndrome 6,A congenital myasthenic syndrome characterized by autosomal recessive inheritance of a presynaptic defect resulting in onset of muscle weakeness in infancy or early childhood and a tendency to have sudden apneic episodes that has_material_basis_in homozygous or compound heterozygous mutation in the CHAT gene on chromosome 10q.,http://purl.obolibrary.org/obo/DOID_0110671,síndrome miasténico congénito 6,Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de un defecto presináptico que provoca la aparición de debilidad muscular en la infancia o la niñez temprana y una tendencia a sufrir episodios apneicos repentinos que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen CHAT del cromosoma 10q.,TRUE
http://purl.obolibrary.org/obo/DOID_0110672,congenital myasthenic syndrome 21,"A congenital myasthenic syndrome characterized by autosomal recessive inheritance of hypotonia, apneas, and feeding difficulties that has_material_basis_in homozygous or compound heterozygous mutation in the SLC18A3 gene on chromosome 10q11.",http://purl.obolibrary.org/obo/DOID_0110672,síndrome miasténico congénito 21,"Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de hipotonía, apneas y dificultades de alimentación que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen SLC18A3 del cromosoma 10q11.",TRUE
http://purl.obolibrary.org/obo/DOID_0110673,congenital myasthenic syndrome 19,"A congenital myasthenic syndrome characterized by autosomal recessive inheritance of defects in the neuromuscular junction resulting in generalized muscle weakness, exercise intolerance, and respiratory insufficiency that has_material_basis_in homozygous mutation in the COL13A1 gene on chromosome 10q22.",http://purl.obolibrary.org/obo/DOID_0110673,síndrome miasténico congénito 19,"Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de defectos en la unión neuromuscular que provocan debilidad muscular generalizada, intolerancia al ejercicio e insuficiencia respiratoria que tiene_su_base_material_en una mutación homocigota en el gen COL13A1 del cromosoma 10q22.",TRUE
http://purl.obolibrary.org/obo/DOID_0110674,congenital myasthenic syndrome 17,A congenital myasthenic syndrome that has_material_basis_in compound heterozygous mutation in the LRP4 gene on chromosome 11p11.,http://purl.obolibrary.org/obo/DOID_0110674,síndrome miasténico congénito 17,Un síndrome miasténico congénito que tiene_su_base_material_en mutación heterocigota compuesta en el gen LRP4 en el cromosoma 11p11.,TRUE
http://purl.obolibrary.org/obo/DOID_0110675,congenital myasthenic syndrome 11,A congenital myasthenic syndrome characterized by autosomal recessive inheritance of low amplitude of the miniature endplate potential and current resulting from deficiency of Acetylcholine Receptor (AChR) at the endplate that has_material_basis_in homozygous or compound heterozygous mutation in the RAPSN gene on chromosome 11p11.,http://purl.obolibrary.org/obo/DOID_0110675,síndrome miasténico congénito 11,Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de baja amplitud del potencial de la placa terminal en miniatura y corriente resultante de la deficiencia del receptor de acetilcolina (AChR) en la placa terminal que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen RAPSN en el cromosoma 11p11.,TRUE
http://purl.obolibrary.org/obo/DOID_0110676,congenital myasthenic syndrome 13,"A congenital myasthenic syndrome characterized by autosomal recessive inheritance of proximal muscle weakness, decremental response to repeated nerve stimulation in EMG studies, and favorable response to acetylcholinesterase inhibitors that has_material_basis_in compound heterozygous mutation in the DPAGT1 gene on chromosome 11q23.",http://purl.obolibrary.org/obo/DOID_0110676,síndrome miasténico congénito 13,"Un síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de debilidad muscular proximal, respuesta decremental a la estimulación nerviosa repetida en estudios EMG y respuesta favorable a los inhibidores de la acetilcolinesterasa que tiene_su_base_material_en mutación heterocigota compuesta en el gen DPAGT1 del cromosoma 11q23.",TRUE
http://purl.obolibrary.org/obo/DOID_0110677,congenital myasthenic syndrome 4B,"A congenital myasthenic syndrome characterized by autosomal recessive inheritance of postsynaptic neuromuscular junction defects, early-onset progressive muscle weakness, and kinetic abnormalities of the AChR channel that has_material_basis_in homozygous or compound heterozygous mutation in the CHRNE gene on chromosome 17p13.",http://purl.obolibrary.org/obo/DOID_0110677,síndrome miasténico congénito 4B,"Un síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de defectos postsinápticos de la unión neuromuscular, debilidad muscular progresiva de aparición temprana y anomalías cinéticas del canal AChR que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen CHRNE del cromosoma 17p13.",TRUE
http://purl.obolibrary.org/obo/DOID_0110678,congenital myasthenic syndrome 4A,"A congenital myasthenic syndrome characterized by postsynaptic neuromuscular junction defects, early-onset progressive muscle weakness, and prolonged opening and activity of the acetylcholine receptor channel that has_material_basis_in heterozygous or rarely biallelic mutation in the CHRNE gene on chromosome 17p13.",http://purl.obolibrary.org/obo/DOID_0110678,síndrome miasténico congénito 4A,"Síndrome miasténico congénito caracterizado por defectos postsinápticos de la unión neuromuscular, debilidad muscular progresiva de aparición temprana y apertura y actividad prolongadas del canal receptor de acetilcolina que tiene_su_base_material_en mutación heterocigótica o raramente bialélica en el gen CHRNE del cromosoma 17p13.",TRUE
http://purl.obolibrary.org/obo/DOID_0110679,congenital myasthenic syndrome 4C,"A congenital myasthenic syndrome characterized by autosomal recessive inheritance of postsynaptic neuromuscular junction defects, early-onset muscle weakness, and low amplitude of the miniature endplate potential and current that has_material_basis_in homozygous or compound heterozygous mutation in the CHRNE gene on chromosome 17p13.",http://purl.obolibrary.org/obo/DOID_0110679,síndrome miasténico congénito 4C,"Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de defectos postsinápticos de la unión neuromuscular, debilidad muscular de aparición precoz y baja amplitud del potencial y corriente miniatura de la placa terminal que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen CHRNE del cromosoma 17p13.",TRUE
http://purl.obolibrary.org/obo/DOID_0110680,congenital myasthenic syndrome 2C,"A congenital myasthenic syndrome characterized by autosomal recessive inheritance of postsynaptic neuromuscular junction defects, early-onset muscle weakness, and low amplitude of the miniature endplate potential and current that has_material_basis_in compound heterozygous mutation in the CHRNB1 gene on chromosome 17p13.",http://purl.obolibrary.org/obo/DOID_0110680,síndrome miasténico congénito 2C,"Síndrome miasténico congénito caracterizado por la herencia autosómica recesiva de defectos postsinápticos de la unión neuromuscular, debilidad muscular de aparición precoz y baja amplitud del potencial y corriente miniatura de la placa terminal que tiene_su_base_material_en mutación heterocigota compuesta en el gen CHRNB1 del cromosoma 17p13.",TRUE
http://purl.obolibrary.org/obo/DOID_0110681,congenital myasthenic syndrome 2A,"A congenital myasthenic syndrome characterized by autosomal dominant inheritance of postsynaptic neuromuscular junction defects, early-onset progressive muscle weakness, and prolonged opening and activity of the acetylcholine receptor channel that has_material_basis_in heterozygous mutation in the CHRNB1 gene on chromosome 17p13.",http://purl.obolibrary.org/obo/DOID_0110681,síndrome miasténico congénito 2A,"Un síndrome miasténico congénito caracterizado por la herencia autosómica dominante de defectos postsinápticos de la unión neuromuscular, debilidad muscular progresiva de aparición temprana y apertura y actividad prolongadas del canal receptor de acetilcolina que tiene_su_base_material_en mutación heterocigota en el gen CHRNB1 del cromosoma 17p13.",TRUE
http://purl.obolibrary.org/obo/DOID_0110682,congenital myasthenic syndrome 16,A congenital myasthenic syndrome that has_material_basis_in heterozygous or homozygous mutation in the SCN4A gene on chromosome 17q23.,http://purl.obolibrary.org/obo/DOID_0110682,síndrome miasténico congénito 16,Un síndrome miasténico congénito que tiene_su_base_material_en una mutación heterocigota u homocigota en el gen SCN4A en el cromosoma 17q23.,TRUE
http://purl.obolibrary.org/obo/DOID_0110683,congenital myasthenic syndrome 18,"A congenital myasthenic syndrome characterized by autosomal dominant inheritance of presynaptic neuromuscular junction defects, early-onset muscle weakness, easy fatigability, delayed psychomotor development and ataxia that has_material_basis_in heterozygous mutation in the SNAP25 gene on chromosome 20p11.",http://purl.obolibrary.org/obo/DOID_0110683,síndrome miasténico congénito 18,"Síndrome miasténico congénito caracterizado por la herencia autosómica dominante de defectos presinápticos de la unión neuromuscular, debilidad muscular de aparición precoz, fatigabilidad fácil, retraso del desarrollo psicomotor y ataxia que tiene_su_base_material_en mutación heterocigota en el gen SNAP25 del cromosoma 20p11.",TRUE
http://purl.obolibrary.org/obo/DOID_0110711,congenital hypotrichosis with juvenile macular dystrophy,A hypotrichosis that has_material_basis_in a autosomal recessive mutation of the CDH3 gene on chromosome 16q22.1.,http://purl.obolibrary.org/obo/DOID_0110711,hipotricosis congénita con distrofia macular juvenil,Una hipotricosis que tiene_su_base_material_en una mutación autosómica recesiva del gen CDH3 en el cromosoma 16q22.1.,TRUE
http://purl.obolibrary.org/obo/DOID_0110712,Oguchi disease-1,"A congenital stationary night blindness characterized by congenital static night blindness, a golden or gray-white discoloration of the fundus that disappears in the dark-adapted state and typically normal function of all other visual functions that has_material_basis_in homozygous or compound heterozygous mutation in the SAG gene on chromosome 2q37.",http://purl.obolibrary.org/obo/DOID_0110712,enfermedad de Oguchi-1,"Una ceguera nocturna estacionaria congénita caracterizada por ceguera nocturna estática congénita, una decoloración dorada o gris-blanquecina del fondo de ojo que desaparece en el estado de adaptación a la oscuridad y un funcionamiento típicamente normal de todas las demás funciones visuales que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen SAG del cromosoma 2q37.",TRUE
http://purl.obolibrary.org/obo/DOID_0110713,Oguchi disease-2,"A congenital stationary night blindness characterized by congenital static night blindness, a golden or gray-white discoloration of the fundus that disappears in the dark-adapted state and typically normal function of all other visual functions that has_material_basis_in homozygous mutation in the GRK1 gene on chromosome 13q34.",http://purl.obolibrary.org/obo/DOID_0110713,enfermedad de Oguchi-2,"Una ceguera nocturna estacionaria congénita caracterizada por ceguera nocturna estática congénita, una decoloración dorada o gris-blanquecina del fondo de ojo que desaparece en el estado de adaptación a la oscuridad y un funcionamiento típicamente normal de todas las demás funciones visuales que tiene_su_base_material_en una mutación homocigota en el gen GRK1 del cromosoma 13q34.",TRUE
http://purl.obolibrary.org/obo/DOID_0110714,congenital stationary night blindness 1G,A congenital stationary night blindness characterized by autosomal recessive inheritance that has_material_basis_in homozygous mutation in the GNAT1 gene on chromosome 3p21.,http://purl.obolibrary.org/obo/DOID_0110714,ceguera nocturna estacionaria congénita 1G,Una ceguera nocturna estacionaria congénita caracterizada por una herencia autosómica recesiva que tiene_su_base_material_en una mutación homocigota en el gen GNAT1 del cromosoma 3p21.,TRUE
http://purl.obolibrary.org/obo/DOID_0110715,congenital stationary night blindness autosomal dominant 3,A congenital stationary night blindness characterized by autosomal dominant inheritance that has_material_basis_in heterozygous mutation in the GNAT1 gene on chromosome 3p21.,http://purl.obolibrary.org/obo/DOID_0110715,ceguera nocturna estacionaria congénita autosómica dominante 3,Una ceguera nocturna estacionaria congénita caracterizada por una herencia autosómica dominante que tiene_su_base_material_en una mutación heterocigota en el gen GNAT1 en el cromosoma 3p21.,TRUE
http://purl.obolibrary.org/obo/DOID_0110862,congenital stationary night blindness autosomal dominant 1,A congenital stationary night blindness characterized by autosomal dominant inheritance that has_material_basis_in mutations in the RHO gene on chromosome 3q22.1.,http://purl.obolibrary.org/obo/DOID_0110862,ceguera nocturna estacionaria congénita autosómica dominante 1,Una ceguera nocturna estacionaria congénita caracterizada por una herencia autosómica dominante que tiene_su_base_material_en mutaciones en el gen RHO del cromosoma 3q22.1.,TRUE
http://purl.obolibrary.org/obo/DOID_0110863,congenital stationary night blindness autosomal dominant 2,A congenital stationary night blindness characterized by autosomal dominant inhertance that has_material_basis_in heterozygous mutation in the PDE6B gene on chromosome 4p16.,http://purl.obolibrary.org/obo/DOID_0110863,ceguera nocturna estacionaria congénita autosómica dominante 2,Una ceguera nocturna estacionaria congénita caracterizada por una herencia autosómica dominante que tiene_su_base_material_en una mutación heterocigota en el gen PDE6B del cromosoma 4p16.,TRUE
http://purl.obolibrary.org/obo/DOID_0110864,congenital stationary night blindness 1F,A congenital stationary night blindness characterized by autosomal recessive inheritance that has_material_basis_in compound heterozygous mutation in the LRIT3 gene on chromosome 4q25.,http://purl.obolibrary.org/obo/DOID_0110864,ceguera nocturna estacionaria congénita 1F,Una ceguera nocturna estacionaria congénita caracterizada por una herencia autosómica recesiva que tiene_su_base_material_en una mutación heterocigota compuesta en el gen LRIT3 del cromosoma 4q25.,TRUE
http://purl.obolibrary.org/obo/DOID_0110865,congenital stationary night blindness 1B,A congenital stationary night blindness characterized by autosomal recessive inheritance that has_material_basis_in mutation in the GRM6 gene on chromosome 5q35.,http://purl.obolibrary.org/obo/DOID_0110865,ceguera nocturna estacionaria congénita 1B,Una ceguera nocturna estacionaria congénita caracterizada por una herencia autosómica recesiva que tiene_su_base_material_en mutación en el gen GRM6 del cromosoma 5q35.,TRUE
http://purl.obolibrary.org/obo/DOID_0110866,congenital stationary night blindness 1H,A congenital stationary night blindness characterized by autosomal recessive inheritance that has_material_basis_in homozygous or compound heterozygous mutation in the GNB3 gene on chromosome 12p13.,http://purl.obolibrary.org/obo/DOID_0110866,ceguera nocturna estacionaria congénita 1H,Una ceguera nocturna estacionaria congénita caracterizada por una herencia autosómica recesiva que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen GNB3 del cromosoma 12p13.,TRUE
http://purl.obolibrary.org/obo/DOID_0110867,congenital stationary night blindness 1C,A congenital stationary night blindness characterized by autosomal recessive that has_material_basis_in homozygous or compound heterozygous mutation in the TRPM1 gene on chromosome 15q13-q14.,http://purl.obolibrary.org/obo/DOID_0110867,ceguera nocturna estacionaria congénita 1C,Una ceguera nocturna estacionaria congénita caracterizada por autosómica recesiva que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen TRPM1 en el cromosoma 15q13-q14.,TRUE
http://purl.obolibrary.org/obo/DOID_0110868,congenital stationary night blindness 1D,A congenital stationary night blindness characterized by autosomal recessive inheritance that has_material_basis_in homozygous mutation in the SLC24A1 gene on chromosome 15q22.,http://purl.obolibrary.org/obo/DOID_0110868,ceguera nocturna estacionaria congénita 1D,Una ceguera nocturna estacionaria congénita caracterizada por una herencia autosómica recesiva que tiene_su_base_material_en una mutación homocigota en el gen SLC24A1 del cromosoma 15q22.,TRUE
http://purl.obolibrary.org/obo/DOID_0110869,congenital stationary night blindness 1E,A congenital stationary night blindness characterized by autosomal recessive inheritance that has_material_basis_in homozygous or compound heterozygous mutation in the GPR179 gene on chromosome 17q12.,http://purl.obolibrary.org/obo/DOID_0110869,ceguera nocturna estacionaria congénita 1E,Una ceguera nocturna estacionaria congénita caracterizada por una herencia autosómica recesiva que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen GPR179 del cromosoma 17q12.,TRUE
http://purl.obolibrary.org/obo/DOID_0110870,congenital stationary night blindness 1A,A congenital stationary night blindness that has_material_basis_in mutation in the NYX gene on chromosome Xp11.4.,http://purl.obolibrary.org/obo/DOID_0110870,ceguera nocturna estacionaria congénita 1A,Una ceguera nocturna estacionaria congénita que tiene_su_base_material_en mutación en el gen NYX en el cromosoma Xp11.4.,TRUE
http://purl.obolibrary.org/obo/DOID_0110871,congenital stationary night blindness 2A,A congenital stationary night blindness that has_material_basis_in mutation in the CACNA1F gene on chromosome Xp11.23.,http://purl.obolibrary.org/obo/DOID_0110871,ceguera nocturna estacionaria congénita 2A,Una ceguera nocturna estacionaria congénita que tiene_su_base_material_en mutación en el gen CACNA1F en el cromosoma Xp11.23.,TRUE
http://purl.obolibrary.org/obo/DOID_0110872,holoprosencephaly 2,A holoprosencephaly that has_material_basis_in mutation in the homeobox-containing SIX3 gene on chromosome 2p21.,http://purl.obolibrary.org/obo/DOID_0110872,holoprosencefalia 2,Una holoprosencefalia que tiene_su_base_material_en mutación en el gen SIX3 que contiene homeobox en el cromosoma 2p21.,TRUE
http://purl.obolibrary.org/obo/DOID_4621,holoprosencephaly,A congenital nervous system abnormality characterized by failed or incomplete separation of the forebrain early in gestation; it is accompanied by a spectrum of characteristic craniofacial anomalies.,http://purl.obolibrary.org/obo/DOID_4621,holoprosencefalia,Anomalía congénita del sistema nervioso caracterizada por una separación fallida o incompleta del cerebro anterior al principio de la gestación ;que se acompaña de un espectro de anomalías craneofaciales características.,TRUE
http://purl.obolibrary.org/obo/DOID_0110873,holoprosencephaly 9,A holoprosencephaly that has_material_basis_in heterozygous mutation in the GLI2 gene on chromosome 2q14.,http://purl.obolibrary.org/obo/DOID_0110873,holoprosencefalia 9,Una holoprosencefalia que tiene_su_base_material_en una mutación heterocigota en el gen GLI2 del cromosoma 2q14.,TRUE
http://purl.obolibrary.org/obo/DOID_0110874,holoprosencephaly 6,A holoprosencephaly that has_material_basis_in variation in the chromosome region 2q37.1-q37.3.,http://purl.obolibrary.org/obo/DOID_0110874,holoprosencefalia 6,Una holoprosencefalia que tiene_su_base_material_en la variación de la región cromosómica 2q37.1-q37.3.,TRUE
http://purl.obolibrary.org/obo/DOID_0110875,holoprosencephaly 3,A holoprosencephaly that has_material_basis_in heterozygous mutation in the SHH gene on chromosome 7q36.,http://purl.obolibrary.org/obo/DOID_0110875,holoprosencefalia 3,Una holoprosencefalia que tiene_su_base_material_en una mutación heterocigota en el gen SHH del cromosoma 7q36.,TRUE
http://purl.obolibrary.org/obo/DOID_0110876,holoprosencephaly 7,A holoprosencephaly that has_material_basis_in heterozygous mutation in the PTCH1 gene on chromosome 9q22.,http://purl.obolibrary.org/obo/DOID_0110876,holoprosencefalia 7,Una holoprosencefalia que tiene_su_base_material_en una mutación heterocigota en el gen PTCH1 del cromosoma 9q22.,TRUE
http://purl.obolibrary.org/obo/DOID_0110877,holoprosencephaly 11,A holoprosencephaly that has_material_basis_in heterozygous mutation in the CDON gene on chromosome 11q24.,http://purl.obolibrary.org/obo/DOID_0110877,holoprosencefalia 11,Una holoprosencefalia que tiene_su_base_material_en una mutación heterocigota en el gen CDON del cromosoma 11q24.,TRUE
http://purl.obolibrary.org/obo/DOID_0110878,holoprosencephaly 5,A holoprosencephaly that has_material_basis_in heterozygous mutation in the ZIC2 gene on chromosome 13q32.,http://purl.obolibrary.org/obo/DOID_0110878,holoprosencefalia 5,Una holoprosencefalia que tiene_su_base_material_en una mutación heterocigota en el gen ZIC2 del cromosoma 13q32.,TRUE
http://purl.obolibrary.org/obo/DOID_0110879,holoprosencephaly 8,A holoprosencephaly that has_material_basis_in variation in the chromosome region 14q13.,http://purl.obolibrary.org/obo/DOID_0110879,holoprosencefalia 8,Una holoprosencefalia que tiene_su_base_material_en la variación de la región cromosómica 14q13.,TRUE
http://purl.obolibrary.org/obo/DOID_0110880,holoprosencephaly 4,A holoprosencephaly that has_material_basis_in heterozygous mutation in the TGIF gene on chromosome 18p11.,http://purl.obolibrary.org/obo/DOID_0110880,holoprosencefalia 4,Una holoprosencefalia que tiene_su_base_material_en una mutación heterocigota en el gen TGIF del cromosoma 18p11.,TRUE
